time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:57:04:781,-0.0663,-0.0486,0.0719,0.109
20:57:04:790,-0.0584,-0.0670,0.0930,0.129
20:57:04:792,-0.0481,-0.0948,0.0760,0.131
20:57:04:797,-0.0189,-0.0986,0.0663,0.120
20:57:04:802,-0.0041,-0.1071,0.0449,0.116
20:57:04:807,-0.0061,-0.0775,0.0355,0.085
20:57:04:812,0.0157,-0.0601,0.0192,0.065
20:57:04:816,0.0231,-0.0452,0.0006,0.051
20:57:04:820,0.0185,-0.0161,0.0153,0.029
20:57:04:827,0.0187,-0.0063,0.0252,0.032
20:57:04:831,-0.0190,0.0248,0.0088,0.032
20:57:04:836,-0.0233,0.0413,0.0187,0.051
20:57:04:841,-0.0299,0.0411,0.0165,0.053
20:57:04:846,-0.0223,0.0409,0.0143,0.049
20:57:04:851,-0.0195,0.0429,0.0145,0.049
20:57:04:858,-0.0120,0.0379,0.0004,0.040
20:57:04:860,-0.0070,0.0448,-0.0064,0.046
20:57:04:866,-0.0090,0.0517,-0.0132,0.054
20:57:04:871,-0.0087,0.0514,-0.0247,0.058
20:57:04:875,-0.0250,0.0416,-0.0100,0.050
20:57:04:883,0.0040,0.0414,-0.0143,0.044
20:57:04:885,0.0090,0.0484,0.0098,0.050
20:57:04:896,0.0211,0.0363,0.0148,0.045
20:57:04:897,0.0117,0.0409,0.0435,0.061
20:57:04:899,-0.0070,0.0408,0.0743,0.085
20:57:04:905,-0.0446,0.0359,0.1026,0.117
20:57:04:910,-0.0368,0.0311,0.1116,0.122
20:57:04:914,-0.0195,0.0239,0.0682,0.075
20:57:04:919,-0.0334,0.0191,0.0488,0.062
20:57:04:925,-0.0069,0.0143,0.0674,0.069
20:57:04:929,0.0076,-0.0046,0.0501,0.051
20:57:04:935,0.0029,-0.0210,0.0449,0.050
20:57:04:940,0.0101,-0.0421,0.0206,0.048
20:57:04:945,0.0409,-0.0368,0.0202,0.059
20:57:04:949,0.0289,-0.0600,0.0151,0.068
20:57:04:953,0.0122,-0.0592,0.0006,0.060
20:57:04:959,0.0147,-0.0442,-0.0043,0.047
20:57:04:964,0.0243,-0.0151,-0.0091,0.030
20:57:04:968,0.0197,-0.0122,-0.0021,0.023
20:57:04:973,0.0198,0.0002,0.0144,0.024
20:57:04:977,0.0199,-0.0065,0.0307,0.037
20:57:04:983,-0.0013,0.0083,0.0610,0.062
20:57:04:989,0.0204,0.0300,0.0721,0.081
20:57:05:002,-0.0008,0.0231,0.1022,0.105
20:57:05:003,-0.0336,0.0281,0.0823,0.093
20:57:05:003,-0.0258,0.0166,0.0864,0.092
20:57:05:017,-0.0156,0.0265,0.0786,0.084
20:57:05:018,-0.0102,0.0221,0.0710,0.075
20:57:05:018,-0.0260,0.0344,0.0637,0.077
20:57:05:021,0.0584,0.0349,0.0931,0.115
20:57:05:027,0.2143,0.1285,0.1974,0.318
20:57:05:031,0.0679,0.0435,0.0975,0.127
20:57:05:037,-0.1131,-0.0078,-0.0898,0.145
20:57:05:043,-0.1053,-0.0066,-0.0598,0.121
20:57:05:048,-0.0358,0.0990,0.0345,0.111
20:57:05:051,-0.0951,0.0923,-0.0267,0.135
20:57:05:057,-0.1494,0.0547,-0.0759,0.176
20:57:05:063,0.0200,0.1028,0.0347,0.110
20:57:05:065,0.0174,0.0890,0.1022,0.137
20:57:05:073,0.0102,0.0706,0.0363,0.080
20:57:05:075,0.0861,0.0524,0.0113,0.101
20:57:05:082,0.0498,0.0296,0.0338,0.067
20:57:05:091,-0.0007,-0.0192,-0.0178,0.026
20:57:05:092,0.0533,-0.0181,-0.0197,0.060
20:57:05:094,0.0496,-0.0147,-0.0101,0.053
20:57:05:105,0.0458,-0.0755,-0.0008,0.088
20:57:05:106,0.0752,-0.0339,0.0392,0.091
20:57:05:110,0.0661,-0.0520,0.0478,0.097
20:57:05:116,0.0309,-0.0701,0.0133,0.078
20:57:05:120,0.0243,-0.0478,0.0096,0.054
20:57:05:125,0.0343,-0.0114,0.0128,0.038
20:57:05:130,0.0395,-0.0084,0.0350,0.053
20:57:05:135,0.1447,0.0303,0.0862,0.171
20:57:05:138,0.1428,0.0831,0.1070,0.197
20:57:05:145,-0.0015,0.0430,0.0328,0.054
20:57:05:149,-0.0451,0.0008,-0.0719,0.085
20:57:05:155,-0.0052,0.0230,-0.0713,0.075
20:57:05:159,0.0225,0.0735,-0.0303,0.083
20:57:05:166,-0.0189,0.0667,-0.1015,0.123
20:57:05:169,-0.0436,0.0599,-0.1537,0.171
20:57:05:174,-0.0590,0.0341,-0.1707,0.184
20:57:05:177,-0.0484,0.0154,-0.1523,0.161
20:57:05:186,0.1095,0.0729,-0.0599,0.145
20:57:05:188,0.1644,0.0921,-0.0080,0.189
20:57:05:206,0.0909,0.0519,-0.0605,0.121
20:57:05:207,0.0938,0.0358,-0.1603,0.189
20:57:05:208,0.0324,0.0125,-0.1982,0.201
20:57:05:209,0.0067,-0.0132,-0.1459,0.147
20:57:05:213,0.0547,0.0086,-0.1058,0.119
20:57:05:216,0.1929,0.0850,-0.0345,0.214
20:57:05:223,0.1547,0.0851,-0.0084,0.177
20:57:05:227,0.0764,0.0518,-0.0797,0.122
20:57:05:232,0.0104,0.0377,-0.1154,0.122
20:57:05:237,-0.0221,0.0664,-0.1132,0.133
20:57:05:242,-0.0164,0.1066,-0.0734,0.131
20:57:05:247,-0.0036,0.1111,-0.0195,0.113
20:57:05:252,0.0808,0.1704,0.0938,0.211
20:57:05:256,0.0080,0.1011,0.0713,0.124
20:57:05:261,-0.0738,0.0562,-0.0132,0.094
20:57:05:267,-0.0935,0.0494,-0.0406,0.113
20:57:05:271,-0.0658,0.0261,-0.0467,0.085
20:57:05:277,0.0924,0.0315,0.0400,0.106
20:57:05:286,0.1285,-0.0128,0.0766,0.150
20:57:05:288,0.0528,-0.0733,0.0132,0.091
20:57:05:298,0.0179,-0.0907,-0.0357,0.099
20:57:05:298,0.0209,-0.0963,-0.0419,0.107
20:57:05:299,0.0618,-0.0616,-0.0008,0.087
20:57:05:306,0.0549,-0.0532,-0.0004,0.076
20:57:05:311,0.0790,-0.0567,0.0193,0.099
20:57:05:315,0.1294,-0.0316,0.0656,0.148
20:57:05:321,0.1489,-0.0137,0.0815,0.170
20:57:05:325,0.0496,-0.0600,-0.0046,0.078
20:57:05:330,-0.0183,-0.0800,-0.1097,0.137
20:57:05:335,-0.0268,-0.0739,-0.1363,0.157
20:57:05:339,0.0001,-0.0561,-0.1111,0.124
20:57:05:345,0.1266,-0.0216,-0.0434,0.136
20:57:05:350,0.1170,-0.0323,0.0002,0.121
20:57:05:355,0.0931,-0.0597,-0.0373,0.117
20:57:05:359,0.0930,-0.0560,-0.0749,0.132
20:57:05:366,0.0404,-0.0668,-0.0817,0.113
20:57:05:370,-0.0047,-0.0657,-0.0578,0.088
20:57:05:377,-0.0068,-0.0693,-0.0365,0.079
20:57:05:379,-0.0016,-0.0326,-0.0175,0.037
20:57:05:387,-0.0107,-0.0293,-0.0247,0.040
20:57:05:389,-0.0030,-0.0236,-0.0152,0.028
20:57:05:393,-0.0285,-0.0321,0.0012,0.043
20:57:05:398,-0.0325,-0.0429,0.0223,0.058
20:57:05:405,-0.0435,-0.0251,0.0527,0.073
20:57:05:408,-0.0640,-0.0360,0.0782,0.107
20:57:05:413,-0.0653,-0.0327,0.0799,0.108
20:57:05:417,-0.0143,-0.0459,0.0769,0.091
20:57:05:421,-0.0017,-0.0235,0.0669,0.071
20:57:05:428,0.0274,-0.0250,0.0476,0.060
20:57:05:433,0.0396,-0.0147,0.0547,0.069
20:57:05:439,0.0613,0.0002,0.0334,0.070
20:57:05:443,0.0733,0.0055,0.0171,0.075
20:57:05:449,0.0520,0.0416,-0.0085,0.067
20:57:05:451,0.0355,0.0583,-0.0126,0.069
20:57:05:456,0.0358,0.0796,-0.0286,0.092
20:57:05:462,0.0454,0.0889,-0.0375,0.107
20:57:05:467,0.0312,0.0743,-0.0418,0.091
20:57:05:471,0.0266,0.0907,-0.0438,0.104
20:57:05:477,0.0433,0.0831,-0.0458,0.104
20:57:05:482,0.0360,0.0661,-0.0598,0.096
20:57:05:489,0.0313,0.0588,-0.0475,0.082
20:57:05:502,0.0313,0.0469,-0.0376,0.068
20:57:05:503,0.0456,0.0516,-0.0491,0.085
20:57:05:503,0.0290,0.0373,-0.0534,0.071
20:57:05:505,0.0243,-0.0006,-0.0412,0.048
20:57:05:511,0.0196,0.0116,-0.0290,0.037
20:57:05:516,0.0363,-0.0143,-0.0194,0.044
20:57:05:521,0.0362,-0.0210,-0.0004,0.042
20:57:05:526,0.0385,-0.0110,0.0113,0.042
20:57:05:531,0.0123,-0.0225,0.0394,0.047
20:57:05:536,0.0218,-0.0316,0.0436,0.058
20:57:05:540,0.0288,-0.0358,0.0547,0.071
20:57:05:545,0.0310,-0.0116,0.0587,0.067
20:57:05:550,0.0166,-0.0089,0.0555,0.059
20:57:05:555,0.0141,0.0078,0.0499,0.052
20:57:05:560,0.0115,0.0315,0.0325,0.047
20:57:05:565,0.0042,0.0550,-0.0037,0.055
20:57:05:570,0.0468,0.0521,-0.0373,0.079
20:57:05:575,0.0676,0.0729,-0.0398,0.107
20:57:05:579,0.0835,0.1220,-0.0683,0.163
20:57:05:595,0.1017,0.1256,-0.0798,0.180
20:57:05:596,0.0746,0.1126,-0.0959,0.166
20:57:05:597,0.0715,0.1210,-0.1071,0.177
20:57:05:599,0.0685,0.1104,-0.1015,0.165
20:57:05:605,0.0513,0.0762,-0.0723,0.117
20:57:05:609,0.0153,0.0707,-0.0647,0.097
20:57:05:614,0.0150,0.0676,-0.0310,0.076
20:57:05:618,0.0267,0.0433,0.0142,0.053
20:57:05:625,0.0312,0.0286,0.0211,0.047
20:57:05:628,0.0261,0.0211,0.0563,0.066
20:57:05:633,0.0305,0.0065,0.0628,0.070
20:57:05:638,0.0207,-0.0032,0.0645,0.068
20:57:05:646,0.0132,-0.0176,0.0592,0.063
20:57:05:648,0.0082,-0.0035,0.0349,0.036
20:57:05:655,-0.0086,-0.0274,0.0394,0.049
20:57:05:657,-0.0038,-0.0298,0.0225,0.038
20:57:05:662,-0.0014,-0.0060,-0.0155,0.017
20:57:05:670,-0.0015,-0.0393,-0.0176,0.043
20:57:05:672,0.0057,0.0012,-0.0173,0.018
20:57:05:680,-0.0039,-0.0085,-0.0338,0.035
20:57:05:681,0.0103,0.0057,-0.0216,0.025
20:57:05:688,0.0079,0.0128,-0.0050,0.016
20:57:05:706,0.0268,0.0032,-0.0051,0.027
20:57:05:708,0.0219,0.0080,-0.0076,0.024
20:57:05:708,0.0312,0.0056,0.0089,0.033
20:57:05:708,-0.0046,-0.0109,0.0158,0.020
20:57:05:712,0.0027,-0.0012,0.0106,0.011
20:57:05:716,-0.0233,-0.0033,0.0435,0.049
20:57:05:723,-0.0301,-0.0030,0.0453,0.054
20:57:05:728,-0.0154,0.0138,0.0400,0.045
20:57:05:731,-0.0152,-0.0003,0.0347,0.038
20:57:05:737,-0.0315,-0.0024,0.0199,0.037
20:57:05:741,-0.0264,0.0002,0.0172,0.031
20:57:05:747,-0.0260,-0.0398,0.0120,0.049
20:57:05:753,-0.0423,-0.0416,-0.0075,0.060
20:57:05:755,-0.0276,-0.0671,-0.0270,0.077
20:57:05:762,-0.0272,-0.0638,-0.0202,0.072
20:57:05:766,-0.0103,-0.0913,-0.0254,0.095
20:57:05:771,0.0042,-0.0972,-0.0329,0.103
20:57:05:776,0.0044,-0.0935,-0.0165,0.095
20:57:05:780,-0.0072,-0.0875,-0.0239,0.091
20:57:05:798,-0.0092,-0.0388,-0.0240,0.047
20:57:05:799,-0.0207,-0.0309,-0.0265,0.046
20:57:05:800,0.0011,-0.0088,-0.0407,0.042
20:57:05:800,-0.0224,0.0177,-0.0548,0.062
20:57:05:818,-0.0220,0.0249,-0.0545,0.064
20:57:05:819,-0.0098,0.0249,-0.0566,0.063
20:57:05:819,-0.0048,0.0605,-0.0752,0.097
20:57:05:819,-0.0071,0.0268,-0.0723,0.077
20:57:05:825,-0.0259,0.0196,-0.0598,0.068
20:57:05:829,0.0100,0.0147,-0.0735,0.076
20:57:05:834,0.0053,0.0074,-0.0679,0.069
20:57:05:839,-0.0207,0.0098,-0.0506,0.056
20:57:05:845,-0.0157,0.0003,-0.0477,0.050
20:57:05:848,-0.0415,-0.0021,-0.0567,0.070
20:57:05:854,-0.0292,-0.0115,-0.0396,0.051
20:57:05:857,-0.0289,-0.0327,-0.0228,0.049
20:57:05:864,-0.0357,-0.0323,-0.0252,0.054
20:57:05:868,-0.0259,-0.0437,-0.0158,0.053
20:57:05:873,-0.0184,-0.0574,-0.0112,0.061
20:57:05:879,-0.0158,-0.0496,0.0053,0.052
20:57:05:883,-0.0440,-0.0513,0.0263,0.073
20:57:05:888,-0.0483,-0.0483,0.0354,0.077
20:57:05:892,-0.0549,-0.0644,0.0418,0.094
20:57:05:896,-0.0426,-0.0921,0.0315,0.106
20:57:05:901,-0.0114,-0.0841,0.0260,0.089
20:57:05:907,-0.0184,-0.0643,0.0349,0.075
20:57:05:912,-0.0561,-0.0589,0.0415,0.091
20:57:05:916,-0.0745,-0.0084,0.0316,0.081
20:57:05:921,-0.0809,0.0298,0.0029,0.086
20:57:05:926,-0.1323,0.0415,-0.0447,0.146
20:57:05:931,-0.1171,0.0270,-0.0876,0.149
20:57:05:937,-0.1092,0.0410,-0.1042,0.156
20:57:05:942,-0.0919,0.0264,-0.0899,0.131
20:57:05:947,-0.0440,0.0165,-0.0686,0.083
20:57:05:953,0.0060,-0.0097,-0.0331,0.035
20:57:05:958,0.0461,-0.0168,-0.0381,0.062
20:57:05:960,0.0362,-0.0261,-0.0264,0.052
20:57:05:966,0.0145,-0.0425,-0.0029,0.045
20:57:05:971,0.0190,-0.0776,-0.0057,0.080
20:57:05:976,0.0235,-0.0556,0.0127,0.062
20:57:05:979,0.0302,-0.0290,-0.0023,0.042
20:57:05:985,0.0084,-0.0429,-0.0150,0.046
20:57:05:991,-0.0203,-0.0211,-0.0135,0.032
20:57:05:995,0.0272,0.0008,-0.0240,0.036
20:57:06:000,0.0080,0.0060,-0.0226,0.025
20:57:06:005,-0.0443,-0.0198,0.0027,0.049
20:57:06:010,-0.1080,-0.0574,0.0306,0.126
20:57:06:016,-0.1261,-0.0783,0.0395,0.154
20:57:06:018,-0.1038,-0.0612,0.0271,0.124
20:57:06:025,-0.0248,-0.0441,0.0052,0.051
20:57:06:029,0.0108,-0.0272,-0.0143,0.033
20:57:06:035,0.0082,-0.0437,-0.0005,0.044
20:57:06:039,0.0079,-0.0506,0.0251,0.057
20:57:06:045,0.0408,-0.0479,0.0529,0.082
20:57:06:048,0.0451,-0.0500,0.0640,0.093
20:57:06:052,0.0589,-0.0615,0.0490,0.098
20:57:06:057,0.0726,-0.0515,0.0270,0.093
20:57:06:064,0.0482,-0.0678,-0.0257,0.087
20:57:06:068,0.0215,-0.0316,-0.0591,0.070
20:57:06:073,0.0307,-0.0100,-0.0831,0.089
20:57:06:078,0.0301,0.0067,-0.0880,0.093
20:57:06:085,0.0225,0.0375,-0.0883,0.099
20:57:06:097,0.0103,0.0254,-0.0861,0.090
20:57:06:098,-0.0209,-0.0197,-0.0673,0.073
20:57:06:098,-0.0445,-0.0408,-0.0746,0.096
20:57:06:104,-0.0796,-0.1018,-0.0792,0.152
20:57:06:108,-0.0692,-0.1432,-0.0933,0.184
20:57:06:113,-0.0802,-0.1557,-0.1213,0.213
20:57:06:118,-0.1148,-0.1658,-0.1111,0.230
20:57:06:123,-0.1182,-0.1614,-0.1080,0.227
20:57:06:127,-0.1214,-0.1666,-0.0929,0.226
20:57:06:132,-0.1246,-0.1669,-0.0730,0.221
20:57:06:135,-0.1206,-0.1578,-0.0626,0.208
20:57:06:141,-0.1261,-0.1488,-0.0379,0.199
20:57:06:147,-0.1125,-0.1351,-0.0324,0.179
20:57:06:152,-0.1086,-0.1072,-0.0221,0.154
20:57:06:157,-0.1213,-0.1058,-0.0072,0.161
20:57:06:162,-0.1221,-0.0783,-0.0068,0.145
20:57:06:167,-0.0921,-0.1056,0.0005,0.140
20:57:06:172,-0.1004,-0.0923,0.0006,0.136
20:57:06:175,-0.0992,-0.1029,0.0053,0.143
20:57:06:181,-0.0933,-0.1206,0.0146,0.153
20:57:06:186,-0.0994,-0.1311,0.0143,0.165
20:57:06:191,-0.0865,-0.1108,0.0235,0.143
20:57:06:197,-0.0928,-0.1073,0.0161,0.143
20:57:06:200,-0.1133,-0.1016,0.0277,0.155
20:57:06:205,-0.1290,-0.1079,0.0320,0.171
20:57:06:211,-0.1708,-0.0904,0.0432,0.198
20:57:06:215,-0.1768,-0.1160,0.0729,0.224
20:57:06:219,-0.2043,-0.1532,0.1070,0.277
20:57:06:225,-0.2150,-0.1783,0.1357,0.311
20:57:06:230,-0.2210,-0.2033,0.1876,0.354
20:57:06:234,-0.2745,-0.2493,0.2127,0.428
20:57:06:239,-0.2447,-0.2665,0.2444,0.437
20:57:06:244,-0.2887,-0.2741,0.2803,0.487
20:57:06:249,-0.2826,-0.2769,0.3014,0.497
20:57:06:254,-0.2839,-0.2608,0.3270,0.506
20:57:06:258,-0.2734,-0.2734,0.3239,0.504
20:57:06:264,-0.3272,-0.2388,0.3706,0.549
20:57:06:269,-0.3689,-0.2142,0.3743,0.568
20:57:06:274,-0.3606,-0.1617,0.3663,0.539
20:57:06:279,-0.3431,-0.1502,0.3606,0.520
20:57:06:283,-0.3759,-0.1202,0.3264,0.512
20:57:06:295,-0.3802,-0.0908,0.2899,0.487
20:57:06:296,-0.3706,-0.0549,0.2699,0.462
20:57:06:297,-0.3662,-0.0575,0.2094,0.426
20:57:06:303,-0.3385,-0.0058,0.1679,0.378
20:57:06:308,-0.2948,0.0215,0.1287,0.322
20:57:06:313,-0.2375,0.0293,0.1204,0.268
20:57:06:318,-0.1524,0.0392,0.0882,0.180
20:57:06:323,-0.0752,0.0394,0.0492,0.098
20:57:06:328,-0.0226,0.0347,0.0055,0.042
20:57:06:332,0.0151,0.0370,-0.0213,0.045
20:57:06:336,0.0786,0.0582,-0.0480,0.109
20:57:06:343,0.1223,0.0695,-0.0533,0.150
20:57:06:347,0.1631,0.0807,-0.0729,0.196
20:57:06:352,0.2177,0.1035,-0.0807,0.254
20:57:06:357,0.2456,0.1284,-0.0957,0.293
20:57:06:364,0.2399,0.1506,-0.0990,0.300
20:57:06:367,0.2268,0.1654,-0.1336,0.311
20:57:06:372,0.2491,0.1967,-0.1945,0.372
20:57:06:376,0.3256,0.2112,-0.2581,0.466
20:57:06:385,0.3728,0.2186,-0.3269,0.542
20:57:06:389,0.3789,0.2261,-0.3296,0.551
20:57:06:398,0.3728,0.2479,-0.3523,0.570
20:57:06:398,0.3453,0.2745,-0.3162,0.543
20:57:06:400,0.2894,0.2774,-0.2645,0.480
20:57:06:406,0.2577,0.2805,-0.1993,0.430
20:57:06:411,0.1812,0.2601,-0.1325,0.344
20:57:06:415,0.1293,0.2328,-0.0400,0.269
20:57:06:420,0.0399,0.2014,0.0257,0.207
20:57:06:425,-0.0295,0.1702,0.1101,0.205
20:57:06:430,-0.1028,0.0943,0.1945,0.239
20:57:06:435,-0.1327,0.0546,0.2881,0.322
20:57:06:440,-0.1549,-0.0251,0.3770,0.408
20:57:06:445,-0.1909,-0.0782,0.4755,0.518
20:57:06:451,-0.2003,-0.1570,0.5694,0.624
20:57:06:456,-0.2260,-0.2093,0.6706,0.738
20:57:06:459,-0.2110,-0.2399,0.7478,0.813
20:57:06:466,-0.1486,-0.2419,0.7701,0.821
20:57:06:472,-0.1294,-0.2557,0.8161,0.865
20:57:06:476,-0.1033,-0.2504,0.8783,0.919
20:57:06:479,-0.0702,-0.2354,0.8804,0.914
20:57:06:485,-0.0446,-0.2274,0.8580,0.889
20:57:06:498,0.0755,-0.1736,0.7465,0.770
20:57:06:499,0.1018,-0.1482,0.6980,0.721
20:57:06:499,0.1013,-0.1436,0.6836,0.706
20:57:06:504,0.0766,-0.1530,0.7101,0.730
20:57:06:508,0.0444,-0.1597,0.7730,0.791
20:57:06:513,0.0168,-0.1451,0.8156,0.829
20:57:06:518,0.0175,-0.1524,0.8315,0.846
20:57:06:523,-0.0012,-0.1293,0.8571,0.867
20:57:06:528,0.0488,-0.0951,0.8452,0.852
20:57:06:533,0.1718,-0.0024,0.7605,0.780
20:57:06:537,0.3198,0.0276,0.6293,0.706
20:57:06:545,0.4357,0.0644,0.5231,0.684
20:57:06:548,0.5150,0.0535,0.4370,0.678
20:57:06:555,0.5630,0.0213,0.3638,0.671
20:57:06:558,0.5798,-0.0321,0.2989,0.653
20:57:06:565,0.6135,-0.0661,0.2568,0.668
20:57:06:567,0.6188,-0.0808,0.1852,0.651
20:57:06:574,0.6223,-0.0739,0.1318,0.640
20:57:06:577,0.6262,-0.0788,0.0654,0.634
20:57:06:585,0.6114,-0.0952,-0.0167,0.619
20:57:06:587,0.6135,-0.0710,-0.0766,0.622
20:57:06:594,0.5469,-0.0278,-0.1408,0.565
20:57:06:597,0.5069,-0.0109,-0.1550,0.530
20:57:06:606,0.4815,0.0132,-0.1503,0.505
20:57:06:607,0.5036,0.0253,-0.1461,0.525
20:57:06:612,0.4781,0.0209,-0.1066,0.490
20:57:06:615,0.4620,0.0189,-0.0867,0.470
20:57:06:620,0.4532,0.0122,-0.0624,0.458
20:57:06:627,0.4894,0.0270,-0.0551,0.493
20:57:06:631,0.5015,0.0440,-0.0171,0.504
20:57:06:637,0.4994,0.0610,0.0112,0.503
20:57:06:643,0.4879,0.0827,0.0584,0.498
20:57:06:645,0.4696,0.0687,0.1223,0.490
20:57:06:652,0.4494,0.0478,0.1884,0.490
20:57:06:655,0.3680,0.0365,0.2261,0.433
20:57:06:665,0.3586,0.0277,0.2545,0.441
20:57:06:666,0.3090,-0.0049,0.2830,0.419
20:57:06:674,0.2743,-0.0135,0.2999,0.407
20:57:06:677,0.2541,-0.0364,0.3240,0.413
20:57:06:679,0.2247,-0.0781,0.3197,0.398
20:57:06:685,0.2026,-0.0911,0.3321,0.400
20:57:06:690,0.2067,-0.1017,0.3397,0.410
20:57:06:695,0.2178,-0.1286,0.3232,0.410
20:57:06:708,0.2146,-0.1741,0.3090,0.415
20:57:06:708,0.1994,-0.2167,0.2872,0.411
20:57:06:709,0.2054,-0.2162,0.2721,0.404
20:57:06:715,0.2205,-0.2511,0.2470,0.416
20:57:06:719,0.2399,-0.2547,0.2378,0.423
20:57:06:725,0.2518,-0.2747,0.2543,0.451
20:57:06:729,0.2825,-0.2800,0.2250,0.457
20:57:06:734,0.3082,-0.2637,0.2429,0.473
20:57:06:738,0.3193,-0.2498,0.2963,0.502
20:57:06:744,0.3068,-0.1885,0.3424,0.497
20:57:06:749,0.2804,-0.1846,0.4003,0.522
20:57:06:753,0.2900,-0.1453,0.4489,0.554
20:57:06:758,0.2476,-0.1207,0.4646,0.540
20:57:06:763,0.2816,-0.0703,0.4545,0.539
20:57:06:768,0.2966,-0.0511,0.4353,0.529
20:57:06:773,0.2926,-0.0223,0.4258,0.517
20:57:06:777,0.2886,-0.0365,0.4401,0.528
20:57:06:785,0.2633,-0.0172,0.4398,0.513
20:57:06:790,0.2451,-0.0004,0.4820,0.541
20:57:06:793,0.2199,-0.0288,0.5141,0.560
20:57:06:798,0.2303,-0.0378,0.5361,0.585
20:57:06:804,0.2097,-0.0893,0.5647,0.609
20:57:06:807,0.1844,-0.1378,0.5832,0.627
20:57:06:813,0.2090,-0.2000,0.6226,0.687
20:57:06:817,0.2263,-0.3042,0.6496,0.752
20:57:06:824,0.2434,-0.3506,0.7000,0.820
20:57:06:827,0.2675,-0.4346,0.7383,0.898
20:57:06:833,0.3246,-0.4608,0.7123,0.908
20:57:06:838,0.3338,-0.5130,0.7435,0.963
20:57:06:844,0.3596,-0.5363,0.7604,0.998
20:57:06:846,0.4043,-0.5521,0.7631,1.025
20:57:06:853,0.4322,-0.5608,0.7780,1.052
20:57:06:855,0.4364,-0.5858,0.7743,1.065
20:57:06:860,0.4741,-0.5989,0.7592,1.077
20:57:06:868,0.4809,-0.5905,0.7425,1.064
20:57:06:871,0.5141,-0.5989,0.7052,1.058
20:57:06:876,0.5403,-0.5669,0.6903,1.044
20:57:06:882,0.5692,-0.5707,0.6692,1.048
20:57:06:888,0.5935,-0.5554,0.6370,1.033
20:57:06:905,0.5707,-0.5805,0.5961,1.009
20:57:06:906,0.5483,-0.5911,0.5727,0.989
20:57:06:907,0.5503,-0.6062,0.5665,0.996
20:57:06:907,0.5312,-0.6186,0.5488,0.983
20:57:06:911,0.5196,-0.6309,0.5456,0.983
20:57:06:915,0.5106,-0.6003,0.5261,0.948
20:57:06:921,0.5256,-0.6127,0.5451,0.974
20:57:06:925,0.5313,-0.5775,0.5571,0.962
20:57:06:931,0.5513,-0.5474,0.5885,0.975
20:57:06:934,0.6260,-0.5129,0.6009,1.008
20:57:06:938,0.6718,-0.4763,0.6114,1.026
20:57:06:946,0.7153,-0.4543,0.6389,1.061
20:57:06:949,0.7186,-0.3921,0.6552,1.048
20:57:06:954,0.7390,-0.3423,0.6436,1.038
20:57:06:959,0.7575,-0.2431,0.6259,1.012
20:57:06:964,0.7670,-0.1849,0.6281,1.008
20:57:06:970,0.7343,-0.1556,0.6261,0.977
20:57:06:974,0.7164,-0.1074,0.6032,0.943
20:57:06:977,0.7082,-0.1070,0.5758,0.919
20:57:06:984,0.7239,-0.0922,0.5674,0.924
20:57:06:989,0.7155,-0.1082,0.5515,0.910
20:57:07:002,0.7192,-0.1404,0.5665,0.926
20:57:07:003,0.7252,-0.1817,0.5668,0.938
20:57:07:005,0.7268,-0.2840,0.5554,0.958
20:57:07:007,0.7241,-0.3779,0.5373,0.978
20:57:07:013,0.7647,-0.4825,0.4745,1.021
20:57:07:016,0.7537,-0.5310,0.4033,1.006
20:57:07:023,0.7483,-0.5811,0.3428,1.008
20:57:07:028,0.7414,-0.6161,0.2929,1.007
20:57:07:034,0.7067,-0.6268,0.2868,0.987
20:57:07:038,0.6921,-0.5589,0.3148,0.944
20:57:07:044,0.6546,-0.5105,0.3839,0.915
20:57:07:046,0.6252,-0.3914,0.4844,0.882
20:57:07:054,0.5586,-0.2899,0.5470,0.834
20:57:07:056,0.5240,-0.1610,0.6288,0.834
20:57:07:064,0.4852,-0.0403,0.7131,0.864
20:57:07:065,0.4021,0.0816,0.8116,0.909
20:57:07:070,0.3248,0.1859,0.8981,0.973
20:57:07:078,0.2437,0.3035,0.9700,1.045
20:57:07:082,0.2087,0.4250,1.0132,1.118
20:57:07:088,0.1339,0.4842,1.0348,1.150
20:57:07:098,0.1169,0.5219,1.0157,1.148
20:57:07:099,0.0858,0.5124,0.9701,1.100
20:57:07:100,0.0359,0.4797,0.8885,1.010
20:57:07:111,0.0360,0.4338,0.7353,0.854
20:57:07:112,-0.0047,0.3461,0.5679,0.665
20:57:07:116,-0.0621,0.3120,0.4265,0.532
20:57:07:120,-0.0911,0.2836,0.3205,0.438
20:57:07:128,-0.1842,0.2891,0.2215,0.408
20:57:07:130,-0.2769,0.3615,0.1151,0.470
20:57:07:135,-0.4427,0.5547,0.0444,0.711
20:57:07:139,-0.6169,0.8202,-0.0408,1.027
20:57:07:146,-0.8374,1.1216,-0.0855,1.402
20:57:07:149,-1.0895,1.4231,-0.1114,1.796
20:57:07:156,-1.3447,1.7316,-0.1638,2.198
20:57:07:159,-1.5294,1.9996,-0.2617,2.531
20:57:07:166,-1.7544,2.2460,-0.3987,2.878
20:57:07:169,-1.9155,2.4039,-0.4965,3.114
20:57:07:175,-2.0317,2.4616,-0.5503,3.239
20:57:07:178,-2.0983,2.3876,-0.5524,3.226
