time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:57:07:187,-2.1153,2.1913,-0.4901,3.085
20:57:07:193,-2.0014,1.9200,-0.3844,2.800
20:57:07:195,-1.7639,1.6860,-0.3353,2.463
20:57:07:200,-1.3119,1.5779,-0.2690,2.070
20:57:07:205,-0.8892,1.4625,-0.1618,1.719
20:57:07:207,-0.5073,1.3284,-0.0019,1.422
20:57:07:213,-0.1824,1.1618,0.2179,1.196
20:57:07:217,0.0837,0.9128,0.4693,1.030
20:57:07:224,0.2914,0.6605,0.7097,1.012
20:57:07:230,0.3890,0.4238,1.0290,1.179
20:57:07:232,0.4655,0.2311,1.2964,1.397
20:57:07:239,0.5139,0.1516,1.4242,1.522
20:57:07:245,0.5101,0.1518,1.3593,1.460
20:57:07:248,0.4774,0.2461,1.1440,1.264
20:57:07:254,0.4102,0.4179,0.8249,1.012
20:57:07:256,0.2698,0.6408,0.5158,0.866
20:57:07:262,0.0655,0.8048,0.2855,0.856
20:57:07:267,-0.1502,0.9481,0.0885,0.964
20:57:07:271,-0.3679,1.0586,-0.0847,1.124
20:57:07:278,-0.5639,1.1263,-0.2724,1.289
20:57:07:283,-0.7242,1.2082,-0.5008,1.495
20:57:07:291,-0.7965,1.2324,-0.7102,1.630
20:57:07:292,-0.8407,1.2586,-0.9078,1.765
20:57:07:299,-0.8042,1.2438,-1.0962,1.843
20:57:07:311,-0.7113,1.2144,-1.3113,1.924
20:57:07:312,-0.6240,1.1849,-1.5080,2.017
20:57:07:313,-0.5281,1.1386,-1.6744,2.093
20:57:07:316,-0.4716,1.0684,-1.8180,2.161
20:57:07:321,-0.4185,1.0314,-1.9363,2.233
20:57:07:326,-0.3570,0.9559,-2.0367,2.278
20:57:07:331,-0.2944,0.8706,-2.1528,2.341
20:57:07:337,-0.2568,0.8163,-2.2414,2.399
20:57:07:340,-0.2274,0.7475,-2.2954,2.425
20:57:07:346,-0.1464,0.6619,-2.3672,2.462
20:57:07:352,-0.0804,0.5788,-2.4208,2.490
20:57:07:354,-0.0268,0.5029,-2.4366,2.488
20:57:07:363,0.0098,0.4127,-2.4357,2.470
20:57:07:366,0.0296,0.3153,-2.4297,2.450
20:57:07:371,0.0591,0.2104,-2.3944,2.404
20:57:07:377,0.0552,0.1196,-2.3630,2.367
20:57:07:380,0.0708,0.0523,-2.3617,2.363
20:57:07:387,0.0843,-0.0156,-2.3088,2.310
20:57:07:389,0.0695,-0.0577,-2.2498,2.252
20:57:07:400,0.0311,-0.0885,-2.2085,2.210
20:57:07:401,-0.0091,-0.1343,-2.1680,2.172
20:57:07:412,-0.0392,-0.1305,-2.1189,2.123
20:57:07:413,-0.1023,-0.1393,-2.0419,2.049
20:57:07:414,-0.1934,-0.1558,-1.9800,1.996
20:57:07:418,-0.3149,-0.1442,-1.9284,1.959
20:57:07:424,-0.4428,-0.1404,-1.8510,1.908
20:57:07:428,-0.5866,-0.1301,-1.7908,1.889
20:57:07:433,-0.7247,-0.1013,-1.7358,1.884
20:57:07:438,-0.8787,-0.0969,-1.6766,1.895
20:57:07:444,-1.0439,-0.0931,-1.6322,1.940
20:57:07:448,-1.2346,-0.0731,-1.6339,2.049
20:57:07:454,-1.3962,-0.1064,-1.6056,2.130
20:57:07:457,-1.5170,-0.1139,-1.6050,2.211
20:57:07:464,-1.6789,-0.1459,-1.6476,2.357
20:57:07:468,-1.8177,-0.2122,-1.6719,2.479
20:57:07:473,-1.9197,-0.2555,-1.6548,2.547
20:57:07:478,-1.9898,-0.3070,-1.6227,2.586
20:57:07:484,-2.0402,-0.3694,-1.5544,2.591
20:57:07:488,-1.9388,-0.4234,-1.4155,2.438
20:57:07:493,-1.7957,-0.4234,-1.2824,2.247
20:57:07:506,-1.7186,-0.5440,-1.2606,2.200
20:57:07:507,-1.4444,-0.5123,-1.2618,1.985
20:57:07:507,-1.0999,-0.4213,-1.2548,1.721
20:57:07:512,-0.7659,-0.3447,-1.1916,1.458
20:57:07:517,-0.4491,-0.2965,-1.0954,1.220
20:57:07:523,-0.2160,-0.3364,-0.9896,1.067
20:57:07:526,-0.0113,-0.3925,-0.9309,1.010
20:57:07:531,0.1628,-0.4267,-0.9120,1.020
20:57:07:537,0.3133,-0.4892,-0.9398,1.105
20:57:07:541,0.3783,-0.5203,-0.9546,1.151
20:57:07:546,0.4461,-0.5916,-1.0067,1.250
20:57:07:551,0.5601,-0.6289,-1.0312,1.331
20:57:07:556,0.6196,-0.6895,-1.0834,1.426
20:57:07:560,0.4761,-0.8311,-1.1448,1.493
20:57:07:566,0.4187,-0.9151,-1.2231,1.584
20:57:07:571,0.5121,-0.9030,-1.2007,1.587
20:57:07:575,0.5822,-0.8281,-1.1346,1.521
20:57:07:579,0.4899,-0.8748,-1.1233,1.506
20:57:07:585,0.4191,-0.9240,-1.1168,1.509
20:57:07:590,0.3721,-0.9685,-1.0862,1.502
20:57:07:596,0.5143,-0.9079,-1.0093,1.452
20:57:07:600,0.4989,-0.8785,-0.9460,1.384
20:57:07:604,0.3783,-0.8854,-0.9322,1.340
20:57:07:610,0.2841,-0.8425,-0.9107,1.273
20:57:07:615,0.2471,-0.7547,-0.9128,1.210
20:57:07:618,0.1837,-0.6340,-0.8691,1.091
20:57:07:624,0.1395,-0.5400,-0.8418,1.010
20:57:07:629,0.0426,-0.4534,-0.8525,0.966
20:57:07:634,-0.0304,-0.3885,-0.8559,0.940
20:57:07:639,-0.1296,-0.3691,-0.8545,0.940
20:57:07:644,-0.2195,-0.3139,-0.8511,0.933
20:57:07:649,-0.3261,-0.3139,-0.7976,0.917
20:57:07:653,-0.4160,-0.3019,-0.7394,0.901
20:57:07:658,-0.4245,-0.2611,-0.7121,0.869
20:57:07:664,-0.2123,-0.0977,-0.5881,0.633
20:57:07:668,-0.2291,-0.1033,-0.5278,0.585
20:57:07:673,-0.4587,-0.2784,-0.5992,0.804
20:57:07:678,-0.6244,-0.4396,-0.6599,1.009
20:57:07:683,-0.6835,-0.5610,-0.7029,1.130
20:57:07:688,-0.6363,-0.6857,-0.6637,1.147
20:57:07:693,-0.5280,-0.7538,-0.6185,1.109
20:57:07:709,-0.4013,-0.8273,-0.5164,1.055
20:57:07:709,-0.2559,-0.8819,-0.4768,1.035
20:57:07:710,-0.0679,-0.8338,-0.4324,0.942
20:57:07:712,0.0266,-0.8002,-0.3858,0.889
20:57:07:717,0.0945,-0.7928,-0.3276,0.863
20:57:07:723,0.1381,-0.8263,-0.2366,0.871
20:57:07:727,0.1787,-0.8602,-0.1560,0.892
20:57:07:733,0.2307,-0.8729,-0.0475,0.904
20:57:07:735,0.2917,-0.8431,0.0244,0.892
20:57:07:741,0.3592,-0.8090,0.1148,0.893
20:57:07:747,0.4358,-0.7539,0.1615,0.886
20:57:07:751,0.5142,-0.6611,0.1980,0.861
20:57:07:757,0.5536,-0.5882,0.2099,0.835
20:57:07:761,0.6283,-0.5063,0.2258,0.838
20:57:07:766,0.7023,-0.4275,0.2386,0.856
20:57:07:771,0.7327,-0.3802,0.2504,0.863
20:57:07:776,0.7577,-0.3404,0.2659,0.872
20:57:07:781,0.7391,-0.3106,0.3256,0.865
20:57:07:786,0.7414,-0.2977,0.3792,0.884
20:57:07:791,0.7578,-0.2441,0.4554,0.917
20:57:07:799,0.6831,-0.2047,0.5756,0.916
20:57:07:800,0.5007,-0.1696,0.7687,0.933
20:57:07:807,0.2612,-0.1389,0.9460,0.991
20:57:07:810,-0.0859,-0.1032,1.1479,1.156
20:57:07:817,-0.4523,-0.0388,1.3787,1.452
20:57:07:819,-0.8192,0.0996,1.6541,1.849
20:57:07:825,-1.1127,0.2877,1.9951,2.302
20:57:07:829,-1.3165,0.4894,2.3848,2.768
20:57:07:834,-1.3470,0.7378,2.7515,3.151
20:57:07:839,-1.1424,1.0044,3.0355,3.395
20:57:07:844,-0.6670,1.2417,3.1985,3.495
20:57:07:849,-0.1454,1.4359,3.2982,3.600
20:57:07:855,0.2433,1.4938,3.4191,3.739
20:57:07:858,0.4969,1.4511,3.5218,3.841
20:57:07:866,0.6088,1.3482,3.5428,3.839
20:57:07:872,0.6103,1.1729,3.3948,3.643
20:57:07:874,0.5780,0.9420,3.1074,3.298
20:57:07:880,0.4287,0.7106,2.6713,2.797
20:57:07:885,0.2201,0.4336,2.1754,2.229
20:57:07:889,-0.0784,0.2073,1.6844,1.699
20:57:07:894,-0.5256,0.1091,1.3112,1.417
20:57:07:897,-1.1186,0.1773,1.0466,1.542
20:57:07:904,-1.7325,0.3357,0.8693,1.967
20:57:07:908,-2.2761,0.5941,0.7532,2.470
20:57:07:913,-2.7083,0.9484,0.6841,2.950
20:57:07:919,-3.1940,1.3174,0.6501,3.516
20:57:07:924,-3.7380,1.6270,0.6128,4.122
20:57:07:927,-4.2591,1.8336,0.5724,4.672
20:57:07:934,-4.6720,1.9104,0.4523,5.068
20:57:07:937,-5.0447,1.7294,0.2331,5.338
20:57:07:943,-5.2958,1.2331,-0.0624,5.438
20:57:07:947,-5.2458,0.6319,-0.4689,5.304
20:57:07:952,-4.7483,0.1203,-0.9445,4.843
20:57:07:957,-3.7943,-0.1556,-1.3581,4.033
20:57:07:963,-2.6650,-0.2516,-1.5685,3.103
20:57:07:967,-1.7136,-0.2908,-1.8528,2.540
20:57:07:971,-0.9129,-0.3701,-2.1322,2.349
20:57:07:976,-0.3002,-0.4525,-2.3351,2.397
20:57:07:980,0.1271,-0.5326,-2.5913,2.648
20:57:07:987,0.4365,-0.5813,-2.7045,2.801
20:57:07:994,0.6187,-0.5460,-2.8470,2.964
20:57:07:996,0.6980,-0.3979,-2.8867,2.996
20:57:08:006,0.6585,-0.1345,-2.8562,2.934
20:57:08:007,0.5580,0.2157,-2.7616,2.826
20:57:08:012,0.3969,0.5617,-2.6859,2.773
20:57:08:016,0.1945,0.8173,-2.6473,2.777
20:57:08:019,0.0203,1.0255,-2.6189,2.813
20:57:08:025,-0.1427,1.1764,-2.6239,2.879
20:57:08:030,-0.2802,1.2096,-2.4124,2.713
20:57:08:035,-0.4044,1.3806,-2.4886,2.874
20:57:08:040,-0.3794,1.4046,-2.5125,2.903
20:57:08:045,-0.2820,1.4729,-2.5250,2.937
20:57:08:051,-0.0792,1.5113,-2.5194,2.939
20:57:08:055,0.2287,1.5133,-2.5354,2.962
20:57:08:058,0.5934,1.5202,-2.6020,3.071
20:57:08:066,0.9595,1.4250,-2.6837,3.186
20:57:08:070,1.2715,1.3405,-2.7741,3.333
20:57:08:075,1.5055,1.2194,-2.8809,3.472
20:57:08:079,1.6899,1.1383,-2.9419,3.579
20:57:08:084,1.7698,1.0687,-2.9759,3.624
20:57:08:089,1.7668,1.0227,-3.0372,3.659
20:57:08:094,1.6139,0.9572,-3.0265,3.561
20:57:08:098,1.3425,0.8651,-2.9441,3.349
20:57:08:104,1.0627,0.7724,-2.7485,3.046
20:57:08:119,0.7627,0.6884,-2.4479,2.655
20:57:08:119,0.4424,0.5911,-2.0205,2.151
20:57:08:120,0.1668,0.4942,-1.4395,1.531
20:57:08:123,-0.0138,0.3518,-0.8497,0.920
20:57:08:128,-0.0846,0.1662,-0.3198,0.370
20:57:08:133,-0.1508,-0.0153,0.1696,0.227
20:57:08:136,-0.1259,-0.2052,0.5634,0.613
20:57:08:144,-0.0244,-0.3895,0.7743,0.867
20:57:08:149,0.1824,-0.5536,0.8172,1.004
20:57:08:151,0.5449,-0.7140,0.6605,1.115
20:57:08:160,0.8600,-0.7624,0.4520,1.235
20:57:08:163,1.0849,-0.7895,0.2868,1.372
20:57:08:167,1.1434,-0.7208,0.1095,1.356
20:57:08:172,1.0667,-0.6208,-0.0447,1.235
20:57:08:176,0.8788,-0.4130,-0.1882,0.989
20:57:08:184,0.6419,-0.2600,-0.3219,0.764
20:57:08:187,0.3821,-0.0924,-0.4200,0.575
20:57:08:196,0.1375,0.0443,-0.5241,0.544
20:57:08:197,-0.0324,0.1572,-0.6396,0.659
20:57:08:211,-0.1592,0.2463,-0.7077,0.766
20:57:08:212,-0.2260,0.2974,-0.8126,0.894
20:57:08:212,-0.2404,0.3824,-0.9170,1.022
20:57:08:216,-0.2265,0.4198,-1.0095,1.116
20:57:08:220,-0.1699,0.4674,-1.0452,1.157
20:57:08:226,-0.0611,0.5179,-1.0530,1.175
20:57:08:231,0.0258,0.5236,-1.0184,1.145
20:57:08:236,0.1483,0.5133,-0.9581,1.097
20:57:08:242,0.2203,0.4726,-0.8403,0.989
20:57:08:244,0.2851,0.4325,-0.7362,0.900
20:57:08:252,0.3188,0.3882,-0.5976,0.781
20:57:08:254,0.3334,0.3467,-0.4956,0.691
20:57:08:259,0.3266,0.2960,-0.4539,0.633
20:57:08:267,0.3009,0.2790,-0.3957,0.570
20:57:08:270,0.2920,0.2982,-0.3497,0.544
20:57:08:275,0.2617,0.2985,-0.3062,0.501
20:57:08:280,0.2339,0.3157,-0.2678,0.476
20:57:08:288,0.2062,0.2926,-0.2824,0.456
20:57:08:289,0.2240,0.3127,-0.2522,0.460
20:57:08:299,0.1676,0.3019,-0.2323,0.416
20:57:08:300,0.1519,0.3059,-0.2062,0.399
20:57:08:304,0.1456,0.3005,-0.1764,0.378
20:57:08:309,0.1464,0.2812,-0.1742,0.362
20:57:08:314,0.1375,0.2262,-0.1589,0.309
20:57:08:319,0.1402,0.1978,-0.1329,0.276
20:57:08:324,0.1235,0.1312,-0.1343,0.225
20:57:08:330,0.1855,0.0769,-0.1105,0.229
20:57:08:333,0.2664,0.0109,-0.0971,0.284
20:57:08:338,0.2874,-0.0476,-0.0699,0.300
20:57:08:345,0.3154,-0.1490,-0.0572,0.354
20:57:08:350,0.2908,-0.1954,-0.0396,0.353
20:57:08:352,0.2638,-0.2538,-0.0190,0.367
20:57:08:361,0.2465,-0.2573,-0.0359,0.358
20:57:08:365,0.2437,-0.2345,-0.1022,0.353
20:57:08:368,0.2172,-0.2211,-0.2038,0.371
20:57:08:374,0.2219,-0.2074,-0.3029,0.429
20:57:08:377,0.1887,-0.1575,-0.3587,0.435
20:57:08:384,0.1580,-0.1360,-0.4124,0.462
20:57:08:388,0.0989,-0.0878,-0.4375,0.457
20:57:08:392,0.0592,-0.0177,-0.4414,0.446
20:57:08:397,-0.0115,0.0288,-0.4625,0.464
20:57:08:411,-0.0487,0.0493,-0.4388,0.444
20:57:08:411,-0.1169,0.0772,-0.4061,0.430
20:57:08:413,-0.1255,0.1026,-0.3427,0.379
20:57:08:417,-0.1534,0.1207,-0.2603,0.325
20:57:08:424,-0.1337,0.1768,-0.2330,0.322
20:57:08:425,-0.0999,0.2208,-0.2274,0.332
20:57:08:432,-0.0568,0.2264,-0.2554,0.346
20:57:08:436,-0.0307,0.2437,-0.2787,0.372
20:57:08:441,0.0021,0.2201,-0.3214,0.390
20:57:08:446,0.0869,0.2128,-0.3883,0.451
20:57:08:451,0.1663,0.1838,-0.4363,0.502
20:57:08:456,0.2118,0.1759,-0.4798,0.553
20:57:08:460,0.2854,0.1509,-0.5234,0.615
20:57:08:466,0.3441,0.1471,-0.5862,0.696
20:57:08:470,0.4118,0.1549,-0.6399,0.777
20:57:08:477,0.5075,0.1314,-0.6799,0.859
20:57:08:479,0.5812,0.1533,-0.7302,0.946
20:57:08:487,0.6496,0.1323,-0.7552,1.005
20:57:08:489,0.7201,0.1094,-0.7310,1.032
20:57:08:495,0.7496,0.0941,-0.7056,1.034
20:57:08:499,0.7645,0.0411,-0.6549,1.008
20:57:08:506,0.7794,0.0101,-0.5956,0.981
20:57:08:509,0.7607,-0.0537,-0.5323,0.930
20:57:08:518,0.7278,-0.0931,-0.4360,0.853
20:57:08:520,0.6687,-0.1608,-0.3445,0.769
20:57:08:524,0.6290,-0.1923,-0.2073,0.690
20:57:08:529,0.5585,-0.1950,-0.1126,0.602
20:57:08:534,0.4979,-0.2121,-0.0265,0.542
20:57:08:538,0.4760,-0.2291,0.0391,0.530
20:57:08:544,0.4307,-0.2340,0.0867,0.498
20:57:08:549,0.3740,-0.2174,0.0902,0.442
20:57:08:554,0.3656,-0.2319,0.1044,0.445
20:57:08:562,0.3242,-0.2294,0.1053,0.411
20:57:08:563,0.2904,-0.2605,0.0881,0.400
20:57:08:571,0.2784,-0.2653,0.0789,0.393
20:57:08:573,0.2831,-0.3036,0.0366,0.417
20:57:08:578,0.2735,-0.3301,0.0281,0.430
20:57:08:584,0.2851,-0.3089,0.0149,0.421
20:57:08:588,0.3061,-0.3047,-0.0102,0.432
20:57:08:593,0.3338,-0.2934,-0.0237,0.445
20:57:08:599,0.3494,-0.2820,-0.0208,0.450
20:57:08:611,0.3457,-0.2370,-0.0015,0.419
20:57:08:611,0.3469,-0.2278,0.0824,0.423
20:57:08:612,0.3268,-0.2231,0.1520,0.424
20:57:08:616,0.3380,-0.1966,0.1906,0.435
20:57:08:622,0.3398,-0.1961,0.2294,0.455
20:57:08:628,0.3133,-0.2073,0.2517,0.452
20:57:08:632,0.2965,-0.2063,0.2621,0.446
20:57:08:637,0.3158,-0.2577,0.2703,0.489
20:57:08:643,0.3519,-0.3087,0.2427,0.527
20:57:08:647,0.3881,-0.3642,0.2152,0.574
20:57:08:652,0.4242,-0.4315,0.1780,0.631
20:57:08:656,0.4721,-0.4867,0.1768,0.701
20:57:08:661,0.5417,-0.5274,0.1758,0.776
20:57:08:666,0.6089,-0.5681,0.1707,0.850
20:57:08:671,0.7003,-0.6162,0.1928,0.953
20:57:08:676,0.7732,-0.6043,0.2116,1.004
20:57:08:681,0.8495,-0.5779,0.2248,1.052
20:57:08:685,0.9196,-0.5393,0.2491,1.095
20:57:08:691,0.9931,-0.4739,0.2271,1.124
20:57:08:703,1.0223,-0.4104,0.2469,1.129
20:57:08:704,1.0168,-0.3439,0.3491,1.129
20:57:08:705,1.0006,-0.2672,0.4596,1.133
20:57:08:710,0.9642,-0.1969,0.5830,1.144
20:57:08:715,0.8790,-0.1689,0.7003,1.136
20:57:08:720,0.7735,-0.1234,0.7873,1.111
20:57:08:725,0.6571,-0.1348,0.8510,1.084
20:57:08:730,0.5844,-0.2126,0.8721,1.071
20:57:08:736,0.5192,-0.3569,0.8477,1.056
20:57:08:739,0.5043,-0.5009,0.7682,1.047
20:57:08:747,0.5584,-0.6424,0.6909,1.096
20:57:08:748,0.6459,-0.8122,0.5681,1.183
20:57:08:755,0.7501,-0.9197,0.4743,1.278
20:57:08:759,0.8711,-1.0246,0.3667,1.394
20:57:08:764,0.9684,-1.0960,0.2526,1.484
20:57:08:769,1.0778,-1.1290,0.1321,1.566
20:57:08:774,1.1515,-1.1117,0.0242,1.601
20:57:08:777,1.2132,-1.0252,-0.0237,1.589
20:57:08:784,1.2125,-0.9317,-0.0360,1.530
20:57:08:791,1.1828,-0.8073,-0.0248,1.432
20:57:08:794,1.1097,-0.6398,0.0286,1.281
20:57:08:805,0.9837,-0.4915,0.1049,1.105
20:57:08:806,0.8527,-0.3454,0.1727,0.936
20:57:08:808,0.7094,-0.2086,0.2607,0.784
20:57:08:815,0.6136,-0.1429,0.3517,0.722
20:57:08:818,0.4628,-0.0955,0.4434,0.648
20:57:08:824,0.3334,-0.1044,0.5644,0.664
20:57:08:828,0.2162,-0.1481,0.6650,0.715
20:57:08:834,0.0969,-0.2505,0.8100,0.853
20:57:08:839,0.0189,-0.3947,0.8874,0.971
20:57:08:845,-0.0228,-0.5641,1.0028,1.151
20:57:08:847,-0.0256,-0.7015,1.0870,1.294
20:57:08:854,0.0128,-0.8164,1.1285,1.393
20:57:08:855,0.0112,-0.8591,1.2471,1.514
20:57:08:864,0.0009,-0.8128,1.3642,1.588
20:57:08:868,-0.0800,-0.6466,1.4873,1.624
20:57:08:873,-0.1956,-0.3151,1.5635,1.607
20:57:08:877,-0.3840,0.1028,1.6314,1.679
20:57:08:881,-0.5853,0.6047,1.6548,1.856
20:57:08:892,-0.8141,1.0708,1.5882,2.081
20:57:08:893,-1.0587,1.5087,1.4572,2.350
20:57:08:907,-1.2525,1.9016,1.3308,2.637
20:57:08:908,-1.5298,2.2423,1.2586,2.992
20:57:08:908,-1.8596,2.5353,1.2981,3.402
20:57:08:911,-2.1655,2.7613,1.4037,3.779
20:57:08:915,-2.4306,2.9012,1.5398,4.086
20:57:08:921,-2.6596,3.0027,1.7286,4.368
20:57:08:926,-2.7800,3.0512,1.9020,4.545
20:57:08:931,-2.6862,3.0035,2.0185,4.507
20:57:08:935,-2.4829,2.9266,1.9648,4.312
20:57:08:939,-2.1842,2.8493,1.7818,4.008
20:57:08:945,-1.9531,2.8409,1.5483,3.779
20:57:08:950,-1.7706,2.8373,1.3184,3.595
20:57:08:955,-1.6299,2.8219,1.0889,3.436
20:57:08:960,-1.5216,2.7809,0.9019,3.296
20:57:08:965,-1.4697,2.7123,0.7593,3.177
20:57:08:970,-1.4478,2.5566,0.5963,2.998
20:57:08:974,-1.5037,2.3882,0.4607,2.859
20:57:08:978,-1.6493,2.1925,0.3404,2.765
20:57:08:986,-1.9136,2.0121,0.2594,2.789
20:57:08:992,-2.1987,1.8294,0.1749,2.866
20:57:08:994,-2.4336,1.6507,0.0414,2.941
20:57:09:006,-2.6335,1.4418,-0.1609,3.007
20:57:09:007,-2.6990,1.2187,-0.4687,2.998
20:57:09:008,-2.6265,0.9332,-0.8522,2.915
20:57:09:013,-2.3859,0.6807,-1.2960,2.799
20:57:09:017,-1.9922,0.3824,-1.7390,2.672
20:57:09:023,-1.5390,0.0957,-2.0930,2.600
20:57:09:028,-1.0092,-0.1911,-2.3458,2.561
20:57:09:033,-0.4642,-0.4111,-2.5178,2.593
20:57:09:038,0.0756,-0.6330,-2.5860,2.663
20:57:09:044,0.5515,-0.8087,-2.6040,2.782
20:57:09:047,0.9622,-0.9521,-2.6349,2.962
20:57:09:053,1.2680,-1.0630,-2.6658,3.138
20:57:09:056,1.4601,-1.1313,-2.7221,3.290
20:57:09:064,1.5318,-1.1877,-2.7775,3.387
20:57:09:068,1.4164,-1.1890,-2.8439,3.392
20:57:09:071,1.2624,-1.1444,-2.9311,3.390
20:57:09:077,0.9839,-1.0344,-2.9629,3.289
20:57:09:083,0.6166,-0.9427,-2.9732,3.179
20:57:09:087,0.2061,-0.8192,-2.8999,3.020
20:57:09:092,-0.1236,-0.6379,-2.8362,2.910
20:57:09:095,-0.5302,-0.5065,-2.7271,2.824
20:57:09:101,-0.7412,-0.3796,-2.6295,2.758
20:57:09:114,-0.9386,-0.2144,-2.5511,2.727
20:57:09:115,-1.1135,-0.1208,-2.5116,2.750
20:57:09:116,-1.2356,-0.0658,-2.4954,2.785
20:57:09:121,-1.2816,0.0198,-2.5107,2.819
20:57:09:126,-1.2710,0.1145,-2.4861,2.794
20:57:09:131,-1.1847,0.2446,-2.3931,2.681
20:57:09:136,-1.2363,0.2280,-2.3788,2.691
20:57:09:140,-1.1822,0.1867,-2.3960,2.678
20:57:09:147,-1.0394,0.2114,-2.3659,2.593
20:57:09:150,-0.8220,0.2828,-2.2307,2.394
20:57:09:155,-0.7454,0.1595,-2.1748,2.305
20:57:09:160,-0.6540,0.0805,-2.1001,2.201
20:57:09:165,-0.4640,0.0386,-2.0061,2.059
20:57:09:170,-0.3090,-0.0259,-1.8514,1.877
20:57:09:175,-0.1574,-0.0507,-1.6666,1.675
20:57:09:179,0.0413,-0.0690,-1.5275,1.530
20:57:09:185,0.1632,-0.1188,-1.3860,1.401
20:57:09:193,0.2900,-0.1471,-1.2317,1.274
20:57:09:195,0.4796,-0.0700,-1.0642,1.169
20:57:09:206,0.3898,-0.1603,-0.9533,1.042
20:57:09:207,0.2594,-0.2295,-0.8659,0.933
20:57:09:209,0.2054,-0.2729,-0.7949,0.865
20:57:09:215,0.1897,-0.2879,-0.6902,0.771
20:57:09:218,0.1623,-0.2984,-0.5944,0.685
20:57:09:224,0.1542,-0.3113,-0.4884,0.599
20:57:09:228,0.1610,-0.3266,-0.3788,0.525
20:57:09:233,0.2765,-0.2962,-0.2095,0.456
20:57:09:239,0.3767,-0.2200,-0.1186,0.452
20:57:09:245,0.2455,-0.3613,-0.1647,0.467
20:57:09:248,0.0979,-0.4646,-0.2289,0.527
20:57:09:255,0.0600,-0.4656,-0.3001,0.557
20:57:09:257,0.0767,-0.4337,-0.3594,0.568
20:57:09:263,0.1264,-0.3950,-0.4116,0.584
20:57:09:268,0.1616,-0.3613,-0.4281,0.583
20:57:09:271,0.2061,-0.3971,-0.4492,0.634
20:57:09:278,0.1907,-0.4330,-0.4821,0.675
20:57:09:285,0.2157,-0.4882,-0.5101,0.738
20:57:09:290,0.2404,-0.4959,-0.5405,0.772
20:57:09:295,0.2410,-0.5420,-0.5733,0.825
20:57:09:296,0.3296,-0.5669,-0.5919,0.883
20:57:09:310,0.3460,-0.5994,-0.6154,0.926
20:57:09:312,0.4195,-0.5986,-0.6175,0.957
20:57:09:312,0.4521,-0.6195,-0.6315,0.993
20:57:09:317,0.5134,-0.6665,-0.6189,1.044
20:57:09:323,0.6993,-0.6343,-0.5338,1.085
20:57:09:327,0.6509,-0.7742,-0.5150,1.135
20:57:09:331,0.5352,-0.9548,-0.6114,1.254
20:57:09:336,0.5097,-1.1192,-0.6992,1.415
20:57:09:341,0.5333,-1.2241,-0.7552,1.534
20:57:09:346,0.6277,-1.3269,-0.7674,1.656
20:57:09:351,0.7308,-1.4418,-0.7477,1.781
20:57:09:356,0.8522,-1.5830,-0.6962,1.928
20:57:09:361,0.9346,-1.6883,-0.6391,2.033
20:57:09:366,1.0688,-1.8319,-0.5835,2.200
20:57:09:371,1.1806,-1.9349,-0.5485,2.332
20:57:09:377,1.2988,-2.0118,-0.5056,2.447
20:57:09:379,1.4423,-2.0151,-0.4425,2.517
20:57:09:385,1.5896,-1.9950,-0.4072,2.583
20:57:09:391,1.7574,-1.9852,-0.3731,2.677
20:57:09:395,1.9554,-1.9926,-0.3882,2.819
20:57:09:401,2.1093,-2.0435,-0.3951,2.963
20:57:09:411,2.2360,-2.1163,-0.4129,3.106
20:57:09:412,2.3666,-2.1942,-0.4271,3.255
20:57:09:415,2.4176,-2.2748,-0.4234,3.346
20:57:09:419,2.4369,-2.3581,-0.4325,3.419
20:57:09:424,2.4462,-2.3867,-0.4444,3.446
20:57:09:429,2.4361,-2.4371,-0.4108,3.470
20:57:09:434,2.3784,-2.4781,-0.3551,3.453
20:57:09:439,2.2638,-2.4332,-0.2332,3.332
20:57:09:444,2.0832,-2.3093,-0.0994,3.112
20:57:09:450,1.8178,-2.0443,0.0443,2.736
20:57:09:453,1.3556,-1.7006,0.2219,2.186
20:57:09:458,0.8087,-1.2808,0.3663,1.558
20:57:09:464,0.2610,-0.7371,0.5177,0.938
20:57:09:468,-0.3429,-0.1343,0.7139,0.803
20:57:09:472,-0.9979,0.5062,0.9740,1.483
20:57:09:478,-1.6012,1.1771,1.2910,2.370
20:57:09:483,-2.1258,1.9558,1.7446,3.375
20:57:09:488,-2.8007,2.7473,2.1768,4.487
20:57:09:493,-3.4867,3.4737,2.5226,5.531
20:57:09:497,-4.1474,4.1483,2.8488,6.521
20:57:09:504,-4.8469,4.7507,3.0493,7.440
20:57:09:508,-5.6877,5.1578,3.1783,8.310
20:57:09:519,-6.5955,5.3725,3.2136,9.094
20:57:09:519,-7.5255,5.3300,3.1567,9.747
20:57:09:523,-8.3692,4.8494,3.0594,10.145
20:57:09:527,-9.0005,3.7216,2.7434,10.119
20:57:09:532,-9.2199,2.3157,2.1726,9.751
20:57:09:539,-8.7531,0.9135,1.4899,8.926
20:57:09:550,-7.6234,-0.1129,0.8223,7.668
20:57:09:551,-5.9124,-0.6218,0.3869,5.958
20:57:09:558,-4.2478,-0.7795,0.3021,4.329
20:57:09:558,-2.8622,-0.7306,0.4252,2.984
20:57:09:561,-1.8108,-0.4933,0.6977,2.002
