time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:43:53:252,-0.1159,-0.0713,0.1732,0.220
20:43:53:257,-0.1315,-0.0652,0.1863,0.237
20:43:53:262,-0.1187,-0.0806,0.1756,0.227
20:43:53:271,-0.0823,-0.0818,0.1459,0.186
20:43:53:271,-0.0344,-0.0688,0.1212,0.143
20:43:53:275,-0.0036,-0.0654,0.1036,0.123
20:43:53:282,0.0341,-0.0549,0.0767,0.100
20:43:53:286,0.0738,-0.0776,0.0497,0.118
20:43:53:291,0.1178,-0.0764,0.0180,0.142
20:43:53:296,0.1496,-0.0800,0.0195,0.171
20:43:53:302,0.1693,-0.0763,0.0067,0.186
20:43:53:306,0.1959,-0.0726,-0.0204,0.210
20:43:53:312,0.2057,-0.0309,-0.0475,0.213
20:43:53:316,0.1917,-0.0203,-0.0839,0.210
20:43:53:320,0.1849,-0.0263,-0.0823,0.204
20:43:53:325,0.1639,0.0057,-0.0997,0.192
20:43:53:330,0.1383,0.0138,-0.1074,0.176
20:43:53:335,0.1082,0.0383,-0.0985,0.151
20:43:53:341,0.0760,0.0531,-0.1205,0.152
20:43:53:345,0.0464,0.0440,-0.1400,0.154
20:43:53:349,0.0359,0.0160,-0.1499,0.155
20:43:53:355,0.0089,0.0213,-0.1644,0.166
20:43:53:361,-0.0133,0.0407,-0.1670,0.172
20:43:53:371,-0.0019,0.0696,-0.1435,0.160
20:43:53:372,-0.0144,0.0887,-0.1676,0.190
20:43:53:376,0.0161,0.1054,-0.1580,0.191
20:43:53:378,0.0156,0.1127,-0.1434,0.183
20:43:53:385,0.0225,0.1579,-0.1478,0.217
20:43:53:388,0.0128,0.1745,-0.1352,0.221
20:43:53:395,-0.0251,0.1674,-0.1202,0.208
20:43:53:398,-0.1005,0.1723,-0.1195,0.233
20:43:53:403,-0.1563,0.1703,-0.1068,0.255
20:43:53:408,-0.2210,0.1611,-0.1014,0.292
20:43:53:414,-0.3067,0.1496,-0.0772,0.350
20:43:53:418,-0.3276,0.1381,-0.0580,0.360
20:43:53:423,-0.3555,0.1290,-0.0438,0.381
20:43:53:428,-0.4071,0.1056,-0.0300,0.422
20:43:53:433,-0.3802,0.0680,-0.0165,0.387
20:43:53:436,-0.3797,0.0472,-0.0011,0.383
20:43:53:443,-0.3463,-0.0093,0.0164,0.347
20:43:53:448,-0.2634,-0.0513,0.0479,0.273
20:43:53:452,-0.1885,-0.0835,0.0718,0.218
20:43:53:457,-0.1119,-0.1394,0.0790,0.195
20:43:53:462,-0.0051,-0.1522,0.1005,0.182
20:43:53:471,0.0842,-0.2004,0.0981,0.238
20:43:53:472,0.1633,-0.2174,0.1124,0.294
20:43:53:482,0.2157,-0.2461,0.1244,0.350
20:43:53:483,0.2772,-0.2484,0.1388,0.397
20:43:53:487,0.3051,-0.2293,0.1320,0.404
20:43:53:491,0.3163,-0.1912,0.1539,0.400
20:43:53:496,0.2777,-0.1652,0.1545,0.358
20:43:53:502,0.2632,-0.1560,0.1625,0.346
20:43:53:507,0.2229,-0.1444,0.1208,0.292
20:43:53:511,0.1995,-0.1258,0.0961,0.255
20:43:53:515,0.1597,-0.1121,0.0787,0.210
20:43:53:522,0.1534,-0.1270,0.0424,0.204
20:43:53:526,0.1259,-0.0871,0.0325,0.157
20:43:53:531,0.1033,-0.0951,0.0085,0.141
20:43:53:535,0.1000,-0.0816,-0.0105,0.129
20:43:53:541,0.0966,-0.0635,-0.0293,0.119
20:43:53:545,0.0791,-0.0716,-0.0384,0.113
20:43:53:550,0.0949,-0.0632,-0.0664,0.132
20:43:53:555,0.1058,-0.0501,-0.0584,0.131
20:43:53:560,0.1190,-0.0016,-0.0647,0.135
20:43:53:571,0.0989,0.0442,-0.0660,0.127
20:43:53:572,0.0909,0.0491,-0.0885,0.136
20:43:53:584,0.0544,0.0611,-0.0847,0.118
20:43:53:585,0.0466,0.1014,-0.0975,0.148
20:43:53:586,0.0508,0.1175,-0.1031,0.164
20:43:53:589,0.0810,0.1169,-0.1134,0.182
20:43:53:595,0.0658,0.1186,-0.1236,0.184
20:43:53:597,0.0674,0.0942,-0.1147,0.163
20:43:53:604,0.0807,0.1245,-0.1226,0.192
20:43:53:607,0.0655,0.1046,-0.1160,0.169
20:43:53:614,0.0385,0.1062,-0.1045,0.154
20:43:53:618,0.0142,0.0935,-0.0883,0.129
20:43:53:624,0.0115,0.0881,-0.0839,0.122
20:43:53:628,-0.0055,0.0991,-0.0985,0.140
20:43:53:633,-0.0248,0.0911,-0.0917,0.132
20:43:53:637,-0.0369,0.0688,-0.0969,0.124
20:43:53:643,-0.0323,0.0586,-0.0928,0.114
20:43:53:649,-0.0255,0.0437,-0.0792,0.094
20:43:53:653,-0.0258,0.0383,-0.0682,0.082
20:43:53:658,-0.0214,0.0259,-0.0645,0.073
20:43:53:662,0.0232,0.0278,-0.0584,0.069
20:43:53:668,0.0415,-0.0012,-0.0427,0.060
20:43:53:673,0.0644,0.0128,-0.0744,0.099
20:43:53:682,0.0729,0.0219,-0.0655,0.100
20:43:53:682,0.0837,0.0380,-0.0493,0.104
20:43:53:687,0.1015,0.0397,-0.0593,0.124
20:43:53:692,0.0908,0.0580,-0.0832,0.136
20:43:53:697,0.0802,0.0738,-0.0855,0.138
20:43:53:702,0.0602,0.1059,-0.0995,0.157
20:43:53:706,0.0688,0.0880,-0.1109,0.157
20:43:53:711,0.0797,0.1010,-0.1057,0.167
20:43:53:715,0.0597,0.0641,-0.1147,0.144
20:43:53:720,0.0470,0.0867,-0.1188,0.154
20:43:53:726,0.0461,0.0427,-0.1063,0.124
20:43:53:731,0.0359,0.0489,-0.0891,0.108
20:43:53:736,0.0328,0.0099,-0.0910,0.097
20:43:53:742,0.0369,-0.0050,-0.0763,0.085
20:43:53:746,0.0482,-0.0007,-0.0639,0.080
20:43:53:752,0.0404,-0.0107,-0.0421,0.059
20:43:53:754,0.0137,-0.0418,-0.0253,0.051
20:43:53:762,0.0110,-0.0513,-0.0204,0.056
20:43:53:765,-0.0082,-0.0631,-0.0061,0.064
20:43:53:774,0.0011,-0.0724,0.0080,0.073
20:43:53:775,-0.0062,-0.0792,0.0101,0.080
20:43:53:781,0.0008,-0.1001,0.0193,0.102
20:43:53:786,0.0149,-0.0900,0.0331,0.097
20:43:53:790,0.0099,-0.0775,0.0421,0.089
20:43:53:794,-0.0022,-0.0794,0.0367,0.088
20:43:53:798,0.0262,-0.0837,0.0220,0.090
20:43:53:804,0.0377,-0.0643,0.0194,0.077
20:43:53:809,0.0421,-0.0615,0.0049,0.075
20:43:53:814,0.0274,-0.0518,-0.0236,0.063
20:43:53:819,0.0390,-0.0445,-0.0257,0.064
20:43:53:824,0.0362,-0.0088,-0.0229,0.044
20:43:53:829,0.0145,-0.0067,-0.0249,0.030
20:43:53:834,-0.0047,0.0097,-0.0220,0.025
20:43:53:838,-0.0189,-0.0074,-0.0168,0.026
20:43:53:844,-0.0142,-0.0053,-0.0164,0.022
20:43:53:849,-0.0355,-0.0104,-0.0113,0.039
20:43:53:853,-0.0615,-0.0274,-0.0015,0.067
20:43:53:859,-0.0540,-0.0204,0.0271,0.064
20:43:53:863,-0.0395,-0.0469,0.0508,0.080
20:43:53:873,-0.0489,-0.0422,0.0624,0.090
20:43:53:874,-0.0392,-0.0850,0.0667,0.115
20:43:53:882,-0.0391,-0.0753,0.0876,0.122
20:43:53:882,-0.0224,-0.0823,0.0917,0.125
20:43:53:888,-0.0461,-0.0583,0.0768,0.107
20:43:53:892,-0.0269,-0.0749,0.0928,0.122
20:43:53:897,-0.0363,-0.0747,0.0946,0.126
20:43:53:902,-0.0148,-0.0697,0.0917,0.116
20:43:53:907,-0.0576,-0.0720,0.0697,0.116
20:43:53:912,-0.0289,-0.0648,0.0574,0.091
20:43:53:916,-0.0431,-0.0718,0.0783,0.115
20:43:53:923,-0.0287,-0.0527,0.0610,0.086
20:43:53:927,-0.0169,-0.0599,0.0605,0.087
20:43:53:931,0.0067,-0.0623,0.0504,0.080
20:43:53:936,0.0372,-0.0740,0.0307,0.088
20:43:53:943,0.0485,-0.0689,0.0301,0.090
20:43:53:945,0.0574,-0.0757,0.0105,0.096
20:43:53:952,0.0449,-0.0753,0.0243,0.091
20:43:53:955,0.0112,-0.0701,0.0428,0.083
20:43:53:961,-0.0317,-0.0697,0.0495,0.091
20:43:53:973,-0.0767,-0.0362,0.0372,0.093
20:43:53:974,-0.0644,-0.0362,0.0225,0.077
20:43:53:984,-0.0617,-0.0103,0.0341,0.071
20:43:53:985,-0.0354,-0.0059,0.0408,0.054
20:43:53:985,-0.0258,0.0340,0.0380,0.057
20:43:53:991,0.0335,0.0429,0.0494,0.074
20:43:53:994,0.0425,0.0113,0.0608,0.075
20:43:54:001,0.0467,0.0063,0.0528,0.071
20:43:54:005,0.0556,-0.0271,0.0328,0.070
20:43:54:010,0.0692,-0.0601,0.0318,0.097
20:43:54:014,0.0471,-0.0549,0.0523,0.089
20:43:54:020,0.0182,-0.0306,0.0559,0.066
20:43:54:024,-0.0343,-0.0444,0.0594,0.082
20:43:54:031,-0.0554,-0.0652,0.0630,0.106
20:43:54:033,-0.0929,-0.0716,0.0618,0.133
20:43:54:038,-0.0850,-0.0589,0.0369,0.110
20:43:54:045,-0.0749,-0.0464,0.0360,0.095
20:43:54:052,-0.0791,-0.0673,0.0374,0.110
20:43:54:053,-0.0856,-0.0499,0.0436,0.108
20:43:54:061,-0.0706,-0.0493,0.0473,0.098
20:43:54:063,-0.0535,-0.0393,0.0393,0.077
20:43:54:070,0.0039,-0.0435,0.0360,0.057
20:43:54:075,0.0062,-0.0454,0.0447,0.064
20:43:54:084,0.0370,-0.0568,0.0249,0.072
20:43:54:085,0.0605,-0.0656,0.0267,0.093
20:43:54:097,0.0600,-0.0649,0.0499,0.102
20:43:54:098,0.0691,-0.0689,0.0373,0.104
20:43:54:098,0.0805,-0.0491,0.0129,0.095
20:43:54:102,0.0822,-0.0461,-0.0067,0.095
20:43:54:107,0.0815,-0.0478,-0.0192,0.096
20:43:54:113,0.0666,-0.0306,-0.0223,0.077
20:43:54:116,0.0683,-0.0324,-0.0445,0.088
20:43:54:124,0.0486,-0.0390,-0.0454,0.077
20:43:54:127,0.0266,-0.0336,-0.0488,0.065
20:43:54:132,0.0024,-0.0686,-0.0595,0.091
20:43:54:137,-0.0217,-0.0558,-0.0776,0.098
20:43:54:142,-0.0195,-0.0811,-0.0601,0.103
20:43:54:147,-0.0245,-0.0967,-0.0475,0.111
20:43:54:152,-0.0461,-0.0885,-0.0208,0.102
20:43:54:155,-0.0343,-0.1136,-0.0179,0.120
20:43:54:161,-0.0201,-0.1100,-0.0006,0.112
20:43:54:166,-0.0392,-0.1230,0.0215,0.131
20:43:54:171,-0.0581,-0.1170,0.0054,0.131
20:43:54:182,-0.0579,-0.1110,0.0205,0.127
20:43:54:183,-0.0768,-0.1171,0.0140,0.141
20:43:54:192,-0.0646,-0.1041,0.0336,0.127
20:43:54:193,-0.0693,-0.1149,0.0459,0.142
20:43:54:196,-0.0810,-0.1068,0.0675,0.150
20:43:54:200,-0.0641,-0.1200,0.0841,0.160
20:43:54:206,-0.0687,-0.1615,0.0912,0.198
20:43:54:211,-0.0662,-0.1601,0.1054,0.203
20:43:54:214,-0.0659,-0.1871,0.1079,0.226
20:43:54:222,-0.0419,-0.2092,0.0940,0.233
20:43:54:224,-0.0655,-0.2122,0.0923,0.240
20:43:54:231,-0.0295,-0.2151,0.0814,0.232
20:43:54:234,-0.0720,-0.2109,0.0613,0.231
20:43:54:242,-0.0832,-0.2067,0.0559,0.230
20:43:54:243,-0.1086,-0.1694,0.0531,0.208
20:43:54:250,-0.1432,-0.1537,0.0480,0.215
20:43:54:254,-0.1680,-0.1525,0.0406,0.230
20:43:54:259,-0.1642,-0.1371,0.0285,0.216
20:43:54:265,-0.1535,-0.1173,0.0212,0.194
20:43:54:277,-0.1358,-0.1451,0.0091,0.199
20:43:54:278,-0.1159,-0.1634,0.0112,0.201
20:43:54:278,-0.1106,-0.1626,-0.0009,0.197
20:43:54:285,-0.1054,-0.1739,0.0131,0.204
20:43:54:289,-0.1217,-0.1637,0.0413,0.208
20:43:54:292,-0.1307,-0.2107,0.0597,0.255
20:43:54:298,-0.1089,-0.2338,0.0852,0.272
20:43:54:303,-0.1181,-0.2425,0.1155,0.293
20:43:54:308,-0.1176,-0.2559,0.1435,0.316
20:43:54:313,-0.1290,-0.2598,0.1646,0.334
20:43:54:317,-0.1402,-0.2663,0.1694,0.345
20:43:54:323,-0.1228,-0.2586,0.1628,0.329
20:43:54:328,-0.1458,-0.2511,0.1540,0.329
20:43:54:333,-0.1189,-0.2533,0.1551,0.320
20:43:54:337,-0.1468,-0.2343,0.1538,0.316
20:43:54:342,-0.1413,-0.2440,0.1361,0.313
20:43:54:347,-0.1312,-0.2727,0.1422,0.334
20:43:54:353,-0.1401,-0.2751,0.1365,0.338
20:43:54:356,-0.1420,-0.2729,0.1546,0.344
20:43:54:368,-0.1605,-0.2851,0.1773,0.372
20:43:54:369,-0.1600,-0.2808,0.1832,0.372
20:43:54:379,-0.1786,-0.2577,0.1914,0.367
20:43:54:380,-0.1877,-0.2444,0.1971,0.366
20:43:54:382,-0.2111,-0.2267,0.2095,0.374
20:43:54:386,-0.2274,-0.1998,0.2239,0.377
20:43:54:391,-0.2463,-0.1852,0.2209,0.379
20:43:54:395,-0.2678,-0.1663,0.2269,0.388
20:43:54:402,-0.3037,-0.1905,0.2414,0.432
20:43:54:406,-0.3445,-0.2147,0.2337,0.468
20:43:54:411,-0.3926,-0.2651,0.2321,0.528
20:43:54:416,-0.3956,-0.3438,0.2534,0.582
20:43:54:422,-0.3778,-0.3795,0.2405,0.587
20:43:54:426,-0.2916,-0.4460,0.2079,0.572
20:43:54:431,-0.1851,-0.4622,0.1798,0.529
20:43:54:434,-0.0584,-0.4712,0.1560,0.500
20:43:54:440,0.0743,-0.4992,0.1345,0.522
20:43:54:445,0.1560,-0.4794,0.1343,0.522
20:43:54:450,0.2108,-0.4410,0.1294,0.506
20:43:54:455,0.2841,-0.3936,0.1083,0.497
20:43:54:461,0.3212,-0.3395,0.1020,0.478
20:43:54:465,0.3321,-0.2909,0.0537,0.445
20:43:54:472,0.3761,-0.2358,0.0350,0.445
20:43:54:477,0.3913,-0.1791,-0.0185,0.431
20:43:54:483,0.4374,-0.1349,-0.0542,0.461
20:43:54:484,0.4617,-0.0698,-0.0961,0.477
20:43:54:488,0.4385,0.0111,-0.1253,0.456
20:43:54:494,0.4204,0.1079,-0.1536,0.460
20:43:54:500,0.3788,0.2039,-0.1575,0.458
20:43:54:504,0.3163,0.3109,-0.1706,0.475
20:43:54:508,0.2210,0.4003,-0.1764,0.490
20:43:54:513,0.1454,0.5221,-0.1943,0.576
20:43:54:517,0.0702,0.6287,-0.1793,0.658
20:43:54:523,-0.0331,0.7464,-0.1651,0.765
20:43:54:528,-0.1048,0.8133,-0.1256,0.830
20:43:54:533,-0.2022,0.8749,-0.0966,0.903
20:43:54:538,-0.2541,0.9193,-0.0355,0.954
20:43:54:543,-0.2775,0.9465,0.0126,0.986
20:43:54:548,-0.2228,0.9259,0.0524,0.954
20:43:54:553,-0.1714,0.8602,0.0695,0.880
20:43:54:558,-0.0309,0.7495,0.0973,0.756
20:43:54:563,0.1363,0.5921,0.0997,0.616
20:43:54:567,0.3226,0.4571,0.1052,0.569
20:43:54:578,0.5041,0.3372,0.1062,0.616
20:43:54:578,0.6144,0.2442,0.1502,0.678
20:43:54:587,0.7275,0.1520,0.1770,0.764
20:43:54:588,0.7889,0.1199,0.2603,0.839
20:43:54:594,0.8014,0.0742,0.3639,0.883
20:43:54:596,0.7868,0.0504,0.4686,0.917
20:43:54:601,0.7027,0.0914,0.6482,0.960
20:43:54:607,0.5925,0.1467,0.8527,1.049
20:43:54:611,0.4046,0.1948,1.1041,1.192
20:43:54:616,0.2109,0.2546,1.3528,1.393
20:43:54:622,-0.0119,0.2976,1.6404,1.667
20:43:54:626,-0.2133,0.3405,1.8844,1.927
20:43:54:631,-0.3696,0.3500,2.0786,2.140
20:43:54:635,-0.4929,0.3334,2.1666,2.247
20:43:54:642,-0.5353,0.3096,2.1885,2.274
20:43:54:646,-0.5248,0.2330,2.0802,2.158
20:43:54:650,-0.4215,0.1536,1.8671,1.920
20:43:54:655,-0.2571,0.0499,1.5720,1.594
20:43:54:662,-0.0609,0.0079,1.3278,1.329
20:43:54:665,0.1027,-0.0298,1.1656,1.170
20:43:54:671,0.2959,-0.0748,0.9872,1.033
20:43:54:679,0.4951,-0.1510,0.8674,1.010
20:43:54:680,0.6359,-0.2366,0.7512,1.012
20:43:54:684,0.7594,-0.3243,0.6653,1.060
20:43:54:690,0.8608,-0.4094,0.5958,1.124
20:43:54:694,0.9213,-0.4966,0.5214,1.169
20:43:54:699,0.9745,-0.5358,0.4855,1.213
20:43:54:704,1.0181,-0.6226,0.4573,1.278
20:43:54:710,1.0356,-0.6731,0.4126,1.302
20:43:54:716,1.0795,-0.7352,0.3637,1.356
20:43:54:718,1.0566,-0.7968,0.3245,1.363
20:43:54:725,1.0433,-0.8367,0.3119,1.373
20:43:54:729,1.0135,-0.8906,0.3045,1.383
20:43:54:734,0.9576,-0.9466,0.3429,1.390
20:43:54:739,0.9451,-0.9974,0.3482,1.418
20:43:54:743,0.9090,-1.0765,0.3490,1.451
20:43:54:748,0.8635,-1.1170,0.4004,1.468
20:43:54:753,0.8160,-1.1549,0.4428,1.482
20:43:54:757,0.7735,-1.1950,0.5215,1.516
20:43:54:763,0.7456,-1.1848,0.5530,1.505
20:43:54:773,0.7347,-1.1556,0.6067,1.498
20:43:54:774,0.6977,-1.1433,0.6683,1.497
20:43:54:778,0.6683,-1.0977,0.7597,1.493
20:43:54:783,0.6847,-1.0262,0.8237,1.483
20:43:54:787,0.6755,-0.9240,0.8916,1.451
20:43:54:792,0.6765,-0.8127,0.9710,1.436
20:43:54:796,0.7023,-0.7042,1.0356,1.436
20:43:54:802,0.7315,-0.5985,1.0616,1.421
20:43:54:806,0.7737,-0.5049,1.0991,1.436
20:43:54:813,0.7932,-0.4208,1.1626,1.469
20:43:54:816,0.8209,-0.3749,1.1774,1.483
20:43:54:822,0.8496,-0.3166,1.1789,1.487
20:43:54:826,0.8718,-0.3273,1.1979,1.517
20:43:54:831,0.8803,-0.2944,1.2532,1.560
20:43:54:835,0.8511,-0.3114,1.3350,1.614
20:43:54:840,0.8557,-0.3543,1.4146,1.691
20:43:54:846,0.8630,-0.3922,1.5085,1.782
20:43:54:851,0.8514,-0.4512,1.5807,1.851
20:43:54:856,0.8782,-0.5122,1.6409,1.930
20:43:54:863,0.9003,-0.5753,1.6841,1.994
20:43:54:866,0.9249,-0.6884,1.7848,2.125
20:43:54:871,0.9332,-0.7246,1.8667,2.209
20:43:54:880,0.9849,-0.8060,1.8844,2.274
20:43:54:892,1.0083,-0.9086,1.8616,2.304
20:43:54:893,1.0438,-0.9989,1.8272,2.329
20:43:54:893,1.0580,-1.0961,1.8002,2.358
20:43:54:895,1.0748,-1.1932,1.7449,2.371
20:43:54:901,1.0918,-1.2806,1.6827,2.380
20:43:54:905,1.1066,-1.3391,1.6137,2.371
20:43:54:910,1.1238,-1.3736,1.5594,2.362
20:43:54:915,1.1101,-1.4080,1.4933,2.333
20:43:54:918,1.1324,-1.4161,1.4489,2.321
20:43:54:924,1.1379,-1.4195,1.4310,2.315
20:43:54:929,1.1697,-1.3774,1.3988,2.285
20:43:54:934,1.2158,-1.3305,1.3425,2.247
20:43:54:939,1.2883,-1.2474,1.2813,2.204
20:43:54:944,1.3393,-1.1903,1.2606,2.191
20:43:54:948,1.3595,-1.1210,1.2900,2.184
20:43:54:954,1.3611,-1.0512,1.3171,2.166
20:43:54:957,1.3680,-0.9715,1.3994,2.185
20:43:54:963,1.3636,-0.9203,1.4584,2.198
20:43:54:968,1.3360,-0.8401,1.5058,2.181
20:43:54:979,1.3400,-0.7525,1.5154,2.158
20:43:54:980,1.2969,-0.6958,1.5376,2.128
20:43:54:988,1.2281,-0.6224,1.5795,2.095
20:43:54:989,1.2030,-0.5394,1.5911,2.066
20:43:54:993,1.1737,-0.4563,1.5603,2.005
20:43:54:997,1.1474,-0.3539,1.4965,1.919
20:43:55:003,1.0905,-0.2776,1.4665,1.849
20:43:55:007,1.0437,-0.1939,1.4249,1.777
20:43:55:012,0.9973,-0.0907,1.4096,1.729
20:43:55:017,0.9585,0.0056,1.4015,1.698
20:43:55:022,0.9512,0.0543,1.3838,1.680
20:43:55:027,0.8917,0.1605,1.4359,1.698
20:43:55:032,0.8493,0.1735,1.4786,1.714
20:43:55:036,0.8501,0.1675,1.5000,1.732
20:43:55:042,0.8653,0.1137,1.5212,1.754
20:43:55:046,0.8661,0.0816,1.5637,1.789
20:43:55:051,0.8810,0.0663,1.6609,1.881
20:43:55:056,0.8695,0.0629,1.7746,1.977
20:43:55:061,0.8533,0.0689,1.9098,2.093
20:43:55:071,0.8563,0.0773,2.0689,2.240
20:43:55:072,0.8285,0.1072,2.2426,2.393
20:43:55:080,0.7988,0.1680,2.4025,2.537
20:43:55:082,0.7721,0.1978,2.5679,2.689
20:43:55:086,0.7463,0.2253,2.7174,2.827
20:43:55:090,0.7311,0.2698,2.8103,2.916
20:43:55:095,0.7072,0.2907,2.8755,2.975
20:43:55:102,0.6796,0.3264,2.9272,3.023
20:43:55:105,0.6507,0.3387,2.9510,3.041
20:43:55:110,0.6324,0.3733,2.9922,3.081
20:43:55:114,0.6200,0.4110,3.0196,3.110
20:43:55:121,0.5750,0.4064,3.0810,3.160
20:43:55:125,0.5643,0.3904,3.1238,3.198
20:43:55:129,0.5448,0.3533,3.1528,3.219
20:43:55:135,0.5596,0.3548,3.1756,3.244
20:43:55:139,0.5752,0.4115,3.1659,3.244
20:43:55:144,0.5770,0.4946,3.0472,3.141
20:43:55:149,0.5192,0.6901,2.7303,2.864
20:43:55:154,0.3484,0.9742,2.2043,2.435
20:43:55:158,0.1620,1.3611,1.7000,2.184
20:43:55:164,-0.1265,1.8222,1.3075,2.246
20:43:55:169,-0.5312,2.3239,1.0552,2.607
20:43:55:173,-0.9489,2.7110,0.8427,2.993
20:43:55:181,-1.4440,3.1224,0.6871,3.508
20:43:55:191,-1.9873,3.6343,0.6391,4.191
20:43:55:192,-2.5185,4.1556,0.7474,4.916
20:43:55:193,-2.9630,4.6621,0.9297,5.602
20:43:55:197,-3.3370,5.0694,1.1087,6.170
20:43:55:203,-3.6307,5.3889,1.2285,6.613
20:43:55:208,-3.7486,5.5651,1.1775,6.812
20:43:55:213,-3.6559,5.6384,0.8527,6.774
20:43:55:218,-3.3729,5.5801,0.3197,6.528
20:43:55:222,-2.7269,5.0809,-0.4894,5.787
20:43:55:227,-1.9037,4.2650,-1.4164,4.881
20:43:55:232,-1.2196,3.3686,-1.9694,4.088
20:43:55:236,-0.6740,2.4287,-2.0800,3.268
20:43:55:242,-0.2176,1.5250,-1.8310,2.393
20:43:55:247,0.0871,0.6695,-1.3321,1.493
20:43:55:252,0.3020,-0.1788,-0.7881,0.863
20:43:55:257,0.5102,-0.9464,-0.2863,1.113
20:43:55:262,0.6745,-1.5964,0.0691,1.734
20:43:55:272,0.8218,-2.0586,0.2206,2.227
20:43:55:273,0.8802,-2.3322,0.1743,2.499
20:43:55:280,1.0163,-2.3800,-0.0601,2.589
20:43:55:281,1.1600,-2.1998,-0.4551,2.528
20:43:55:286,1.3225,-1.8827,-0.8660,2.458
20:43:55:292,1.4719,-1.4878,-1.2060,2.416
20:43:55:296,1.5151,-1.0842,-1.4712,2.374
20:43:55:303,1.4496,-0.7385,-1.6692,2.331
20:43:55:306,1.2447,-0.4430,-1.8050,2.237
20:43:55:311,0.9723,-0.2218,-1.8903,2.137
20:43:55:314,0.6641,-0.0579,-1.9485,2.059
20:43:55:320,0.2606,0.0891,-1.9093,1.929
20:43:55:325,-0.1038,0.1976,-1.8245,1.838
20:43:55:330,-0.4959,0.2625,-1.8273,1.911
20:43:55:335,-0.8321,0.3148,-1.8264,2.032
20:43:55:341,-1.1749,0.3303,-1.9006,2.259
20:43:55:345,-1.4532,0.3304,-2.0290,2.517
20:43:55:350,-1.6866,0.3173,-2.1400,2.743
20:43:55:355,-1.8877,0.2717,-2.2387,2.941
20:43:55:361,-2.0545,0.2794,-2.3831,3.159
20:43:55:364,-2.1565,0.2163,-2.4924,3.303
20:43:55:374,-2.1776,0.1755,-2.6511,3.435
20:43:55:375,-2.1804,0.1475,-2.8265,3.573
20:43:55:384,-2.1440,0.1038,-3.0461,3.726
20:43:55:385,-2.0546,0.0325,-3.2058,3.808
20:43:55:389,-1.9342,-0.0784,-3.3517,3.871
20:43:55:394,-1.7974,-0.1714,-3.4636,3.906
20:43:55:398,-1.6326,-0.2728,-3.5252,3.894
20:43:55:403,-1.4112,-0.3993,-3.5730,3.862
20:43:55:409,-1.2192,-0.5176,-3.5427,3.782
20:43:55:413,-1.0137,-0.6061,-3.5373,3.729
20:43:55:418,-0.7684,-0.6936,-3.5475,3.695
20:43:55:424,-0.5192,-0.7658,-3.5306,3.650
20:43:55:428,-0.2754,-0.7625,-3.5753,3.666
20:43:55:435,-0.0536,-0.7432,-3.5936,3.670
20:43:55:438,0.1729,-0.6741,-3.5783,3.645
20:43:55:443,0.3878,-0.5762,-3.5820,3.649
20:43:55:448,0.5866,-0.4681,-3.5304,3.609
20:43:55:452,0.7269,-0.3568,-3.4205,3.515
20:43:55:457,0.8257,-0.2829,-3.3188,3.432
20:43:55:462,0.8929,-0.2129,-3.1674,3.298
20:43:55:467,0.9142,-0.1875,-3.0066,3.148
20:43:55:477,0.9281,-0.1805,-2.8287,2.983
20:43:55:478,0.9082,-0.1706,-2.6597,2.816
20:43:55:482,0.8976,-0.1463,-2.4489,2.612
20:43:55:487,0.8939,-0.1389,-2.2485,2.424
20:43:55:492,0.8709,-0.1291,-2.0821,2.261
20:43:55:497,0.8740,-0.1029,-1.9307,2.122
20:43:55:502,0.8958,-0.1008,-1.8014,2.014
20:43:55:506,0.8767,-0.0821,-1.6945,1.910
20:43:55:512,0.8525,-0.0871,-1.5743,1.792
20:43:55:515,0.7994,-0.1065,-1.4434,1.653
20:43:55:522,0.7436,-0.1686,-1.3357,1.538
20:43:55:526,0.6874,-0.2233,-1.2081,1.408
20:43:55:531,0.6262,-0.2611,-1.0797,1.275
20:43:55:535,0.5743,-0.3129,-0.9336,1.140
20:43:55:542,0.5414,-0.3622,-0.7789,1.015
20:43:55:546,0.5012,-0.4112,-0.6586,0.924
20:43:55:550,0.4635,-0.4791,-0.4958,0.831
20:43:55:554,0.4046,-0.5154,-0.3213,0.730
20:43:55:560,0.3484,-0.5752,-0.1540,0.690
20:43:55:566,0.3144,-0.5985,0.0116,0.676
20:43:55:575,0.2692,-0.6714,0.2045,0.752
20:43:55:576,0.2391,-0.7438,0.3916,0.874
20:43:55:588,0.2075,-0.8065,0.5687,1.008
20:43:55:589,0.1549,-0.8667,0.7429,1.152
20:43:55:590,0.2178,-0.9319,0.8620,1.288
20:43:55:594,0.3098,-0.9759,0.9617,1.405
20:43:55:599,0.3855,-0.9628,1.0397,1.468
20:43:55:604,0.4733,-0.9213,1.1265,1.530
20:43:55:609,0.5229,-0.8660,1.1980,1.568
20:43:55:614,0.6060,-0.7562,1.3137,1.632
20:43:55:619,0.6509,-0.5991,1.4161,1.670
20:43:55:625,0.6930,-0.4762,1.4422,1.669
20:43:55:629,0.6868,-0.3489,1.4337,1.628
20:43:55:633,0.7274,-0.2413,1.3969,1.593
20:43:55:638,0.7621,-0.1653,1.3761,1.582
20:43:55:644,0.7761,-0.1065,1.3560,1.566
20:43:55:648,0.8411,-0.0651,1.4153,1.648
