time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:43:55:654,0.9046,-0.0168,1.4990,1.751
20:43:55:658,0.9766,-0.0523,1.6316,1.902
20:43:55:663,1.0310,-0.1213,1.7568,2.041
20:43:55:668,1.0537,-0.2715,1.8923,2.183
20:43:55:676,1.0189,-0.4171,1.9963,2.280
20:43:55:676,0.9601,-0.5845,2.0579,2.345
20:43:55:687,0.9470,-0.7185,2.0634,2.381
20:43:55:688,0.9056,-0.8671,2.0542,2.407
20:43:55:692,0.8552,-0.9607,1.9850,2.365
20:43:55:697,0.8054,-1.0615,1.8799,2.304
20:43:55:703,0.7803,-1.1645,1.7794,2.265
20:43:55:707,0.7055,-1.1932,1.6882,2.184
20:43:55:712,0.6148,-1.2409,1.5917,2.110
20:43:55:716,0.5199,-1.2645,1.4969,2.027
20:43:55:720,0.4446,-1.2690,1.4299,1.963
20:43:55:727,0.3553,-1.2663,1.3210,1.864
20:43:55:731,0.2496,-1.2350,1.2343,1.764
20:43:55:736,0.1414,-1.1967,1.1500,1.666
20:43:55:742,0.0521,-1.1538,1.0436,1.557
20:43:55:747,0.0316,-1.0756,0.9406,1.429
20:43:55:751,0.0510,-1.0026,0.8598,1.322
20:43:55:755,0.0815,-0.9299,0.7840,1.219
20:43:55:762,0.1113,-0.8646,0.7610,1.157
20:43:55:766,0.1524,-0.8233,0.7622,1.132
20:43:55:776,0.1882,-0.8225,0.7615,1.137
20:43:55:777,0.2285,-0.8598,0.7642,1.173
20:43:55:787,0.2590,-0.9374,0.7968,1.257
20:43:55:787,0.2705,-1.0120,0.8192,1.330
20:43:55:790,0.3036,-1.1149,0.8748,1.449
20:43:55:795,0.2891,-1.2173,0.8922,1.537
20:43:55:800,0.2700,-1.3480,0.9363,1.663
20:43:55:805,0.2251,-1.4257,0.9713,1.740
20:43:55:810,0.2020,-1.5031,1.0046,1.819
20:43:55:815,0.1338,-1.5253,1.0147,1.837
20:43:55:822,0.0898,-1.5402,1.0398,1.860
20:43:55:824,0.0342,-1.5191,1.0941,1.872
20:43:55:830,-0.0449,-1.4382,1.1612,1.849
20:43:55:834,-0.1190,-1.3454,1.2170,1.818
20:43:55:837,-0.1711,-1.2001,1.2903,1.770
20:43:55:844,-0.2301,-1.0548,1.3739,1.747
20:43:55:849,-0.3102,-0.8618,1.4534,1.718
20:43:55:854,-0.3636,-0.6761,1.5576,1.737
20:43:55:858,-0.4213,-0.5095,1.6650,1.791
20:43:55:864,-0.4810,-0.3836,1.7900,1.893
20:43:55:868,-0.4875,-0.3004,1.8873,1.972
20:43:55:873,-0.5533,-0.2148,1.9882,2.075
20:43:55:877,-0.6043,-0.1769,2.0590,2.153
20:43:55:885,-0.6623,-0.1820,2.0679,2.179
20:43:55:896,-0.7250,-0.2039,2.0959,2.227
20:43:55:897,-0.7208,-0.1852,2.1908,2.314
20:43:55:899,-0.7812,-0.1928,2.3312,2.466
20:43:55:904,-0.7792,-0.2218,2.4787,2.608
20:43:55:909,-0.7409,-0.2145,2.6987,2.807
20:43:55:911,-0.7568,-0.2067,3.0304,3.130
20:43:55:916,-0.8361,-0.2050,3.1820,3.296
20:43:55:921,-1.0529,-0.1612,3.1192,3.296
20:43:55:927,-1.5027,0.0111,2.8861,3.254
20:43:55:933,-2.2289,0.3714,2.4855,3.359
20:43:55:938,-3.0378,0.8074,2.0473,3.751
20:43:55:941,-3.8223,1.2781,1.6418,4.352
20:43:55:947,-4.6134,1.6762,1.3282,5.085
20:43:55:952,-5.3561,2.0594,1.1206,5.847
20:43:55:956,-6.1865,2.4182,1.1079,6.734
20:43:55:961,-7.0087,2.7717,1.1283,7.621
20:43:55:966,-7.7341,3.0338,1.1709,8.390
20:43:55:975,-8.3680,3.1918,1.1670,9.032
20:43:55:976,-8.8760,3.1145,1.0621,9.466
20:43:55:982,-9.0258,2.6600,0.8279,9.446
20:43:55:985,-8.5011,2.0130,0.4820,8.750
20:43:55:990,-7.1234,1.5803,-0.0446,7.297
20:43:55:994,-5.3564,1.2938,-0.5604,5.539
20:43:56:001,-3.8165,1.0353,-1.0079,4.081
20:43:56:005,-2.5700,0.7596,-1.3271,2.991
20:43:56:010,-1.4994,0.4193,-1.6424,2.263
20:43:56:014,-0.5253,0.0983,-1.9586,2.030
20:43:56:022,0.3334,-0.1672,-2.2132,2.244
20:43:56:024,1.0842,-0.3889,-2.4252,2.685
20:43:56:029,1.7086,-0.5136,-2.5701,3.129
20:43:56:034,2.1812,-0.5624,-2.6806,3.501
20:43:56:038,2.5221,-0.5321,-2.7247,3.751
20:43:56:044,2.7131,-0.3145,-2.7471,3.874
20:43:56:049,2.7219,0.1055,-2.7492,3.870
20:43:56:054,2.5450,0.6739,-2.7135,3.781
20:43:56:059,2.1999,1.2619,-2.6587,3.674
20:43:56:063,1.6897,1.8149,-2.5506,3.557
20:43:56:068,1.1438,2.2561,-2.4125,3.495
20:43:56:078,0.6073,2.6042,-2.3973,3.591
20:43:56:079,0.1516,2.8396,-2.4862,3.777
20:43:56:088,-0.2147,2.9283,-2.6701,3.969
20:43:56:089,-0.5591,2.9771,-2.8464,4.157
20:43:56:094,-0.7533,2.8467,-3.0490,4.239
20:43:56:097,-0.8411,2.6084,-3.2641,4.262
20:43:56:103,-0.8038,2.2931,-3.4320,4.205
20:43:56:107,-0.6367,1.9363,-3.4449,4.003
20:43:56:112,-0.3833,1.6435,-3.5302,3.913
20:43:56:116,-0.0151,1.3690,-3.5594,3.814
20:43:56:122,0.3791,1.1083,-3.5930,3.779
20:43:56:127,0.8064,0.8714,-3.6033,3.794
20:43:56:132,1.2018,0.6822,-3.5964,3.853
20:43:56:137,1.5245,0.4977,-3.5710,3.915
20:43:56:142,1.8314,0.3392,-3.5571,4.015
20:43:56:147,2.0981,0.1873,-3.5487,4.127
20:43:56:152,2.2765,0.0729,-3.5566,4.223
20:43:56:156,2.4546,-0.0185,-3.6063,4.362
20:43:56:161,2.5771,-0.0776,-3.6654,4.481
20:43:56:166,2.6796,-0.1520,-3.7306,4.596
20:43:56:180,2.7358,-0.2222,-3.7429,4.641
20:43:56:181,2.7628,-0.2450,-3.6496,4.584
20:43:56:182,2.8140,-0.2100,-3.4259,4.438
20:43:56:188,2.8543,-0.2143,-3.1634,4.266
20:43:56:190,2.8102,-0.2626,-2.9159,4.058
20:43:56:194,2.7179,-0.3163,-2.7230,3.860
20:43:56:202,2.5847,-0.4235,-2.5912,3.684
20:43:56:206,2.4155,-0.5244,-2.4556,3.484
20:43:56:210,2.1982,-0.6410,-2.2412,3.204
20:43:56:215,1.9688,-0.7426,-2.0144,2.913
20:43:56:221,1.7200,-0.8346,-1.6471,2.523
20:43:56:225,1.4399,-0.9464,-1.3368,2.181
20:43:56:231,1.2267,-1.0043,-1.0948,1.927
20:43:56:234,1.0874,-1.0636,-0.8028,1.720
20:43:56:240,0.9577,-1.1340,-0.5655,1.588
20:43:56:244,0.8305,-1.1771,-0.4305,1.504
20:43:56:250,0.7659,-1.1760,-0.3211,1.440
20:43:56:254,0.6588,-1.1304,-0.1992,1.323
20:43:56:259,0.5619,-1.0568,-0.0576,1.198
20:43:56:265,0.4753,-0.9984,0.0603,1.107
20:43:56:268,0.4107,-0.8855,0.1110,0.982
20:43:56:280,0.3320,-0.7443,0.1532,0.829
20:43:56:281,0.2463,-0.6246,0.1832,0.696
20:43:56:285,0.1818,-0.5309,0.2455,0.613
20:43:56:290,0.1192,-0.4585,0.3368,0.581
20:43:56:294,0.0938,-0.3810,0.4155,0.571
20:43:56:300,0.1173,-0.3868,0.5024,0.645
20:43:56:304,0.1655,-0.3899,0.5997,0.734
20:43:56:308,0.2071,-0.3737,0.7098,0.828
20:43:56:314,0.2949,-0.4218,0.8139,0.963
20:43:56:317,0.3836,-0.4457,0.9967,1.157
20:43:56:325,0.4953,-0.4528,1.1683,1.347
20:43:56:328,0.6830,-0.4931,1.3253,1.570
20:43:56:333,0.8303,-0.5163,1.4857,1.779
20:43:56:338,1.0931,-0.5367,1.5910,2.004
20:43:56:343,1.3598,-0.5850,1.6998,2.254
20:43:56:348,1.7217,-0.6325,1.6931,2.496
20:43:56:353,1.9927,-0.6741,1.7368,2.728
20:43:56:356,2.2547,-0.7123,1.7790,2.959
20:43:56:362,2.4794,-0.7804,1.8152,3.170
20:43:56:372,2.5809,-0.8162,1.8360,3.271
20:43:56:372,2.6381,-0.8487,1.8247,3.318
20:43:56:384,2.6078,-0.8396,1.8193,3.289
20:43:56:385,2.4300,-0.8395,1.7663,3.119
20:43:56:388,2.1878,-0.8127,1.6483,2.857
20:43:56:391,1.9118,-0.8287,1.4929,2.563
20:43:56:395,1.6325,-0.7920,1.3041,2.234
20:43:56:402,1.3878,-0.7957,1.0952,1.939
20:43:56:407,1.1939,-0.7848,0.8945,1.686
20:43:56:411,1.0220,-0.8143,0.7347,1.499
20:43:56:416,0.8695,-0.8243,0.5535,1.320
20:43:56:422,0.7340,-0.8411,0.4032,1.187
20:43:56:426,0.5888,-0.8672,0.2668,1.082
20:43:56:431,0.4842,-0.8714,0.1319,1.006
20:43:56:434,0.3814,-0.8587,0.0555,0.941
20:43:56:442,0.3305,-0.8149,-0.0251,0.880
20:43:56:446,0.3214,-0.6948,-0.0577,0.768
20:43:56:450,0.3275,-0.5465,-0.0501,0.639
20:43:56:455,0.4299,-0.3847,0.0382,0.578
20:43:56:461,0.5423,-0.1925,0.1641,0.598
20:43:56:472,0.7628,-0.0275,0.3229,0.829
20:43:56:473,0.9984,0.1178,0.5294,1.136
20:43:56:475,1.2233,0.2387,0.7317,1.445
20:43:56:484,1.4211,0.2949,0.9376,1.728
20:43:56:486,1.5731,0.2889,1.1311,1.959
20:43:56:489,1.6488,0.2519,1.2748,2.099
20:43:56:494,1.6629,0.2031,1.3716,2.165
20:43:56:499,1.6298,0.1233,1.4172,2.163
20:43:56:505,1.5163,0.0269,1.4023,2.066
20:43:56:509,1.3558,-0.0337,1.3077,1.884
20:43:56:514,1.1626,-0.0943,1.1784,1.658
20:43:56:518,0.9553,-0.1047,1.0115,1.395
20:43:56:526,0.7458,-0.1034,0.8710,1.151
20:43:56:528,0.4978,-0.0784,0.7563,0.909
20:43:56:535,0.2784,-0.0320,0.7007,0.755
20:43:56:537,0.0776,-0.0026,0.6654,0.670
20:43:56:544,-0.0614,0.0007,0.6476,0.651
20:43:56:548,-0.1844,-0.0197,0.6423,0.668
20:43:56:553,-0.2674,-0.0850,0.7087,0.762
20:43:56:557,-0.3223,-0.1952,0.8040,0.888
20:43:56:563,-0.3970,-0.3190,0.9666,1.092
20:43:56:573,-0.4387,-0.3993,1.1462,1.291
20:43:56:573,-0.5027,-0.4791,1.3501,1.518
20:43:56:584,-0.5194,-0.5247,1.5613,1.727
20:43:56:585,-0.5010,-0.5552,1.7483,1.902
20:43:56:587,-0.5099,-0.5870,1.9561,2.105
20:43:56:592,-0.5150,-0.5579,2.1629,2.292
20:43:56:597,-0.5165,-0.5299,2.4182,2.529
20:43:56:602,-0.4191,-0.4719,2.5805,2.657
20:43:56:608,-0.4003,-0.3172,2.8601,2.905
20:43:56:611,-0.3692,-0.0501,3.2047,3.226
20:43:56:617,-0.2854,0.3211,3.5821,3.608
20:43:56:622,-0.1005,0.7981,3.9321,4.014
20:43:56:626,0.1601,1.2969,4.2568,4.453
20:43:56:631,0.3972,1.8129,4.4314,4.804
20:43:56:635,0.4874,2.3536,4.4525,5.060
20:43:56:642,0.3576,2.9411,4.3159,5.235
20:43:56:646,0.0037,3.4900,3.9810,5.294
20:43:56:651,-0.5163,3.9529,3.5987,5.371
20:43:56:656,-1.2686,4.3539,3.3205,5.621
20:43:56:662,-1.9886,4.7480,3.1316,6.025
20:43:56:666,-2.6493,5.0972,2.8609,6.418
20:43:56:671,-3.2291,5.4089,2.3774,6.733
20:43:56:674,-3.7620,5.6542,1.7738,7.019
20:43:56:682,-4.1849,5.7946,1.0700,7.227
20:43:56:693,-4.5834,5.8320,0.2785,7.423
20:43:56:694,-4.7897,5.6611,-0.5462,7.436
20:43:56:696,-4.8417,5.1149,-1.4169,7.184
20:43:56:702,-4.6766,4.3880,-2.3035,6.814
20:43:56:707,-4.3746,3.6436,-3.0458,6.457
20:43:56:709,-3.9457,2.8745,-3.5180,6.017
20:43:56:715,-3.4948,2.1662,-3.7432,5.560
20:43:56:720,-2.9881,1.5012,-3.8228,5.079
20:43:56:726,-2.4632,0.9601,-3.8222,4.647
20:43:56:728,-1.9000,0.5809,-3.7590,4.252
20:43:56:736,-1.3054,0.2772,-3.6773,3.912
20:43:56:738,-0.7457,0.1162,-3.6052,3.683
20:43:56:743,-0.2776,-0.0193,-3.5589,3.570
20:43:56:749,0.0467,-0.0931,-3.4854,3.487
20:43:56:753,0.2588,-0.1311,-3.4083,3.421
20:43:56:757,0.3451,-0.1427,-3.2745,3.296
20:43:56:763,0.2845,-0.0944,-3.0453,3.060
20:43:56:774,0.1230,-0.0651,-2.8324,2.836
20:43:56:774,-0.1129,-0.0429,-2.6834,2.686
20:43:56:784,-0.3821,-0.0565,-2.5281,2.557
20:43:56:785,-0.6365,-0.0774,-2.3373,2.424
20:43:56:788,-0.9260,-0.1391,-2.2296,2.418
20:43:56:793,-1.1645,-0.1965,-2.1307,2.436
20:43:56:796,-1.3811,-0.3022,-2.1242,2.552
20:43:56:803,-1.5307,-0.4111,-2.1745,2.691
20:43:56:807,-1.6977,-0.5714,-2.2511,2.877
20:43:56:813,-1.8205,-0.6851,-2.3689,3.065
20:43:56:818,-1.8686,-0.7836,-2.5168,3.231
20:43:56:823,-1.8883,-0.8957,-2.6792,3.398
20:43:56:827,-1.9302,-0.9760,-2.8519,3.579
20:43:56:832,-1.9061,-1.0532,-2.9784,3.690
20:43:56:835,-1.8285,-1.1417,-3.1023,3.778
20:43:56:844,-1.7143,-1.1769,-3.2408,3.851
20:43:56:847,-1.5542,-1.2160,-3.3874,3.920
20:43:56:851,-1.3269,-1.2564,-3.5019,3.950
20:43:56:856,-0.9941,-1.2858,-3.6089,3.958
20:43:56:862,-0.5749,-1.2872,-3.6508,3.914
20:43:56:868,-0.1884,-1.3387,-3.6567,3.899
20:43:56:872,0.1799,-1.3778,-3.6264,3.883
20:43:56:875,0.5017,-1.3779,-3.5667,3.856
20:43:56:884,0.7871,-1.3866,-3.5228,3.867
20:43:56:886,0.9909,-1.3490,-3.4463,3.831
20:43:56:892,1.1659,-1.3223,-3.3824,3.814
20:43:56:896,1.2954,-1.2899,-3.3670,3.831
20:43:56:901,1.3818,-1.2232,-3.3355,3.812
20:43:56:905,1.4372,-1.1604,-3.2830,3.767
20:43:56:911,1.4831,-1.0371,-3.2168,3.691
20:43:56:915,1.4979,-0.9372,-3.0986,3.567
20:43:56:920,1.4985,-0.8319,-2.9810,3.439
20:43:56:925,1.4655,-0.7047,-2.8354,3.269
20:43:56:931,1.4228,-0.6179,-2.6978,3.112
20:43:56:936,1.3608,-0.4952,-2.5419,2.925
20:43:56:939,1.2842,-0.3894,-2.3630,2.717
20:43:56:945,1.2311,-0.2600,-2.1970,2.532
20:43:56:949,1.1800,-0.1499,-2.0273,2.350
20:43:56:954,1.1309,-0.0258,-1.8802,2.194
20:43:56:958,1.0719,0.0599,-1.6984,2.009
20:43:56:964,1.0268,0.1600,-1.5418,1.859
20:43:56:975,1.0006,0.2028,-1.3987,1.732
20:43:56:976,0.9835,0.2123,-1.2380,1.595
20:43:56:983,0.9517,0.2506,-1.0407,1.432
20:43:56:984,0.9123,0.2340,-0.8186,1.248
20:43:56:988,0.8893,0.2104,-0.6266,1.108
20:43:56:993,0.8804,0.1582,-0.4169,0.987
20:43:56:998,0.8904,0.1016,-0.1988,0.918
20:43:57:005,0.8908,-0.0049,0.0451,0.892
20:43:57:008,0.9104,-0.1351,0.2839,0.963
20:43:57:013,0.9422,-0.2672,0.4965,1.098
20:43:57:018,0.9791,-0.4107,0.7478,1.299
20:43:57:022,0.9422,-0.5970,0.9327,1.454
20:43:57:027,0.8984,-0.7925,1.0702,1.606
20:43:57:032,0.8021,-1.0140,1.1793,1.750
20:43:57:036,0.7207,-1.2351,1.3463,1.964
20:43:57:042,0.6804,-1.4053,1.5477,2.198
20:43:57:047,0.5451,-1.6226,1.6491,2.377
20:43:57:053,0.3908,-1.7819,1.6641,2.469
20:43:57:056,0.2913,-1.8717,1.7136,2.554
20:43:57:062,0.1554,-1.9397,1.7321,2.605
20:43:57:066,0.0903,-1.9744,1.7331,2.629
20:43:57:072,0.0934,-1.9304,1.7493,2.607
20:43:57:075,0.1738,-1.8173,1.8042,2.567
20:43:57:081,0.2624,-1.6736,1.9338,2.571
20:43:57:088,0.3616,-1.4947,2.1028,2.605
20:43:57:091,0.4834,-1.2641,2.3076,2.675
20:43:57:095,0.5996,-1.0252,2.5448,2.808
20:43:57:101,0.7392,-0.8235,2.7417,2.957
20:43:57:107,0.9146,-0.6038,2.8449,3.049
20:43:57:112,1.0807,-0.4614,2.8672,3.099
20:43:57:115,1.1875,-0.3771,2.7587,3.027
20:43:57:123,1.1921,-0.3506,2.5361,2.824
20:43:57:125,1.1350,-0.3677,2.2300,2.529
20:43:57:130,0.9946,-0.3970,1.9498,2.225
20:43:57:138,0.8376,-0.4458,1.6853,1.934
20:43:57:142,0.6738,-0.5259,1.4647,1.696
20:43:57:144,0.5246,-0.5916,1.2880,1.511
20:43:57:150,0.3708,-0.6694,1.1430,1.376
20:43:57:154,0.2387,-0.7329,1.0011,1.263
20:43:57:158,0.1189,-0.7939,0.8525,1.171
20:43:57:164,0.0111,-0.8285,0.6945,1.081
20:43:57:176,-0.0489,-0.7819,0.5292,0.945
20:43:57:176,-0.0947,-0.7497,0.3636,0.839
20:43:57:190,-0.1478,-0.6792,0.2163,0.728
20:43:57:191,-0.1511,-0.6232,0.0896,0.647
20:43:57:191,-0.1451,-0.5791,-0.0358,0.598
20:43:57:194,-0.1707,-0.5638,-0.1219,0.602
20:43:57:197,-0.1464,-0.5676,-0.1950,0.618
20:43:57:205,-0.1250,-0.5834,-0.2645,0.653
20:43:57:209,-0.0991,-0.6206,-0.2730,0.685
20:43:57:215,-0.0543,-0.6385,-0.2680,0.695
20:43:57:218,-0.0217,-0.6732,-0.2349,0.713
20:43:57:224,0.0107,-0.7008,-0.1780,0.723
20:43:57:230,0.0480,-0.7210,-0.1332,0.735
20:43:57:235,0.0806,-0.7338,-0.0906,0.744
20:43:57:239,0.0774,-0.7750,-0.0625,0.781
20:43:57:242,0.0839,-0.7945,0.0040,0.799
20:43:57:249,0.1194,-0.8162,0.1185,0.833
20:43:57:253,0.1120,-0.8495,0.2407,0.890
20:43:57:257,0.0643,-0.8229,0.3707,0.905
20:43:57:263,-0.0186,-0.7794,0.5498,0.954
20:43:57:267,-0.1438,-0.7547,0.6918,1.034
20:43:57:272,-0.2994,-0.7298,0.8521,1.161
20:43:57:276,-0.4373,-0.7381,1.0282,1.339
20:43:57:285,-0.6056,-0.7271,1.1964,1.525
20:43:57:287,-0.7755,-0.7350,1.3589,1.729
20:43:57:297,-0.9352,-0.7333,1.4821,1.900
20:43:57:297,-1.1207,-0.7148,1.5823,2.067
20:43:57:302,-1.2293,-0.6938,1.6567,2.176
20:43:57:306,-1.2660,-0.6490,1.7406,2.248
20:43:57:311,-1.2860,-0.6329,1.8628,2.350
20:43:57:315,-1.2439,-0.6048,1.9727,2.409
20:43:57:321,-1.2403,-0.7057,2.0291,2.481
20:43:57:327,-1.1725,-0.7873,2.1246,2.551
20:43:57:332,-1.0762,-0.9044,2.2930,2.690
20:43:57:336,-0.9227,-1.0997,2.5322,2.911
20:43:57:342,-0.7591,-1.2750,2.9036,3.261
20:43:57:345,-0.5275,-1.4204,3.4279,3.748
20:43:57:350,-0.3759,-1.6719,3.7521,4.125
20:43:57:354,-0.2800,-1.8073,4.1548,4.540
20:43:57:362,-0.2159,-1.9677,4.3993,4.824
20:43:57:365,-0.1790,-2.0669,4.4877,4.944
20:43:57:370,-0.2651,-2.0836,4.4690,4.938
20:43:57:374,-0.4246,-2.0322,4.1426,4.634
20:43:57:386,-0.6509,-1.9177,3.7041,4.222
20:43:57:387,-1.0785,-1.7186,3.2203,3.806
20:43:57:396,-1.7340,-1.3182,2.7607,3.517
20:43:57:397,-2.5095,-0.6807,2.3170,3.483
20:43:57:398,-3.2881,-0.0335,1.8142,3.756
20:43:57:406,-4.0317,0.5898,1.3070,4.279
20:43:57:409,-4.6231,1.1080,0.8500,4.829
20:43:57:414,-5.1632,1.5644,0.4816,5.416
20:43:57:418,-5.7260,1.9251,0.3126,6.049
20:43:57:424,-6.2040,2.2400,0.2366,6.600
20:43:57:427,-6.4755,2.4296,0.2001,6.919
20:43:57:434,-6.4835,2.4863,0.1307,6.945
20:43:57:437,-6.1902,2.3301,0.0638,6.615
20:43:57:443,-5.5150,1.9628,-0.1211,5.855
20:43:57:448,-4.3842,1.6261,-0.5839,4.712
20:43:57:453,-3.1088,1.3445,-1.0545,3.547
20:43:57:458,-2.0066,1.0659,-1.3989,2.668
20:43:57:464,-1.0795,0.8073,-1.6644,2.142
20:43:57:468,-0.3149,0.5808,-1.8458,1.960
20:43:57:473,0.3928,0.4202,-1.9831,2.065
20:43:57:476,0.9771,0.3065,-2.1310,2.364
20:43:57:482,1.4336,0.2565,-2.2173,2.653
20:43:57:487,1.7462,0.3711,-2.2818,2.897
20:43:57:495,1.9304,0.6293,-2.2808,3.054
20:43:57:504,1.9539,1.0897,-2.2541,3.176
20:43:57:505,1.8132,1.6718,-2.2102,3.312
20:43:57:506,1.4258,2.2927,-2.1552,3.455
20:43:57:511,0.8191,2.8283,-2.0663,3.597
20:43:57:515,0.0534,3.3453,-1.9782,3.887
20:43:57:521,-0.8711,3.7281,-1.9518,4.297
20:43:57:526,-1.7898,4.0547,-1.9889,4.858
20:43:57:531,-2.5956,4.2810,-2.1059,5.431
20:43:57:538,-3.3062,4.4036,-2.2787,5.959
20:43:57:543,-3.7697,4.3952,-2.5173,6.314
20:43:57:545,-3.9586,4.2553,-2.8706,6.482
20:43:57:552,-3.7666,3.9336,-3.2993,6.368
20:43:57:554,-3.2639,3.6098,-3.6733,6.097
20:43:57:560,-2.5250,3.2560,-3.9266,5.692
20:43:57:564,-1.6889,2.8797,-4.0528,5.251
20:43:57:574,-0.8826,2.4453,-3.9307,4.713
20:43:57:575,-0.0255,2.0416,-3.9813,4.474
20:43:57:584,0.6594,1.6473,-4.1166,4.483
20:43:57:584,1.2698,1.3772,-4.1741,4.575
20:43:57:596,1.7693,1.0711,-4.2113,4.692
20:43:57:597,2.1243,0.7721,-4.2784,4.839
20:43:57:604,2.3944,0.5445,-4.3294,4.977
20:43:57:605,2.5842,0.3809,-4.3731,5.094
20:43:57:609,2.7677,0.1735,-4.3987,5.200
20:43:57:614,2.8850,0.0395,-4.3685,5.235
20:43:57:619,2.9914,-0.0930,-4.3064,5.244
20:43:57:624,3.1111,-0.1375,-4.1108,5.157
20:43:57:628,3.2882,-0.1148,-3.7843,5.015
20:43:57:633,3.3564,-0.0647,-3.4129,4.787
20:43:57:637,3.3950,-0.0589,-3.1043,4.601
20:43:57:643,3.3925,-0.1190,-2.8690,4.445
20:43:57:648,3.3610,-0.2019,-2.6675,4.296
20:43:57:653,3.3008,-0.2839,-2.4530,4.122
20:43:57:658,3.2527,-0.3889,-2.2869,3.995
20:43:57:663,3.1737,-0.4669,-2.1037,3.836
20:43:57:667,3.1334,-0.5897,-1.9603,3.743
20:43:57:679,3.1009,-0.6589,-1.9093,3.701
20:43:57:680,3.0188,-0.7389,-1.8453,3.614
20:43:57:687,2.8777,-0.8109,-1.6962,3.437
20:43:57:688,2.6492,-0.8538,-1.3798,3.107
20:43:57:692,2.4171,-0.8703,-1.1224,2.803
20:43:57:697,2.1501,-0.9062,-0.9764,2.529
20:43:57:701,1.9057,-0.9519,-0.8896,2.309
20:43:57:707,1.6597,-0.9647,-0.8095,2.083
20:43:57:712,1.4453,-0.9638,-0.6793,1.865
20:43:57:716,1.2530,-0.9538,-0.5952,1.683
20:43:57:721,1.1064,-0.9396,-0.4833,1.530
20:43:57:726,0.9934,-0.8853,-0.3873,1.386
20:43:57:732,0.9261,-0.8479,-0.3315,1.299
20:43:57:737,0.8636,-0.8009,-0.2853,1.212
20:43:57:741,0.8035,-0.7515,-0.1843,1.115
20:43:57:746,0.7340,-0.6779,-0.0240,0.999
20:43:57:751,0.6406,-0.6256,0.0997,0.901
20:43:57:755,0.5399,-0.6063,0.1143,0.820
20:43:57:761,0.4101,-0.5574,0.0876,0.698
20:43:57:765,0.2772,-0.4934,0.1482,0.585
20:43:57:771,0.1386,-0.4646,0.2931,0.567
20:43:57:777,0.0084,-0.3903,0.4677,0.609
20:43:57:788,-0.0824,-0.3401,0.6796,0.764
20:43:57:788,-0.1146,-0.3380,0.8174,0.892
20:43:57:790,-0.0928,-0.3505,0.9580,1.024
20:43:57:798,-0.0408,-0.3538,1.0856,1.142
20:43:57:800,0.0776,-0.3574,1.2153,1.269
20:43:57:805,0.2123,-0.4401,1.3096,1.398
20:43:57:811,0.4018,-0.5133,1.3404,1.491
20:43:57:816,0.6178,-0.5769,1.3537,1.596
20:43:57:821,0.8126,-0.6380,1.3618,1.709
20:43:57:824,0.9842,-0.6559,1.4033,1.835
20:43:57:830,1.1448,-0.7043,1.3901,1.934
20:43:57:835,1.2709,-0.7379,1.4639,2.074
20:43:57:839,1.3630,-0.7639,1.5393,2.193
20:43:57:844,1.4117,-0.7676,1.5807,2.254
20:43:57:849,1.4460,-0.7994,1.6148,2.310
20:43:57:854,1.4253,-0.7590,1.6151,2.284
20:43:57:859,1.3925,-0.7324,1.5697,2.222
20:43:57:864,1.3067,-0.7200,1.4829,2.104
20:43:57:869,1.2202,-0.6620,1.3372,1.927
20:43:57:880,1.1205,-0.5991,1.1413,1.708
20:43:57:881,1.0526,-0.5553,0.9324,1.512
20:43:57:891,0.9825,-0.5258,0.7646,1.351
20:43:57:891,0.9315,-0.5034,0.6011,1.218
20:43:57:893,0.8872,-0.4833,0.4656,1.112
20:43:57:898,0.8901,-0.4824,0.3716,1.078
20:43:57:903,0.8851,-0.4815,0.3168,1.056
20:43:57:908,0.9270,-0.4353,0.3010,1.067
20:43:57:913,1.0159,-0.3989,0.2883,1.129
20:43:57:916,1.0681,-0.3315,0.3388,1.169
20:43:57:924,1.2103,-0.2739,0.3687,1.295
20:43:57:928,1.3208,-0.1637,0.4164,1.395
20:43:57:933,1.4570,-0.1157,0.4918,1.542
20:43:57:937,1.5426,-0.0747,0.5878,1.653
20:43:57:942,1.5732,-0.0358,0.7121,1.727
20:43:57:947,1.5872,-0.0542,0.8029,1.780
20:43:57:952,1.5513,-0.1272,0.8844,1.790
20:43:57:956,1.5159,-0.1998,0.9234,1.786
20:43:57:960,1.4572,-0.3127,0.9584,1.772
20:43:57:967,1.3537,-0.4446,0.9732,1.725
20:43:57:971,1.2773,-0.5524,0.9392,1.679
20:43:57:977,1.2400,-0.6339,0.8975,1.657
20:43:57:982,1.1654,-0.6534,0.8124,1.564
20:43:57:990,1.1324,-0.6202,0.7484,1.492
20:43:57:991,1.1025,-0.5561,0.6551,1.398
20:43:58:001,1.0326,-0.4395,0.5965,1.271
20:43:58:002,0.9032,-0.3016,0.5529,1.101
20:43:58:005,0.7523,-0.1711,0.5354,0.939
20:43:58:011,0.6155,-0.0553,0.5623,0.836
20:43:58:015,0.4589,0.0699,0.5902,0.751
20:43:58:021,0.3517,0.1399,0.6565,0.758
20:43:58:025,0.2627,0.1718,0.7300,0.795
20:43:58:030,0.2086,0.1631,0.8701,0.910
20:43:58:034,0.1679,0.1166,1.0195,1.040
20:43:58:040,0.1645,0.0490,1.1782,1.191
20:43:58:045,0.1675,-0.0299,1.3200,1.331
