time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:50:09:762,0.0232,0.0876,-0.0286,0.095
20:50:09:767,0.0665,0.1229,-0.0723,0.157
20:50:09:773,0.0932,0.1246,-0.0989,0.184
20:50:09:776,0.0987,0.1737,-0.1205,0.233
20:50:09:782,0.0831,0.1678,-0.0921,0.209
20:50:09:787,0.0822,0.1215,-0.0497,0.155
20:50:09:792,0.0435,0.0969,0.0066,0.106
20:50:09:797,0.0268,0.0180,0.0337,0.047
20:50:09:801,-0.0037,-0.0058,0.0674,0.068
20:50:09:806,-0.0172,-0.0435,0.1031,0.113
20:50:09:811,-0.0875,-0.1071,0.1575,0.210
20:50:09:816,-0.1169,-0.1487,0.1973,0.273
20:50:09:820,-0.1058,-0.1474,0.2774,0.331
20:50:09:827,-0.1139,-0.1390,0.2980,0.348
20:50:09:841,-0.0961,-0.1402,0.2906,0.337
20:50:09:841,-0.0599,-0.1295,0.2506,0.288
20:50:09:842,-0.0575,-0.1309,0.2068,0.251
20:50:09:845,-0.0295,-0.1371,0.1475,0.203
20:50:09:850,-0.0068,-0.1171,0.0940,0.150
20:50:09:857,0.0009,-0.0973,0.0344,0.103
20:50:09:859,0.0178,-0.1085,-0.0268,0.113
20:50:09:865,0.0058,-0.1005,-0.0734,0.125
20:50:09:870,-0.0372,-0.1235,-0.1316,0.184
20:50:09:875,-0.0397,-0.1651,-0.1206,0.208
20:50:09:881,-0.0592,-0.1945,-0.0885,0.222
20:50:09:885,-0.1050,-0.1761,-0.0353,0.208
20:50:09:890,-0.1011,-0.1767,0.0317,0.206
20:50:09:895,-0.1022,-0.1418,0.0984,0.201
20:50:09:899,-0.1153,-0.1072,0.1362,0.208
20:50:09:905,-0.1023,-0.0776,0.1812,0.222
20:50:09:910,-0.0941,-0.0150,0.2140,0.234
20:50:09:915,-0.1093,0.0635,0.1896,0.228
20:50:09:919,-0.1123,0.1200,0.2011,0.260
20:50:09:928,-0.0842,0.1547,0.1791,0.251
20:50:09:929,-0.0632,0.1582,0.1027,0.199
20:50:09:944,-0.0801,0.1593,0.0292,0.181
20:50:09:945,-0.0825,0.1343,-0.0369,0.162
20:50:09:945,-0.0776,0.1261,-0.0814,0.169
20:50:09:948,-0.0629,0.1560,-0.0928,0.192
20:50:09:954,-0.0695,0.1786,-0.0857,0.210
20:50:09:958,-0.1041,0.1606,-0.0720,0.204
20:50:09:970,-0.1309,0.1168,-0.0256,0.177
20:50:09:971,-0.1241,0.0614,0.0033,0.138
20:50:09:974,-0.1382,-0.0006,0.0339,0.142
20:50:09:977,-0.1471,-0.0052,0.0403,0.153
20:50:09:982,-0.1176,0.0211,0.0345,0.124
20:50:09:988,-0.0901,0.0543,0.0450,0.114
20:50:09:992,-0.0767,0.0444,0.0624,0.108
20:50:09:997,-0.0628,0.0440,0.0867,0.116
20:50:10:002,-0.0269,0.0530,0.0987,0.115
20:50:10:007,-0.0096,0.0524,0.1035,0.116
20:50:10:012,0.0106,0.0327,0.0962,0.102
20:50:10:017,0.0072,0.0107,0.0629,0.064
20:50:10:022,-0.0292,-0.0491,0.0347,0.067
20:50:10:027,-0.0201,-0.0254,-0.0027,0.032
20:50:10:032,-0.0018,0.0100,-0.0466,0.048
20:50:10:036,0.0256,0.0451,-0.0543,0.075
20:50:10:041,0.0432,0.0657,-0.1422,0.162
20:50:10:050,0.0460,0.0813,-0.1957,0.217
20:50:10:051,0.0532,0.1039,-0.2438,0.270
20:50:10:056,0.0435,0.0883,-0.3125,0.328
20:50:10:060,0.0287,0.0824,-0.3591,0.370
20:50:10:066,0.0351,0.1004,-0.3887,0.403
20:50:10:071,0.0007,0.0660,-0.3754,0.381
20:50:10:075,-0.0218,0.0676,-0.3241,0.332
20:50:10:080,-0.0017,0.0573,-0.2639,0.270
20:50:10:086,-0.0173,0.0589,-0.1946,0.204
20:50:10:090,-0.0019,0.0274,-0.1640,0.166
20:50:10:095,-0.0222,0.0127,-0.1122,0.115
20:50:10:099,-0.0540,-0.0232,-0.0492,0.077
20:50:10:105,-0.0735,-0.0565,0.0060,0.093
20:50:10:110,-0.1045,-0.1013,0.0533,0.155
20:50:10:115,-0.1113,-0.1363,0.1260,0.216
20:50:10:119,-0.1227,-0.1069,0.1910,0.251
20:50:10:129,-0.1031,-0.0730,0.2296,0.262
20:50:10:130,-0.0742,-0.0276,0.2017,0.217
20:50:10:144,-0.0382,0.0173,0.1459,0.152
20:50:10:145,0.0070,0.0737,0.0670,0.100
20:50:10:145,0.0307,0.0845,-0.0063,0.090
20:50:10:149,0.0353,0.1165,-0.0907,0.152
20:50:10:154,0.0947,0.1577,-0.1247,0.222
20:50:10:159,0.1350,0.2104,-0.1703,0.303
20:50:10:165,0.1279,0.1606,-0.1897,0.280
20:50:10:168,0.1140,0.1302,-0.1783,0.248
20:50:10:174,0.0742,0.1143,-0.1837,0.229
20:50:10:177,0.0468,0.0534,-0.1678,0.182
20:50:10:184,0.0290,-0.0093,-0.1381,0.141
20:50:10:188,0.0091,-0.0595,-0.0780,0.099
20:50:10:193,0.0177,-0.1212,-0.0235,0.125
20:50:10:198,0.0095,-0.0992,0.0422,0.108
20:50:10:203,-0.0105,-0.0869,0.0525,0.102
20:50:10:209,0.0123,-0.0581,0.0579,0.083
20:50:10:213,0.0062,-0.0057,0.1082,0.109
20:50:10:216,0.0050,0.0012,0.1463,0.146
20:50:10:221,0.0344,0.0341,0.1795,0.186
20:50:10:230,0.0684,0.0881,0.1651,0.199
20:50:10:233,0.0953,0.1510,0.1533,0.235
20:50:10:244,0.1412,0.1754,0.1109,0.251
20:50:10:245,0.1274,0.1830,0.0429,0.227
20:50:10:247,0.1422,0.1644,0.0064,0.217
20:50:10:251,0.1377,0.1483,-0.0701,0.214
20:50:10:257,0.0995,0.1348,-0.1388,0.218
20:50:10:261,0.1205,0.1168,-0.1904,0.254
20:50:10:267,0.1031,0.1060,-0.2273,0.271
20:50:10:271,0.1093,0.0812,-0.2450,0.280
20:50:10:276,0.1247,0.0448,-0.2058,0.245
20:50:10:281,0.1089,0.0253,-0.1742,0.207
20:50:10:286,0.0978,-0.0082,-0.1408,0.172
20:50:10:291,0.0962,-0.0342,-0.1223,0.159
20:50:10:296,0.0826,-0.0528,-0.0994,0.140
20:50:10:299,0.1001,-0.0902,-0.0510,0.144
20:50:10:305,0.1034,-0.0869,-0.0012,0.135
20:50:10:310,0.1283,-0.0884,0.0479,0.163
20:50:10:316,0.1391,-0.0827,0.1102,0.196
20:50:10:320,0.1290,-0.0723,0.1762,0.230
20:50:10:325,0.1267,-0.0430,0.2270,0.263
20:50:10:331,0.0655,-0.0400,0.2580,0.269
20:50:10:343,0.0215,0.0009,0.2555,0.256
20:50:10:344,0.0136,-0.0084,0.2365,0.237
20:50:10:345,-0.0179,-0.0082,0.2437,0.245
20:50:10:349,-0.0304,-0.0174,0.2251,0.228
20:50:10:355,-0.0267,-0.0408,0.1570,0.164
20:50:10:359,-0.0139,-0.0331,0.0827,0.090
20:50:10:365,0.0316,-0.0492,0.0235,0.063
20:50:10:369,0.0264,-0.0319,-0.0137,0.044
20:50:10:374,0.0374,-0.0004,-0.0741,0.083
20:50:10:377,0.0405,-0.0072,-0.1480,0.154
20:50:10:385,0.0335,-0.0090,-0.2449,0.247
20:50:10:389,0.0734,-0.0084,-0.3220,0.330
20:50:10:394,0.1151,-0.0315,-0.3202,0.342
20:50:10:398,0.1326,-0.0425,-0.2733,0.307
20:50:10:404,0.1380,-0.0558,-0.2246,0.269
20:50:10:408,0.1576,-0.0310,-0.2238,0.275
20:50:10:413,0.1915,-0.0348,-0.2113,0.287
20:50:10:417,0.2158,-0.0031,-0.2014,0.295
20:50:10:423,0.1523,-0.0120,-0.1229,0.196
20:50:10:431,0.0896,-0.0042,-0.0401,0.098
20:50:10:433,0.0346,-0.0131,0.0160,0.040
20:50:10:444,-0.0248,-0.0173,0.0578,0.065
20:50:10:445,-0.0959,-0.0333,0.0997,0.142
20:50:10:448,-0.1240,-0.0563,0.1537,0.205
20:50:10:452,-0.1286,-0.0721,0.1652,0.221
20:50:10:455,-0.1170,-0.1210,0.1560,0.230
20:50:10:461,-0.0941,-0.1293,0.1262,0.204
20:50:10:466,-0.0693,-0.1588,0.0806,0.191
20:50:10:471,-0.0522,-0.1953,0.0215,0.203
20:50:10:477,-0.0473,-0.2243,-0.0131,0.230
20:50:10:481,-0.0402,-0.1985,-0.0544,0.210
20:50:10:487,-0.0119,-0.2037,-0.1097,0.232
20:50:10:492,-0.0195,-0.2018,-0.1431,0.248
20:50:10:496,-0.0533,-0.1098,-0.0643,0.138
20:50:10:501,-0.0440,-0.0850,-0.0309,0.101
20:50:10:506,-0.0109,0.0106,-0.0234,0.028
20:50:10:511,0.0033,0.1338,-0.0037,0.134
20:50:10:516,0.0227,0.2203,0.0138,0.222
20:50:10:521,0.0068,0.2632,0.0218,0.264
20:50:10:525,-0.0203,0.2677,0.0109,0.269
20:50:10:531,-0.0278,0.2603,-0.0141,0.262
20:50:10:545,-0.0707,0.2410,-0.0222,0.252
20:50:10:545,-0.1177,0.2267,-0.0352,0.258
20:50:10:546,-0.1194,0.1958,-0.0837,0.244
20:50:10:550,-0.1306,0.1677,-0.1107,0.240
20:50:10:555,-0.1133,0.1446,-0.1165,0.217
20:50:10:560,-0.1436,0.1620,-0.1225,0.249
20:50:10:565,-0.0978,0.1747,-0.1053,0.226
20:50:10:570,-0.0902,0.1778,-0.0792,0.215
20:50:10:575,-0.0801,0.1881,-0.0491,0.210
20:50:10:579,-0.1029,0.2101,-0.0103,0.234
20:50:10:587,-0.1084,0.2368,0.0301,0.262
20:50:10:591,-0.1252,0.2822,0.0934,0.323
20:50:10:595,-0.1531,0.2939,0.1772,0.376
20:50:10:599,-0.1731,0.3388,0.2503,0.455
20:50:10:605,-0.1808,0.3312,0.3200,0.495
20:50:10:610,-0.1879,0.3235,0.3866,0.538
20:50:10:613,-0.2015,0.3159,0.4502,0.586
20:50:10:617,-0.2167,0.2963,0.5086,0.627
20:50:10:625,-0.2122,0.2673,0.5263,0.627
20:50:10:631,-0.1953,0.2670,0.5203,0.617
20:50:10:633,-0.1850,0.2547,0.4764,0.571
20:50:10:642,-0.1528,0.2614,0.4259,0.523
20:50:10:645,-0.1085,0.2561,0.3235,0.427
20:50:10:648,-0.0736,0.2390,0.2099,0.326
20:50:10:653,-0.0291,0.2125,0.0993,0.236
20:50:10:656,-0.0180,0.1720,0.0274,0.175
20:50:10:663,-0.0163,0.1509,-0.0086,0.152
20:50:10:667,-0.0144,0.1062,-0.0327,0.112
20:50:10:671,-0.0336,0.0643,-0.0211,0.076
20:50:10:677,-0.0642,-0.0104,-0.0360,0.074
20:50:10:682,-0.0943,-0.0490,-0.0439,0.115
20:50:10:687,-0.0764,-0.1085,-0.0568,0.144
20:50:10:692,-0.1108,-0.1699,-0.0675,0.214
20:50:10:696,-0.1045,-0.2401,-0.0619,0.269
20:50:10:700,-0.1173,-0.2979,-0.0329,0.322
20:50:10:707,-0.1255,-0.3243,-0.0091,0.348
20:50:10:711,-0.1294,-0.2957,0.0524,0.327
20:50:10:716,-0.0699,-0.2626,0.0993,0.289
20:50:10:721,-0.0589,-0.2155,0.1770,0.285
20:50:10:726,-0.0226,-0.1475,0.2473,0.289
20:50:10:732,-0.0016,-0.0871,0.2750,0.288
20:50:10:737,0.0045,0.0107,0.3029,0.303
20:50:10:750,0.0241,0.0792,0.2696,0.282
20:50:10:751,0.0119,0.1329,0.2229,0.260
20:50:10:751,0.0157,0.1529,0.1747,0.233
20:50:10:756,0.0141,0.2487,0.1868,0.311
20:50:10:760,0.0597,0.3484,0.1590,0.388
20:50:10:765,0.0598,0.4044,0.1011,0.421
20:50:10:771,0.0006,0.3840,0.0656,0.390
20:50:10:775,-0.0890,0.3138,0.0499,0.330
20:50:10:779,-0.1448,0.1943,0.0394,0.245
20:50:10:785,-0.1978,0.1042,0.0389,0.227
20:50:10:790,-0.2528,0.0030,0.0314,0.255
20:50:10:796,-0.3074,-0.0689,0.0598,0.321
20:50:10:800,-0.3496,-0.1023,0.0572,0.369
20:50:10:805,-0.4294,-0.1614,0.0283,0.460
20:50:10:809,-0.4850,-0.2010,-0.0029,0.525
20:50:10:815,-0.5260,-0.2355,-0.0247,0.577
20:50:10:818,-0.5862,-0.2672,-0.0398,0.645
20:50:10:825,-0.6439,-0.2913,-0.0506,0.709
20:50:10:830,-0.7278,-0.3103,-0.0171,0.791
20:50:10:835,-0.8165,-0.2649,0.0414,0.859
20:50:10:849,-0.9362,-0.2410,0.1201,0.974
20:50:10:849,-0.9942,-0.2028,0.2594,1.047
20:50:10:850,-1.0766,-0.1055,0.4281,1.163
20:50:10:853,-1.1667,0.0030,0.6070,1.315
20:50:10:857,-1.2479,0.0443,0.7346,1.449
20:50:10:864,-1.3087,0.0901,0.8449,1.560
20:50:10:868,-1.3757,0.1356,0.9622,1.684
20:50:10:873,-1.3608,0.1736,1.0751,1.743
20:50:10:878,-1.2670,0.2395,1.1983,1.760
20:50:10:882,-1.1062,0.2621,1.2344,1.678
20:50:10:888,-0.8715,0.3126,1.1890,1.507
20:50:10:893,-0.6006,0.3791,1.1264,1.332
20:50:10:897,-0.2929,0.4401,1.0034,1.134
20:50:10:902,-0.0144,0.4718,0.8439,0.967
20:50:10:907,0.1716,0.4794,0.6026,0.789
20:50:10:913,0.3040,0.4700,0.3154,0.642
20:50:10:917,0.3477,0.4606,0.0393,0.578
20:50:10:922,0.3437,0.4180,-0.1879,0.573
20:50:10:927,0.2730,0.3590,-0.3691,0.583
20:50:10:932,0.1813,0.2958,-0.4790,0.591
20:50:10:935,0.0731,0.2024,-0.5395,0.581
20:50:10:942,0.0244,0.0836,-0.5179,0.525
20:50:10:958,-0.0652,-0.0672,-0.5168,0.525
20:50:10:959,-0.1458,-0.1883,-0.4766,0.533
20:50:10:959,-0.1416,-0.2276,-0.4567,0.530
20:50:10:961,-0.2839,-0.3400,-0.4375,0.623
20:50:10:966,-0.4269,-0.4159,-0.3598,0.696
20:50:10:971,-0.5851,-0.5267,-0.2806,0.836
20:50:10:976,-0.7326,-0.5772,-0.2284,0.960
20:50:10:979,-0.8625,-0.6178,-0.1791,1.076
20:50:10:986,-0.9563,-0.6460,-0.1304,1.161
20:50:10:991,-1.0213,-0.6525,-0.0870,1.215
20:50:10:995,-1.1075,-0.6589,-0.0323,1.289
20:50:11:000,-1.1578,-0.6628,-0.0042,1.334
20:50:11:005,-1.2129,-0.6974,0.0307,1.400
20:50:11:010,-1.2516,-0.7056,0.0630,1.438
20:50:11:015,-1.2667,-0.7232,0.0759,1.461
20:50:11:019,-1.2776,-0.7025,0.0673,1.460
20:50:11:025,-1.2483,-0.6463,0.0513,1.407
20:50:11:029,-1.2220,-0.5810,0.0780,1.355
20:50:11:035,-1.1580,-0.5684,0.1019,1.294
20:50:11:057,-1.1256,-0.5773,0.0901,1.268
20:50:11:057,-1.1111,-0.5903,0.0479,1.259
20:50:11:058,-1.0707,-0.6199,0.0131,1.237
20:50:11:058,-1.0740,-0.6614,-0.0289,1.262
20:50:11:059,-1.0160,-0.7005,-0.0562,1.235
20:50:11:065,-1.0043,-0.7562,-0.0904,1.260
20:50:11:069,-0.9315,-0.8405,-0.1314,1.261
20:50:11:074,-0.8812,-0.8793,-0.1982,1.261
20:50:11:078,-0.7839,-0.8869,-0.2575,1.211
20:50:11:084,-0.6970,-0.8516,-0.3523,1.155
20:50:11:088,-0.6321,-0.8378,-0.4755,1.152
20:50:11:094,-0.5293,-0.7762,-0.6150,1.123
20:50:11:097,-0.4554,-0.6885,-0.7040,1.085
20:50:11:101,-0.3501,-0.5722,-0.7307,0.992
20:50:11:108,-0.3016,-0.4322,-0.7693,0.933
20:50:11:113,-0.2114,-0.3212,-0.7746,0.865
20:50:11:118,-0.2085,-0.2270,-0.7777,0.837
20:50:11:122,-0.2044,-0.1664,-0.7741,0.818
20:50:11:127,-0.2039,-0.1298,-0.7707,0.808
20:50:11:135,-0.3098,-0.1554,-0.7436,0.820
20:50:11:136,-0.3669,-0.1978,-0.7094,0.823
20:50:11:152,-0.4398,-0.2712,-0.6562,0.835
20:50:11:153,-0.5192,-0.3446,-0.5765,0.849
20:50:11:153,-0.6098,-0.4300,-0.4729,0.883
20:50:11:156,-0.6954,-0.5487,-0.3880,0.967
20:50:11:161,-0.8409,-0.6746,-0.3458,1.132
20:50:11:166,-1.0015,-0.7884,-0.3483,1.321
20:50:11:171,-1.0676,-0.8949,-0.3836,1.445
20:50:11:176,-1.0656,-0.9774,-0.4254,1.507
20:50:11:180,-1.0630,-1.0145,-0.4834,1.547
20:50:11:186,-1.0622,-1.0681,-0.5504,1.604
20:50:11:191,-1.1132,-1.0476,-0.5788,1.635
20:50:11:196,-1.1324,-0.9841,-0.5782,1.608
20:50:11:200,-1.0786,-0.9206,-0.5247,1.512
20:50:11:206,-1.0858,-0.8428,-0.3968,1.431
20:50:11:212,-1.0842,-0.8034,-0.3047,1.383
20:50:11:215,-1.0212,-0.7880,-0.2219,1.309
20:50:11:219,-1.0306,-0.7869,-0.1508,1.305
20:50:11:226,-1.0550,-0.8480,-0.1368,1.360
20:50:11:230,-1.0705,-0.8757,-0.0745,1.385
20:50:11:236,-1.0653,-0.8603,-0.0116,1.369
20:50:11:242,-1.0919,-0.8474,0.0471,1.383
20:50:11:258,-1.0835,-0.7892,0.0586,1.342
20:50:11:259,-1.0973,-0.7335,0.0732,1.322
20:50:11:260,-1.0783,-0.6445,0.0979,1.260
20:50:11:260,-1.0286,-0.4864,0.1303,1.145
20:50:11:265,-0.9525,-0.3764,0.1657,1.037
20:50:11:270,-0.9383,-0.2523,0.2135,0.995
20:50:11:274,-0.8589,-0.1164,0.2163,0.893
20:50:11:279,-0.8455,-0.0119,0.1594,0.861
20:50:11:285,-0.7977,0.0876,0.1050,0.809
20:50:11:289,-0.7844,0.1846,0.0384,0.807
20:50:11:294,-0.7888,0.2576,-0.0001,0.830
20:50:11:297,-0.8034,0.3448,-0.0081,0.874
20:50:11:305,-0.7924,0.4249,0.0067,0.899
20:50:11:308,-0.8345,0.4475,0.0181,0.947
20:50:11:313,-0.8725,0.4725,0.0786,0.995
20:50:11:318,-0.9351,0.4092,0.1357,1.030
20:50:11:324,-1.0514,0.3675,0.1750,1.127
20:50:11:328,-1.1645,0.3523,0.1846,1.231
20:50:11:334,-1.2243,0.3396,0.2414,1.293
20:50:11:336,-1.2884,0.3604,0.3286,1.378
20:50:11:345,-1.3573,0.4075,0.3821,1.468
20:50:11:347,-1.3831,0.4021,0.4186,1.500
20:50:11:364,-1.4693,0.3990,0.4887,1.599
20:50:11:365,-1.4842,0.3959,0.5639,1.636
20:50:11:366,-1.4615,0.3498,0.6611,1.642
20:50:11:367,-1.4824,0.2654,0.7995,1.705
20:50:11:372,-1.4849,0.2192,0.9218,1.761
20:50:11:375,-1.5167,0.1587,0.9729,1.809
20:50:11:381,-1.4845,0.1006,0.9886,1.786
20:50:11:387,-1.5224,0.0616,1.0118,1.829
20:50:11:391,-1.5014,0.1184,0.9488,1.780
20:50:11:396,-1.4765,0.2135,0.8687,1.726
20:50:11:401,-1.3712,0.4138,0.7999,1.641
20:50:11:406,-1.2934,0.7073,0.7660,1.661
20:50:11:410,-1.1999,0.9553,0.7790,1.720
20:50:11:416,-1.0816,1.1888,0.8512,1.819
20:50:11:420,-0.8837,1.4818,1.0045,1.996
20:50:11:427,-0.5701,1.9370,1.2538,2.377
20:50:11:431,-0.0662,2.4917,1.6309,2.979
20:50:11:437,0.5358,3.1075,2.2418,3.869
20:50:11:440,1.1462,3.5687,2.7527,4.650
20:50:11:455,1.5675,3.9185,3.0282,5.194
20:50:11:456,1.8939,4.1809,3.0903,5.533
20:50:11:457,2.1432,4.3798,2.9892,5.719
20:50:11:459,2.2444,4.4149,2.7009,5.641
20:50:11:465,2.3463,4.4564,2.3515,5.558
20:50:11:470,2.3993,4.3011,1.9670,5.303
20:50:11:475,2.2742,4.0810,1.5012,4.907
20:50:11:479,2.0184,3.7270,1.0038,4.356
20:50:11:485,1.6429,3.2921,0.5983,3.728
20:50:11:489,1.2638,2.8101,0.3174,3.097
20:50:11:494,0.8682,2.3266,0.0289,2.483
20:50:11:498,0.3876,1.8442,-0.1724,1.892
20:50:11:505,-0.0238,1.3940,-0.3444,1.436
20:50:11:509,-0.3479,1.0432,-0.5285,1.220
20:50:11:514,-0.6028,0.7389,-0.6604,1.160
20:50:11:519,-0.7556,0.5409,-0.7382,1.187
20:50:11:526,-0.7733,0.3701,-0.7690,1.152
20:50:11:528,-0.7154,0.2837,-0.7980,1.109
20:50:11:535,-0.6129,0.1262,-0.6165,0.878
20:50:11:537,-0.5086,0.0027,-0.2742,0.578
20:50:11:546,-0.3617,-0.1564,0.0695,0.400
20:50:11:548,-0.2555,-0.2770,0.4180,0.563
20:50:11:561,-0.1370,-0.4358,0.7696,0.895
20:50:11:562,-0.0038,-0.6352,1.1415,1.306
20:50:11:563,0.1729,-0.8251,1.4746,1.699
20:50:11:567,0.3291,-1.0150,1.7888,2.083
20:50:11:572,0.5366,-1.2074,1.9938,2.392
20:50:11:576,0.7575,-1.3858,2.0855,2.616
20:50:11:581,0.9517,-1.5045,2.0399,2.707
20:50:11:587,1.1435,-1.6520,1.7586,2.670
20:50:11:592,1.2877,-1.8091,1.3201,2.583
20:50:11:597,1.4517,-1.9038,0.8642,2.545
20:50:11:602,1.5901,-1.9864,0.4139,2.578
20:50:11:607,1.6960,-2.0280,-0.0221,2.644
20:50:11:613,1.7576,-2.0287,-0.4160,2.716
20:50:11:615,1.8060,-1.9740,-0.7494,2.778
20:50:11:621,1.7908,-1.9406,-1.0396,2.838
20:50:11:630,1.7451,-1.9140,-1.2799,2.889
20:50:11:631,1.6707,-1.8226,-1.5111,2.898
20:50:11:650,1.6009,-1.6521,-1.7430,2.886
20:50:11:651,1.5929,-1.3619,-1.9302,2.849
20:50:11:652,1.5771,-0.9739,-2.0321,2.750
20:50:11:652,1.5438,-0.6434,-2.1036,2.687
20:50:11:655,1.4690,-0.3728,-2.1590,2.638
20:50:11:659,1.3740,-0.1215,-2.1457,2.551
20:50:11:665,1.2945,0.1346,-2.1043,2.474
20:50:11:671,1.1897,0.3044,-2.0180,2.362
20:50:11:675,1.1051,0.4503,-1.9225,2.263
20:50:11:680,1.0476,0.5413,-1.7912,2.145
20:50:11:685,1.0221,0.5844,-1.6599,2.035
20:50:11:690,0.9663,0.6109,-1.5068,1.891
20:50:11:695,0.9616,0.6255,-1.3673,1.785
20:50:11:698,0.9625,0.6473,-1.1550,1.637
20:50:11:705,1.0266,0.6811,-0.9268,1.542
20:50:11:709,1.0581,0.7316,-0.7421,1.485
20:50:11:715,1.1025,0.7653,-0.5672,1.457
20:50:11:719,1.1501,0.8156,-0.4760,1.488
20:50:11:725,1.2276,0.8324,-0.4587,1.552
20:50:11:729,1.2132,0.7846,-0.3929,1.497
20:50:11:734,1.1906,0.7990,-0.3362,1.473
20:50:11:739,1.1313,0.7607,-0.3100,1.398
20:50:11:766,1.0905,0.7511,-0.2974,1.357
20:50:11:770,1.0394,0.7438,-0.3080,1.315
20:50:11:771,1.0259,0.7031,-0.3487,1.292
20:50:11:771,0.9283,0.6264,-0.4169,1.195
20:50:11:771,0.8636,0.5187,-0.4483,1.103
20:50:11:772,0.8103,0.4159,-0.4715,1.026
20:50:11:773,0.7873,0.2987,-0.4766,0.968
20:50:11:777,0.7946,0.2079,-0.4348,0.929
20:50:11:783,0.8156,0.0621,-0.4058,0.913
20:50:11:787,0.8599,-0.0551,-0.3174,0.918
20:50:11:793,0.8752,-0.1507,-0.2224,0.916
20:50:11:797,0.9215,-0.2201,-0.1661,0.962
20:50:11:802,0.9388,-0.3541,-0.1724,1.018
20:50:11:807,0.9320,-0.5024,-0.1889,1.075
20:50:11:812,0.9323,-0.6649,-0.2445,1.171
20:50:11:816,0.9302,-0.8202,-0.3060,1.277
20:50:11:821,0.8994,-0.9872,-0.3855,1.390
20:50:11:828,0.8232,-1.1182,-0.4597,1.463
20:50:11:832,0.7520,-1.2322,-0.5193,1.534
20:50:11:837,0.7025,-1.3461,-0.5622,1.619
20:50:11:841,0.6460,-1.4215,-0.6366,1.686
20:50:11:848,0.5632,-1.4608,-0.7334,1.729
20:50:11:851,0.4803,-1.4999,-0.8337,1.782
20:50:11:876,0.4476,-1.5030,-0.9284,1.822
20:50:11:878,0.3957,-1.4509,-0.9316,1.769
20:50:11:878,0.3507,-1.3675,-0.8913,1.670
20:50:11:879,0.3320,-1.2817,-0.7980,1.546
20:50:11:879,0.2846,-1.1432,-0.6685,1.355
20:50:11:880,0.3114,-0.9976,-0.5074,1.162
20:50:11:886,0.3147,-0.8663,-0.3933,1.002
20:50:11:891,0.2729,-0.7829,-0.2805,0.875
20:50:11:895,0.2196,-0.6732,-0.1687,0.728
20:50:11:899,0.1713,-0.5732,-0.0839,0.604
20:50:11:905,0.1182,-0.4708,-0.0473,0.488
20:50:11:910,0.0747,-0.3852,0.0013,0.392
20:50:11:915,0.0093,-0.3284,0.0477,0.332
20:50:11:920,-0.0327,-0.2883,0.0874,0.303
20:50:11:925,-0.0683,-0.2603,0.1183,0.294
20:50:11:931,-0.0857,-0.2227,0.1286,0.271
20:50:11:935,-0.1182,-0.2139,0.0707,0.254
20:50:11:940,-0.0989,-0.1955,0.0403,0.223
20:50:11:960,-0.0634,-0.1915,0.0183,0.203
20:50:11:961,-0.0496,-0.2067,0.0021,0.213
20:50:11:962,0.0193,-0.2147,0.0298,0.218
20:50:11:962,0.0723,-0.2132,0.0579,0.232
20:50:11:965,0.1578,-0.2166,0.0959,0.285
20:50:11:969,0.2261,-0.2081,0.1098,0.326
20:50:11:974,0.2108,-0.2356,0.1521,0.351
20:50:11:977,0.1649,-0.2823,0.1651,0.366
20:50:11:985,0.0691,-0.3745,0.1606,0.413
20:50:11:988,-0.1915,-0.5096,0.1382,0.562
20:50:11:993,-0.4810,-0.6446,0.1074,0.811
20:50:11:998,-0.7214,-0.7938,0.0851,1.076
20:50:12:003,-0.8893,-0.8662,0.0738,1.244
20:50:12:008,-1.0089,-0.9505,0.0667,1.388
20:50:12:013,-1.0642,-1.0178,0.0519,1.473
20:50:12:016,-1.1293,-1.0373,0.0612,1.535
20:50:12:022,-1.1662,-1.0304,0.0684,1.558
20:50:12:027,-1.1370,-1.0020,0.0762,1.517
20:50:12:032,-1.1325,-0.9712,0.0701,1.494
20:50:12:049,-1.0907,-0.9572,0.0072,1.451
20:50:12:050,-1.0498,-0.9431,-0.0528,1.412
20:50:12:050,-1.0529,-0.9410,-0.1052,1.416
20:50:12:052,-1.0112,-0.9484,-0.1979,1.400
20:50:12:055,-1.0134,-0.9868,-0.2760,1.441
20:50:12:060,-0.9946,-0.9868,-0.3398,1.442
20:50:12:067,-1.0073,-0.9892,-0.4061,1.469
20:50:12:071,-0.9937,-0.9389,-0.4778,1.448
20:50:12:076,-0.9944,-0.8551,-0.4663,1.392
20:50:12:081,-0.9899,-0.7738,-0.4125,1.322
20:50:12:087,-0.9994,-0.7189,-0.3687,1.285
20:50:12:091,-1.0036,-0.6879,-0.3540,1.267
20:50:12:096,-1.0024,-0.6522,-0.3445,1.244
20:50:12:101,-0.9886,-0.6214,-0.3999,1.234
20:50:12:106,-0.9911,-0.5977,-0.4105,1.228
20:50:12:111,-0.9477,-0.5358,-0.4143,1.165
20:50:12:115,-0.9107,-0.4788,-0.3780,1.096
20:50:12:120,-0.8897,-0.3812,-0.3015,1.014
20:50:12:125,-0.8486,-0.3053,-0.2351,0.932
20:50:12:134,-0.8279,-0.2201,-0.1808,0.876
20:50:12:135,-0.8351,-0.1302,-0.1361,0.856
