time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
20:50:14:528,-0.5375,-0.7116,0.3835,0.971
20:50:14:532,-0.6134,-0.6912,0.3270,0.980
20:50:14:536,-0.6672,-0.6158,0.2178,0.934
20:50:14:540,-0.7350,-0.5955,0.2044,0.968
20:50:14:549,-0.7836,-0.5848,0.2964,1.022
20:50:14:551,-0.8657,-0.5407,0.3983,1.096
20:50:14:565,-0.9121,-0.4896,0.4599,1.133
20:50:14:566,-0.9685,-0.4291,0.5032,1.173
20:50:14:567,-1.0109,-0.3545,0.5496,1.204
20:50:14:571,-1.0607,-0.2824,0.5488,1.227
20:50:14:576,-1.1302,-0.2369,0.4981,1.258
20:50:14:581,-1.1932,-0.2201,0.4571,1.297
20:50:14:586,-1.2258,-0.1795,0.4712,1.325
20:50:14:591,-1.2520,-0.1389,0.4949,1.353
20:50:14:595,-1.3076,-0.0938,0.5713,1.430
20:50:14:600,-1.3304,-0.0845,0.6118,1.467
20:50:14:605,-1.3252,-0.0682,0.5756,1.446
20:50:14:610,-1.2419,-0.0303,0.5250,1.349
20:50:14:615,-1.1377,0.0505,0.4356,1.219
20:50:14:619,-0.9958,0.1648,0.4006,1.086
20:50:14:625,-0.8086,0.2623,0.3888,0.935
20:50:14:630,-0.6477,0.3813,0.4172,0.860
20:50:14:635,-0.5392,0.4620,0.4331,0.832
20:50:14:639,-0.4396,0.5810,0.4891,0.877
20:50:14:649,-0.3436,0.6521,0.5565,0.924
20:50:14:650,-0.3205,0.6970,0.6090,0.979
20:50:14:676,-0.3057,0.7516,0.6871,1.063
20:50:14:677,-0.3064,0.8038,0.8483,1.208
20:50:14:677,-0.2987,0.8800,1.0496,1.402
20:50:14:678,-0.3257,0.9610,1.2578,1.616
20:50:14:678,-0.3927,1.0036,1.4709,1.823
20:50:14:679,-0.4619,1.0963,1.6699,2.050
20:50:14:685,-0.6658,1.2221,1.8860,2.344
20:50:14:688,-0.8454,1.3715,2.1601,2.695
20:50:14:693,-0.9707,1.6279,2.4372,3.087
20:50:14:697,-0.9830,1.9551,2.6964,3.473
20:50:14:704,-0.8038,2.3484,2.9095,3.824
20:50:14:708,-0.3034,2.8122,3.0415,4.153
20:50:14:713,0.4428,3.2748,3.0427,4.492
20:50:14:718,1.2331,3.6887,2.8654,4.831
20:50:14:723,1.8702,4.0754,2.5887,5.178
20:50:14:728,2.3433,4.4207,2.2627,5.491
20:50:14:733,2.6607,4.6842,1.8988,5.712
20:50:14:737,2.8353,4.9162,1.4583,5.860
20:50:14:742,2.8755,5.0167,0.9886,5.866
20:50:14:749,2.7988,5.0169,0.5965,5.776
20:50:14:752,2.5441,4.8166,0.2696,5.454
20:50:14:764,2.1785,4.4522,-0.0982,4.958
20:50:14:765,1.7425,3.9669,-0.4312,4.354
20:50:14:767,1.3601,3.3896,-0.7777,3.734
20:50:14:772,1.0995,2.8090,-1.0716,3.201
20:50:14:775,0.9046,2.2776,-1.3133,2.780
20:50:14:780,0.6614,1.7666,-1.4244,2.364
20:50:14:788,0.4066,1.3045,-1.4239,1.973
20:50:14:791,0.1293,0.8936,-1.2804,1.567
20:50:14:796,-0.0908,0.5168,-1.0798,1.201
20:50:14:801,-0.2834,0.1309,-0.8047,0.863
20:50:14:807,-0.3848,-0.1950,-0.4398,0.616
20:50:14:811,-0.4002,-0.5328,-0.0176,0.667
20:50:14:816,-0.3368,-0.8397,0.3362,0.965
20:50:14:819,-0.1946,-1.0942,0.5700,1.249
20:50:14:826,0.0865,-1.2893,0.6869,1.463
20:50:14:830,0.5261,-1.4012,0.6798,1.644
20:50:14:836,1.0103,-1.3653,0.4769,1.764
20:50:14:840,1.5135,-1.3225,0.0799,2.011
20:50:14:845,1.9529,-1.2489,-0.4091,2.354
20:50:14:851,2.3054,-1.1849,-0.8665,2.733
20:50:14:864,2.5451,-1.1137,-1.2403,3.042
20:50:14:865,2.6889,-1.0592,-1.5000,3.256
20:50:14:865,2.7584,-0.9927,-1.6983,3.388
20:50:14:869,2.7463,-0.9142,-1.8493,3.435
20:50:14:873,2.6521,-0.8191,-1.9075,3.368
20:50:14:880,2.5689,-0.7600,-1.9758,3.329
20:50:14:885,2.4558,-0.6770,-2.0807,3.289
20:50:14:890,2.4274,-0.6324,-2.2315,3.357
20:50:14:894,2.3809,-0.6428,-2.3186,3.385
20:50:14:898,2.3618,-0.6365,-2.3753,3.410
20:50:14:906,2.3440,-0.6229,-2.3971,3.410
20:50:14:909,2.3017,-0.5902,-2.3769,3.361
20:50:14:914,2.3070,-0.5670,-2.3411,3.335
20:50:14:918,2.2574,-0.5508,-2.2444,3.231
20:50:14:924,2.2010,-0.5320,-2.1660,3.134
20:50:14:928,2.1356,-0.5275,-2.0869,3.032
20:50:14:933,2.0709,-0.5179,-2.0122,2.934
20:50:14:937,1.9566,-0.5057,-1.9658,2.819
20:50:14:942,1.8165,-0.5029,-1.8978,2.675
20:50:14:952,1.6716,-0.4855,-1.8344,2.529
20:50:14:954,1.5554,-0.4799,-1.7446,2.386
20:50:14:966,1.4414,-0.4168,-1.6592,2.237
20:50:14:967,1.3486,-0.3559,-1.5135,2.058
20:50:14:968,1.2770,-0.3165,-1.3813,1.908
20:50:14:972,1.2121,-0.2388,-1.1951,1.719
20:50:14:976,1.1803,-0.1660,-0.9997,1.556
20:50:14:982,1.1554,-0.0789,-0.7657,1.388
20:50:14:987,1.1636,0.0056,-0.4948,1.264
20:50:14:992,1.1980,0.0946,-0.2149,1.221
20:50:14:997,1.1776,0.1594,0.0820,1.191
20:50:15:002,1.2081,0.1927,0.3537,1.273
20:50:15:006,1.2228,0.1825,0.5742,1.363
20:50:15:015,1.2051,0.1529,0.7149,1.410
20:50:15:015,1.1311,0.0608,0.7497,1.358
20:50:15:020,0.9957,-0.1175,0.7525,1.254
20:50:15:026,0.9110,-0.2530,0.7017,1.177
20:50:15:031,0.7859,-0.4363,0.6445,1.106
20:50:15:036,0.6655,-0.6053,0.5589,1.059
20:50:15:041,0.5973,-0.7622,0.4782,1.080
20:50:15:046,0.5286,-0.9000,0.3539,1.102
20:50:15:051,0.4594,-0.9874,0.1950,1.106
20:50:15:059,0.3918,-1.0006,0.0296,1.075
20:50:15:060,0.3259,-1.0113,-0.1213,1.069
20:50:15:071,0.2998,-0.9741,-0.2128,1.041
20:50:15:073,0.2586,-0.9344,-0.2667,1.006
20:50:15:075,0.2023,-0.8922,-0.3145,0.967
20:50:15:080,0.1860,-0.8331,-0.4116,0.948
20:50:15:085,0.1670,-0.7285,-0.4957,0.897
20:50:15:090,0.1597,-0.6430,-0.5625,0.869
20:50:15:095,0.1472,-0.5669,-0.6480,0.873
20:50:15:098,0.1392,-0.4668,-0.7283,0.876
20:50:15:105,0.1595,-0.3642,-0.7533,0.852
20:50:15:109,0.1817,-0.2831,-0.7636,0.834
20:50:15:114,0.1916,-0.2163,-0.7996,0.850
20:50:15:119,0.2563,-0.1278,-0.8300,0.878
20:50:15:125,0.3116,-0.0752,-0.8594,0.917
20:50:15:129,0.3504,-0.0465,-0.8491,0.920
20:50:15:134,0.3969,-0.0058,-0.7900,0.884
20:50:15:138,0.3989,0.0088,-0.7081,0.813
20:50:15:144,0.4380,0.0090,-0.5725,0.721
20:50:15:147,0.4236,-0.0170,-0.4093,0.589
20:50:15:154,0.4277,-0.0907,-0.2663,0.512
20:50:15:167,0.3548,-0.1691,-0.1362,0.416
20:50:15:168,0.3416,-0.2521,-0.0619,0.429
20:50:15:168,0.2707,-0.2825,0.0429,0.394
20:50:15:173,0.2330,-0.2842,0.1303,0.390
20:50:15:177,0.1590,-0.3074,0.1980,0.399
20:50:15:183,0.0509,-0.3115,0.2461,0.400
20:50:15:188,-0.0579,-0.3873,0.3008,0.494
20:50:15:192,-0.1987,-0.4510,0.3720,0.617
20:50:15:197,-0.3552,-0.5649,0.4358,0.797
20:50:15:202,-0.4823,-0.6452,0.4589,0.927
20:50:15:207,-0.6138,-0.7564,0.4629,1.078
20:50:15:212,-0.7117,-0.8436,0.4287,1.184
20:50:15:217,-0.8145,-0.9211,0.3921,1.291
20:50:15:223,-0.8791,-1.0272,0.3914,1.408
20:50:15:227,-0.9224,-1.0973,0.4120,1.492
20:50:15:232,-0.9441,-1.1363,0.4087,1.533
20:50:15:236,-0.9777,-1.1417,0.3814,1.551
20:50:15:243,-1.0403,-1.1734,0.3179,1.600
20:50:15:246,-1.1293,-1.2241,0.2325,1.682
20:50:15:264,-1.1636,-1.2006,0.1370,1.678
20:50:15:265,-1.1983,-1.1675,0.0484,1.674
20:50:15:266,-1.2453,-1.1368,0.0264,1.686
20:50:15:266,-1.2593,-1.1492,-0.0080,1.705
20:50:15:271,-1.2548,-1.1399,-0.0282,1.695
20:50:15:275,-1.2626,-1.1569,-0.0895,1.715
20:50:15:280,-1.2443,-1.1572,-0.1463,1.705
20:50:15:285,-1.2190,-1.1573,-0.1939,1.692
20:50:15:290,-1.1819,-1.1264,-0.2228,1.648
20:50:15:296,-1.1279,-1.0835,-0.2521,1.584
20:50:15:299,-1.0785,-1.0526,-0.2601,1.529
20:50:15:306,-1.0552,-0.9620,-0.2757,1.454
20:50:15:309,-1.1442,-0.8785,-0.2702,1.468
20:50:15:318,-1.2355,-0.8000,-0.2794,1.498
20:50:15:319,-1.2982,-0.7047,-0.2911,1.506
20:50:15:326,-1.3061,-0.5976,-0.2958,1.466
20:50:15:330,-1.3622,-0.4644,-0.3601,1.483
20:50:15:334,-1.3757,-0.3623,-0.4531,1.493
20:50:15:339,-1.3469,-0.2221,-0.5244,1.462
20:50:15:345,-1.2828,-0.0844,-0.5955,1.417
20:50:15:349,-1.2380,-0.0425,-0.6495,1.399
20:50:15:354,-1.1841,-0.0079,-0.6864,1.369
20:50:15:371,-1.1566,0.0148,-0.7660,1.387
20:50:15:372,-1.0957,0.0303,-0.8576,1.392
20:50:15:373,-1.0680,0.0386,-0.9160,1.408
20:50:15:374,-1.0593,0.0709,-0.9415,1.419
20:50:15:377,-1.0310,0.1367,-0.9558,1.413
20:50:15:385,-1.0164,0.2121,-0.9306,1.394
20:50:15:388,-0.9794,0.3281,-0.9068,1.374
20:50:15:394,-0.9891,0.4083,-0.7910,1.331
20:50:15:398,-0.9955,0.5076,-0.5837,1.261
20:50:15:402,-0.9767,0.6524,-0.4041,1.242
20:50:15:409,-0.9876,0.7636,-0.2759,1.279
20:50:15:413,-1.0355,0.8509,-0.1272,1.346
20:50:15:416,-1.0775,0.9954,0.0091,1.467
20:50:15:421,-1.0993,1.1255,0.1382,1.579
20:50:15:428,-1.1873,1.2697,0.2749,1.760
20:50:15:432,-1.3394,1.3276,0.4769,1.945
20:50:15:437,-1.6086,1.2730,0.6177,2.142
20:50:15:446,-1.8208,1.1946,0.6876,2.284
20:50:15:447,-1.9477,1.0875,0.6917,2.335
20:50:15:462,-2.0250,1.0115,0.7348,2.380
20:50:15:463,-2.0671,0.9810,0.7546,2.409
20:50:15:464,-2.0767,0.9864,0.7697,2.425
20:50:15:467,-2.0326,1.0516,0.8133,2.429
20:50:15:472,-1.9661,1.2531,0.8274,2.474
20:50:15:477,-1.8727,1.5383,0.7277,2.530
20:50:15:481,-1.7604,1.8832,0.5688,2.640
20:50:15:486,-1.6368,2.3524,0.4124,2.895
20:50:15:491,-1.4901,2.8453,0.3326,3.229
20:50:15:495,-1.3113,3.3334,0.3317,3.597
20:50:15:499,-1.0979,3.8332,0.3887,4.006
20:50:15:505,-0.8328,4.3136,0.5502,4.428
20:50:15:511,-0.5804,4.7695,0.7079,4.857
20:50:15:515,-0.2946,5.1959,0.8035,5.266
20:50:15:520,-0.0397,5.5617,0.8069,5.620
20:50:15:526,0.1847,5.7712,0.7649,5.825
20:50:15:530,0.3958,5.8792,0.7286,5.937
20:50:15:535,0.5605,5.8572,0.7324,5.929
20:50:15:538,0.7895,5.7075,0.7003,5.804
20:50:15:545,1.0670,5.3967,0.6516,5.540
20:50:15:549,1.3316,4.9395,0.5647,5.147
20:50:15:555,1.6249,4.3312,0.4436,4.647
20:50:15:567,1.9124,3.7012,0.2831,4.176
20:50:15:568,2.1496,3.0568,0.0511,3.737
20:50:15:569,2.3037,2.4221,-0.2061,3.349
20:50:15:574,2.4712,1.8259,-0.6357,3.138
20:50:15:577,2.5447,1.2422,-1.0862,3.033
20:50:15:585,2.5534,0.6927,-1.3661,2.978
20:50:15:588,2.5881,0.1465,-1.5277,3.009
20:50:15:593,2.5748,-0.3628,-1.6369,3.073
20:50:15:598,2.4751,-0.7991,-1.6498,3.080
20:50:15:604,2.3919,-1.0980,-1.5795,3.069
20:50:15:608,2.2749,-1.3168,-1.4817,3.017
20:50:15:613,2.1357,-1.4340,-1.4071,2.932
20:50:15:617,1.9669,-1.4711,-1.2628,2.762
20:50:15:623,1.7439,-1.4925,-1.1084,2.549
20:50:15:628,1.4541,-1.4959,-0.8763,2.263
20:50:15:633,1.1086,-1.4189,-0.5920,1.896
20:50:15:637,0.8115,-1.3144,-0.2447,1.564
20:50:15:642,0.5497,-1.1705,0.1148,1.298
20:50:15:648,0.3484,-0.9229,0.5046,1.108
20:50:15:663,0.1681,-0.7296,0.9554,1.214
20:50:15:664,-0.0138,-0.6004,1.2629,1.398
20:50:15:664,-0.2799,-0.4424,1.3546,1.452
20:50:15:667,-0.4951,-0.3251,1.4449,1.562
20:50:15:671,-0.6795,-0.2465,1.4485,1.619
20:50:15:677,-0.8245,-0.2427,1.3996,1.642
20:50:15:681,-0.8975,-0.2614,1.3061,1.606
20:50:15:687,-0.9493,-0.2978,1.2257,1.579
20:50:15:691,-0.9130,-0.3428,1.1490,1.507
20:50:15:695,-0.8031,-0.3604,1.0764,1.390
20:50:15:701,-0.6169,-0.3820,0.9958,1.232
20:50:15:706,-0.2587,-0.3382,0.9313,1.024
20:50:15:711,0.2749,-0.3151,0.8997,0.992
20:50:15:716,0.7411,-0.3485,0.9030,1.219
20:50:15:721,1.1576,-0.4404,0.7973,1.473
20:50:15:726,1.4231,-0.5475,0.6176,1.645
20:50:15:730,1.7084,-0.6096,0.3125,1.841
20:50:15:735,1.8657,-0.6385,-0.0382,1.972
20:50:15:739,1.9986,-0.6434,-0.3329,2.126
20:50:15:747,2.0358,-0.6625,-0.5178,2.203
20:50:15:749,2.1361,-0.6860,-0.7134,2.354
20:50:15:756,2.2451,-0.5989,-0.8896,2.488
20:50:15:760,2.2987,-0.5949,-1.0213,2.585
20:50:15:777,2.3811,-0.6545,-1.0973,2.702
20:50:15:778,2.4067,-0.7204,-1.0390,2.719
20:50:15:778,2.4573,-0.6706,-0.9250,2.710
20:50:15:779,2.4903,-0.6775,-0.8103,2.705
20:50:15:787,2.4645,-0.7171,-0.6971,2.660
20:50:15:789,2.4322,-0.8180,-0.6161,2.639
20:50:15:793,2.3879,-0.8872,-0.5047,2.597
20:50:15:799,2.3000,-0.9797,-0.3671,2.527
20:50:15:805,2.2157,-1.0980,-0.2602,2.487
20:50:15:809,2.1273,-1.2327,-0.1093,2.461
20:50:15:813,1.8764,-1.3502,0.0022,2.312
20:50:15:817,1.5433,-1.3935,0.1349,2.084
20:50:15:826,1.1587,-1.4297,0.2724,1.860
20:50:15:831,0.8707,-1.4397,0.3815,1.725
20:50:15:833,0.7460,-1.3998,0.4220,1.641
20:50:15:839,0.6723,-1.3409,0.4177,1.557
20:50:15:849,0.6759,-1.3302,0.3829,1.540
20:50:15:850,0.7307,-1.3339,0.3510,1.561
20:50:15:864,0.7938,-1.3784,0.3531,1.629
20:50:15:865,0.9013,-1.3275,0.3367,1.639
20:50:15:866,0.9645,-1.2911,0.3448,1.648
20:50:15:867,0.9858,-1.2477,0.3753,1.634
20:50:15:871,1.0062,-1.2358,0.3973,1.642
20:50:15:879,1.0092,-1.2887,0.3943,1.684
20:50:15:882,1.0092,-1.3131,0.3973,1.703
20:50:15:887,1.0040,-1.3305,0.3895,1.712
20:50:15:892,0.9746,-1.3385,0.3014,1.683
20:50:15:896,0.9470,-1.3586,0.1353,1.662
20:50:15:900,0.9022,-1.3596,-0.0088,1.632
20:50:15:907,0.8736,-1.3320,-0.2366,1.610
20:50:15:912,0.8539,-1.3210,-0.4480,1.636
20:50:15:917,0.8048,-1.2933,-0.5523,1.620
20:50:15:921,0.7834,-1.2393,-0.6094,1.588
20:50:15:926,0.7780,-1.1638,-0.6622,1.549
20:50:15:930,0.7935,-1.0716,-0.7302,1.520
20:50:15:937,0.8616,-0.9459,-0.7582,1.487
20:50:15:941,0.8652,-0.8393,-0.7584,1.424
20:50:15:949,0.8908,-0.7685,-0.7283,1.384
20:50:15:950,0.8668,-0.7789,-0.6801,1.349
20:50:15:965,0.8411,-0.7293,-0.5850,1.258
20:50:15:966,0.7898,-0.7513,-0.5026,1.200
20:50:15:966,0.7414,-0.7660,-0.4330,1.151
20:50:15:970,0.6265,-0.7805,-0.3330,1.055
20:50:15:974,0.5430,-0.8092,-0.2884,1.016
20:50:15:979,0.4835,-0.8642,-0.1915,1.009
20:50:15:986,0.3810,-0.8689,-0.1521,0.961
20:50:15:990,0.3120,-0.8449,-0.1198,0.909
20:50:15:996,0.2191,-0.7827,-0.1185,0.821
20:50:15:999,0.1309,-0.7279,-0.1124,0.748
20:50:16:005,0.0787,-0.6945,-0.1133,0.708
20:50:16:009,0.0385,-0.6039,-0.1021,0.614
20:50:16:014,0.0153,-0.5278,-0.0835,0.535
20:50:16:018,-0.0292,-0.4328,-0.0595,0.438
20:50:16:025,-0.0329,-0.4049,-0.0250,0.407
20:50:16:029,-0.0703,-0.3916,-0.0421,0.400
20:50:16:034,-0.1128,-0.3738,-0.0078,0.391
20:50:16:039,-0.1439,-0.3993,0.0227,0.425
20:50:16:046,-0.1517,-0.3843,0.0114,0.413
20:50:16:050,-0.1051,-0.3720,-0.0179,0.387
20:50:16:056,-0.0782,-0.4053,-0.0295,0.414
20:50:16:061,-0.0205,-0.4866,-0.0496,0.490
20:50:16:064,0.0440,-0.5416,-0.0427,0.545
20:50:16:068,0.0990,-0.5584,-0.0520,0.570
20:50:16:073,0.1017,-0.5896,-0.1041,0.607
20:50:16:078,0.0880,-0.6445,-0.1059,0.659
20:50:16:082,0.0865,-0.6540,-0.0671,0.663
20:50:16:089,0.0660,-0.7089,-0.0640,0.715
20:50:16:091,0.0432,-0.7542,-0.0992,0.762
20:50:16:097,0.0275,-0.8114,-0.1223,0.821
20:50:16:102,-0.0650,-0.8613,-0.1598,0.878
20:50:16:107,-0.1242,-0.9184,-0.1685,0.942
20:50:16:112,-0.2079,-0.9300,-0.1941,0.973
20:50:16:117,-0.2328,-0.9272,-0.2054,0.978
20:50:16:122,-0.2467,-0.9150,-0.1855,0.966
20:50:16:127,-0.2829,-0.8551,-0.1224,0.909
20:50:16:131,-0.2887,-0.7763,-0.1235,0.837
20:50:16:135,-0.2832,-0.7406,-0.0908,0.798
20:50:16:141,-0.2326,-0.7218,-0.0291,0.759
20:50:16:151,-0.1963,-0.6936,0.0520,0.723
20:50:16:152,-0.1882,-0.6606,0.1360,0.700
20:50:16:165,-0.2056,-0.6373,0.2659,0.720
20:50:16:166,-0.2678,-0.6690,0.3438,0.798
20:50:16:167,-0.3796,-0.6890,0.4584,0.910
20:50:16:171,-0.5269,-0.7759,0.5693,1.097
20:50:16:176,-0.6549,-0.8965,0.6573,1.290
20:50:16:179,-0.7900,-1.0147,0.7083,1.468
20:50:16:186,-0.9325,-1.1138,0.7530,1.636
20:50:16:190,-1.0442,-1.1985,0.7483,1.757
20:50:16:196,-1.1251,-1.2403,0.7441,1.832
20:50:16:200,-1.1681,-1.2389,0.7135,1.846
20:50:16:205,-1.1848,-1.2231,0.6874,1.836
20:50:16:210,-1.2396,-1.2049,0.6463,1.846
20:50:16:215,-1.2368,-1.0765,0.5515,1.730
20:50:16:219,-1.1928,-0.9241,0.4676,1.580
20:50:16:225,-1.1195,-0.7573,0.4040,1.411
20:50:16:230,-1.0500,-0.5905,0.4133,1.274
20:50:16:235,-1.0059,-0.4165,0.4238,1.168
20:50:16:239,-0.9054,-0.2782,0.4353,1.042
20:50:16:248,-0.8727,-0.1854,0.4363,0.993
20:50:16:249,-0.8694,-0.1785,0.4893,1.013
20:50:16:255,-0.9315,-0.1859,0.5776,1.112
20:50:16:258,-0.9350,-0.1955,0.6680,1.166
20:50:16:279,-1.0572,-0.2219,0.7058,1.290
20:50:16:280,-1.0664,-0.2004,0.7150,1.299
20:50:16:281,-1.1637,-0.1909,0.7051,1.374
20:50:16:281,-1.1728,-0.1623,0.7097,1.380
20:50:16:284,-1.1849,0.0001,0.7740,1.415
20:50:16:288,-1.1456,0.2315,0.8741,1.459
20:50:16:293,-1.1033,0.4746,1.0073,1.567
20:50:16:297,-1.1137,0.7770,1.2237,1.828
20:50:16:301,-1.1657,1.0908,1.5043,2.194
20:50:16:308,-1.0545,1.4710,1.7894,2.545
20:50:16:313,-0.8572,1.9462,2.0887,2.981
20:50:16:317,-0.6266,2.4228,2.2998,3.399
20:50:16:323,-0.2454,3.0371,2.3520,3.849
20:50:16:327,0.2052,3.5619,2.3915,4.295
20:50:16:333,0.6544,4.1645,2.3068,4.806
20:50:16:336,1.1199,4.7612,2.2564,5.387
20:50:16:343,1.6073,5.3806,2.0730,5.986
20:50:16:347,2.0943,5.9870,1.7522,6.580
20:50:16:352,2.5396,6.4680,1.3611,7.081
20:50:16:374,2.9189,6.8310,0.9932,7.495
20:50:16:375,3.1864,7.0284,0.6149,7.741
20:50:16:375,3.3819,7.0150,0.2523,7.792
20:50:16:375,3.4709,6.7935,-0.1191,7.630
20:50:16:376,3.4515,6.3691,-0.5358,7.264
20:50:16:380,3.3767,5.7731,-0.9580,6.756
20:50:16:386,3.1385,4.9631,-1.2527,6.004
20:50:16:391,2.6691,4.0851,-1.4163,5.081
20:50:16:396,2.2997,3.2277,-1.5859,4.269
20:50:16:400,2.0098,2.4151,-1.7242,3.584
20:50:16:406,1.6737,1.5706,-1.7672,2.897
20:50:16:411,1.4026,0.7708,-1.6912,2.328
20:50:16:416,1.1569,0.0253,-1.5419,1.928
20:50:16:419,0.9719,-0.6256,-1.3165,1.752
20:50:16:427,0.8083,-1.1748,-1.0058,1.745
20:50:16:432,0.6533,-1.7349,-0.5950,1.947
20:50:16:435,0.5137,-2.2079,-0.1527,2.272
20:50:16:441,0.4727,-2.5439,0.1999,2.595
20:50:16:445,0.4680,-2.7838,0.4151,2.853
20:50:16:450,0.5042,-2.9109,0.5027,2.997
20:50:16:455,0.5477,-2.9542,0.4557,3.039
20:50:16:459,0.5960,-2.9543,0.2836,3.027
20:50:16:472,0.6346,-2.9496,0.0580,3.018
20:50:16:473,0.6800,-2.9377,-0.1400,3.019
20:50:16:474,0.6482,-2.8542,-0.3585,2.949
20:50:16:479,0.5913,-2.7756,-0.5903,2.899
20:50:16:485,0.5471,-2.6111,-0.8235,2.792
20:50:16:489,0.4409,-2.4376,-1.0608,2.695
20:50:16:494,0.3726,-2.2334,-1.2569,2.590
20:50:16:497,0.3228,-2.0177,-1.4956,2.532
20:50:16:505,0.3174,-1.8002,-1.7199,2.510
20:50:16:508,0.3613,-1.5927,-1.8676,2.481
20:50:16:513,0.5073,-1.3187,-1.9267,2.389
20:50:16:518,0.7153,-0.9855,-1.9425,2.293
20:50:16:524,0.9884,-0.5978,-1.9291,2.248
20:50:16:528,1.3132,-0.2034,-1.8241,2.257
20:50:16:533,1.6361,0.1475,-1.6772,2.348
20:50:16:536,1.9530,0.4551,-1.4566,2.478
20:50:16:542,2.2626,0.7625,-1.2096,2.677
20:50:16:548,2.5469,1.0074,-1.0097,2.919
20:50:16:552,2.7779,1.1469,-0.8493,3.123
20:50:16:561,2.9372,1.2600,-0.7254,3.277
20:50:16:563,3.0514,1.2870,-0.6378,3.373
20:50:16:576,3.0802,1.2637,-0.5674,3.377
20:50:16:577,3.0499,1.1735,-0.5047,3.307
20:50:16:577,2.9199,1.0476,-0.4591,3.136
20:50:16:581,2.7641,0.8716,-0.4238,2.929
20:50:16:587,2.5272,0.6742,-0.3964,2.645
20:50:16:591,2.2469,0.5009,-0.3744,2.332
20:50:16:597,1.9422,0.3062,-0.3676,2.000
20:50:16:601,1.6265,0.1212,-0.3665,1.672
20:50:16:607,1.3211,-0.0445,-0.3618,1.371
20:50:16:611,1.0641,-0.1815,-0.2723,1.113
20:50:16:618,0.8503,-0.2849,-0.2466,0.930
20:50:16:619,0.6628,-0.3763,-0.2275,0.795
20:50:16:625,0.5182,-0.5058,-0.2032,0.752
20:50:16:631,0.4355,-0.6567,-0.1402,0.800
20:50:16:635,0.3669,-0.8051,-0.1151,0.892
20:50:16:639,0.2570,-0.8960,-0.0993,0.937
20:50:16:645,0.2205,-0.9964,-0.1238,1.028
20:50:16:653,0.1830,-1.0823,-0.1316,1.106
20:50:16:655,0.1010,-1.1729,-0.1636,1.189
20:50:16:672,0.0438,-1.1774,-0.2342,1.201
20:50:16:673,0.0185,-1.1699,-0.3767,1.229
20:50:16:673,-0.0255,-1.2054,-0.4621,1.291
20:50:16:675,-0.0904,-1.2265,-0.5000,1.328
20:50:16:679,-0.1120,-1.1759,-0.5095,1.286
20:50:16:685,-0.1306,-1.1589,-0.4903,1.265
20:50:16:689,-0.1104,-1.0916,-0.4713,1.194
20:50:16:694,-0.0560,-1.0172,-0.4716,1.123
20:50:16:698,0.0237,-0.9070,-0.4868,1.030
20:50:16:705,0.1074,-0.7658,-0.5001,0.921
20:50:16:709,0.1862,-0.6629,-0.5214,0.864
20:50:16:714,0.2676,-0.5289,-0.5556,0.812
20:50:16:718,0.3138,-0.4427,-0.5860,0.799
20:50:16:725,0.3420,-0.3923,-0.5481,0.756
20:50:16:728,0.3642,-0.3251,-0.4851,0.688
20:50:16:735,0.3472,-0.2914,-0.4112,0.612
20:50:16:737,0.3126,-0.3030,-0.3458,0.556
20:50:16:744,0.2579,-0.3145,-0.2240,0.464
20:50:16:748,0.1567,-0.3642,-0.1269,0.416
20:50:16:754,-0.0153,-0.4018,-0.0376,0.404
20:50:16:758,-0.2439,-0.4225,0.0392,0.489
20:50:16:768,-0.4410,-0.3835,0.1179,0.596
20:50:16:769,-0.5636,-0.3038,0.1652,0.661
20:50:16:773,-0.6644,-0.2171,0.2175,0.732
20:50:16:776,-0.7051,-0.1185,0.2843,0.769
20:50:16:781,-0.7766,-0.0153,0.3417,0.849
20:50:16:787,-0.8357,0.0663,0.3515,0.909
20:50:16:792,-0.9084,0.1167,0.3471,0.979
20:50:16:797,-0.9757,0.1551,0.3691,1.055
20:50:16:802,-1.0592,0.1360,0.3719,1.131
20:50:16:808,-1.1346,0.0884,0.4033,1.207
20:50:16:813,-1.1951,0.0671,0.4129,1.266
20:50:16:816,-1.2430,0.0028,0.4365,1.317
20:50:16:822,-1.2809,-0.0590,0.4261,1.351
20:50:16:826,-1.2681,-0.1756,0.4368,1.353
20:50:16:831,-1.2861,-0.2156,0.4352,1.375
20:50:16:837,-1.2511,-0.2746,0.4141,1.346
20:50:16:841,-1.2303,-0.3168,0.3521,1.318
20:50:16:846,-1.1879,-0.3160,0.3163,1.269
20:50:16:855,-1.1360,-0.2768,0.2806,1.202
20:50:16:855,-1.0936,-0.2904,0.2428,1.157
20:50:16:871,-1.0800,-0.2609,0.1959,1.128
20:50:16:872,-1.0308,-0.2434,0.1400,1.068
20:50:16:873,-0.9650,-0.1519,0.0488,0.978
20:50:16:875,-0.9544,-0.0510,-0.0489,0.957
20:50:16:880,-0.9176,0.0188,-0.1606,0.932
20:50:16:885,-0.8952,0.0693,-0.2576,0.934
20:50:16:890,-0.8965,0.1006,-0.3210,0.958
20:50:16:895,-0.8999,0.1438,-0.3891,0.991
20:50:16:898,-0.9029,0.2061,-0.5124,1.058
20:50:16:905,-0.8932,0.2181,-0.5905,1.093
