time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
21:06:08:224,-0.6879,-0.0426,0.9571,1.179
21:06:08:226,-0.7642,-0.0740,0.9723,1.239
21:06:08:233,-0.8200,-0.1362,0.9308,1.248
21:06:08:236,-0.9006,-0.1789,0.9019,1.287
21:06:08:241,-0.9588,-0.2238,0.8996,1.334
21:06:08:258,-1.0448,-0.2232,0.8121,1.342
21:06:08:258,-1.1091,-0.2464,0.7207,1.345
21:06:08:259,-1.1614,-0.2598,0.6039,1.335
21:06:08:261,-1.1997,-0.3323,0.4900,1.338
21:06:08:265,-1.1909,-0.3637,0.3928,1.306
21:06:08:270,-1.1806,-0.3803,0.2858,1.273
21:06:08:275,-1.1807,-0.4155,0.1854,1.265
21:06:08:281,-1.1247,-0.4074,0.1224,1.202
21:06:08:285,-1.0960,-0.3778,0.0633,1.161
21:06:08:290,-1.0609,-0.3244,0.0507,1.111
21:06:08:297,-0.9739,-0.2285,0.0153,1.001
21:06:08:299,-0.9279,-0.1759,0.0049,0.944
21:06:08:306,-0.8939,-0.0903,0.0643,0.901
21:06:08:310,-0.8146,-0.0337,0.1386,0.827
21:06:08:316,-0.7759,-0.0273,0.1920,0.800
21:06:08:319,-0.7539,0.0220,0.2272,0.788
21:06:08:324,-0.7108,0.0829,0.2443,0.756
21:06:08:329,-0.6895,0.1744,0.3078,0.775
21:06:08:334,-0.5736,0.2580,0.4488,0.773
21:06:08:343,-0.5063,0.2959,0.5414,0.798
21:06:08:345,-0.4303,0.3428,0.5557,0.782
21:06:08:358,-0.3433,0.3915,0.5685,0.771
21:06:08:359,-0.2311,0.4065,0.5185,0.698
21:06:08:360,-0.1128,0.4993,0.4943,0.712
21:06:08:364,0.0210,0.5698,0.4838,0.748
21:06:08:369,0.1247,0.6584,0.4536,0.809
21:06:08:374,0.2387,0.7651,0.3325,0.868
21:06:08:377,0.3197,0.9182,0.1921,0.991
21:06:08:381,0.4201,1.1128,0.0395,1.190
21:06:08:388,0.5206,1.3319,-0.1352,1.436
21:06:08:394,0.6664,1.5374,-0.3058,1.703
21:06:08:397,0.8436,1.6961,-0.4084,1.938
21:06:08:403,1.0407,1.7989,-0.4360,2.123
21:06:08:408,1.2422,1.8389,-0.4249,2.259
21:06:08:412,1.4404,1.8678,-0.3922,2.391
21:06:08:416,1.5724,1.7982,-0.3611,2.416
21:06:08:424,1.6724,1.6781,-0.3054,2.389
21:06:08:427,1.6113,1.4931,-0.2274,2.209
21:06:08:434,1.4969,1.2959,-0.1511,1.986
21:06:08:437,1.3454,1.0842,-0.1481,1.734
21:06:08:442,1.1561,0.8580,-0.1586,1.448
21:06:08:452,0.9904,0.6438,-0.1394,1.190
21:06:08:453,0.8572,0.4750,-0.1596,0.993
21:06:08:466,0.7149,0.2823,-0.1495,0.783
21:06:08:467,0.6081,0.1446,-0.1117,0.635
21:06:08:467,0.4790,0.0142,-0.0916,0.488
21:06:08:470,0.4274,-0.1090,-0.0366,0.443
21:06:08:476,0.3670,-0.1699,0.0220,0.405
21:06:08:481,0.2971,-0.1996,0.0696,0.365
21:06:08:486,0.2603,-0.1646,0.1540,0.344
21:06:08:490,0.1988,-0.1057,0.2057,0.305
21:06:08:495,0.1838,-0.0012,0.2730,0.329
21:06:08:502,0.2750,0.1414,0.3370,0.457
21:06:08:505,0.4532,0.2840,0.4410,0.693
21:06:08:510,0.6687,0.3881,0.5136,0.928
21:06:08:515,0.8765,0.4969,0.5310,1.139
21:06:08:520,1.0533,0.5888,0.4572,1.290
21:06:08:525,1.1498,0.6878,0.3809,1.393
21:06:08:530,1.2741,0.7435,0.3091,1.507
21:06:08:535,1.3932,0.8135,0.2635,1.635
21:06:08:538,1.5051,0.8665,0.2105,1.749
21:06:08:547,1.5481,0.8669,0.1641,1.782
21:06:08:549,1.5706,0.8075,0.0425,1.767
21:06:08:554,1.5659,0.6741,-0.1018,1.708
21:06:08:566,1.5125,0.5098,-0.2550,1.616
21:06:08:567,1.4079,0.2908,-0.3695,1.484
21:06:08:570,1.3165,0.1248,-0.5007,1.414
21:06:08:575,1.1878,-0.0623,-0.6585,1.360
21:06:08:577,1.0406,-0.2226,-0.8219,1.345
21:06:08:583,0.9153,-0.3657,-0.9602,1.376
21:06:08:588,0.7929,-0.4653,-1.0881,1.425
21:06:08:592,0.6975,-0.5287,-1.1846,1.473
21:06:08:598,0.5644,-0.6395,-1.2502,1.513
21:06:08:603,0.4106,-0.6758,-1.2997,1.521
21:06:08:608,0.2287,-0.6975,-1.4152,1.594
21:06:08:613,0.0785,-0.6304,-1.5230,1.650
21:06:08:616,-0.0544,-0.5607,-1.6206,1.716
21:06:08:625,-0.1173,-0.4885,-1.6075,1.684
21:06:08:630,-0.1026,-0.4164,-1.5288,1.588
21:06:08:632,0.0380,-0.3132,-1.3791,1.415
21:06:08:638,0.2306,-0.2533,-1.1796,1.228
21:06:08:644,0.4111,-0.1864,-0.9345,1.038
21:06:08:647,0.5195,-0.1676,-0.6985,0.887
21:06:08:660,0.5678,-0.1657,-0.4733,0.758
21:06:08:661,0.5005,-0.1473,-0.3683,0.639
21:06:08:662,0.3957,-0.1695,-0.3376,0.547
21:06:08:666,0.2457,-0.2180,-0.3691,0.494
21:06:08:670,0.0927,-0.2832,-0.4215,0.516
21:06:08:677,-0.0137,-0.3313,-0.4544,0.563
21:06:08:681,-0.1050,-0.3554,-0.5109,0.631
21:06:08:686,-0.1409,-0.3720,-0.5245,0.658
21:06:08:691,-0.1290,-0.4194,-0.5718,0.721
21:06:08:697,-0.0356,-0.4211,-0.5839,0.721
21:06:08:701,0.0512,-0.4058,-0.6015,0.727
21:06:08:706,0.1388,-0.3355,-0.6605,0.754
21:06:08:711,0.2420,-0.2554,-0.7183,0.800
21:06:08:715,0.3251,-0.2017,-0.7892,0.877
21:06:08:721,0.3885,-0.1407,-0.8302,0.927
21:06:08:725,0.4159,-0.0534,-0.8338,0.933
21:06:08:729,0.4267,0.0051,-0.8311,0.934
21:06:08:736,0.4447,0.1400,-0.8026,0.928
21:06:08:741,0.4677,0.2652,-0.7337,0.910
21:06:08:749,0.4862,0.3567,-0.6359,0.876
21:06:08:750,0.4069,0.4051,-0.5660,0.806
21:06:08:755,0.3685,0.4366,-0.5021,0.761
21:06:08:767,0.3087,0.4034,-0.4652,0.689
21:06:08:768,0.2200,0.3583,-0.4502,0.616
21:06:08:771,0.1811,0.2773,-0.4018,0.521
21:06:08:776,0.1702,0.1941,-0.4254,0.498
21:06:08:778,0.1468,0.1276,-0.4492,0.490
21:06:08:784,0.1826,0.0015,-0.5189,0.550
21:06:08:789,0.2011,-0.1268,-0.6229,0.667
21:06:08:794,0.2336,-0.1905,-0.7307,0.790
21:06:08:800,0.2805,-0.2301,-0.8500,0.924
21:06:08:804,0.2820,-0.3175,-0.9599,1.050
21:06:08:809,0.3027,-0.3999,-1.0514,1.165
21:06:08:815,0.3142,-0.4679,-1.1106,1.245
21:06:08:818,0.2640,-0.5238,-1.1594,1.299
21:06:08:828,0.2001,-0.5510,-1.2076,1.342
21:06:08:830,0.1248,-0.5637,-1.2625,1.388
21:06:08:835,0.0502,-0.6099,-1.2690,1.409
21:06:08:838,0.0072,-0.6082,-1.2105,1.355
21:06:08:843,-0.0233,-0.6257,-1.1420,1.302
21:06:08:848,-0.0360,-0.6001,-1.0489,1.209
21:06:08:854,-0.0119,-0.5556,-0.8544,1.019
21:06:08:857,0.0206,-0.4682,-0.5101,0.693
21:06:08:867,0.0182,-0.3739,-0.2333,0.441
21:06:08:868,-0.0647,-0.3205,-0.0282,0.328
21:06:08:871,-0.1591,-0.3078,0.1511,0.378
21:06:08:877,-0.2894,-0.3310,0.2718,0.517
21:06:08:884,-0.4632,-0.3589,0.3244,0.670
21:06:08:886,-0.6234,-0.3461,0.3164,0.780
21:06:08:894,-0.7707,-0.4263,0.3364,0.943
21:06:08:896,-0.9410,-0.4609,0.3529,1.106
21:06:08:902,-1.0771,-0.4713,0.3321,1.222
21:06:08:907,-1.1334,-0.4792,0.3643,1.283
21:06:08:912,-1.1625,-0.5059,0.4036,1.330
21:06:08:917,-1.1900,-0.5563,0.4497,1.388
21:06:08:922,-1.2610,-0.6448,0.5023,1.503
21:06:08:926,-1.3631,-0.6925,0.5830,1.636
21:06:08:931,-1.4551,-0.7091,0.6342,1.739
21:06:08:936,-1.5298,-0.7664,0.6370,1.826
21:06:08:941,-1.6085,-0.8308,0.6539,1.925
21:06:08:947,-1.6410,-0.8809,0.6562,1.975
21:06:08:950,-1.6847,-0.9238,0.6014,2.013
21:06:08:965,-1.7060,-0.9644,0.5230,2.028
21:06:08:966,-1.6836,-0.9716,0.4573,1.997
21:06:08:966,-1.6292,-0.9647,0.3685,1.929
21:06:08:972,-1.5478,-0.9937,0.2782,1.860
21:06:08:975,-1.4772,-0.9631,0.2079,1.776
21:06:08:982,-1.3648,-0.9089,0.1242,1.644
21:06:08:987,-1.2486,-0.8694,0.0439,1.522
21:06:08:989,-1.1640,-0.8135,-0.0286,1.420
21:06:08:994,-1.0653,-0.7197,-0.0433,1.286
21:06:09:000,-1.0336,-0.6455,-0.0437,1.219
21:06:09:004,-1.0376,-0.6387,-0.0372,1.219
21:06:09:010,-1.1422,-0.6561,-0.0546,1.318
21:06:09:018,-1.2114,-0.7191,-0.0842,1.411
21:06:09:019,-1.3004,-0.7799,-0.0852,1.519
21:06:09:024,-1.3812,-0.8167,-0.1080,1.608
21:06:09:030,-1.4855,-0.7365,-0.1191,1.662
21:06:09:036,-1.5826,-0.5846,-0.1238,1.692
21:06:09:038,-1.6445,-0.3634,-0.1705,1.693
21:06:09:048,-1.6424,-0.0443,-0.2834,1.667
21:06:09:048,-1.5113,0.2936,-0.4128,1.594
21:06:09:063,-1.2577,0.6860,-0.5286,1.527
21:06:09:064,-0.8739,1.1734,-0.5863,1.576
21:06:09:064,-0.4601,1.7917,-0.6138,1.949
21:06:09:068,-0.0159,2.4737,-0.5999,2.545
21:06:09:073,0.4634,3.2003,-0.5354,3.278
21:06:09:078,0.8655,3.8042,-0.4346,3.926
21:06:09:085,1.2070,4.3024,-0.2514,4.476
21:06:09:089,1.3993,4.7332,-0.0659,4.936
21:06:09:092,1.5735,5.1639,0.0252,5.398
21:06:09:096,1.6475,5.5130,0.1075,5.755
21:06:09:102,1.6594,5.8071,0.1137,6.041
21:06:09:108,1.6444,5.9934,-0.0784,6.215
21:06:09:114,1.5378,6.0267,-0.3286,6.228
21:06:09:117,1.4471,6.0097,-0.5304,6.204
21:06:09:124,1.3941,5.7942,-0.7139,6.002
21:06:09:128,1.4173,5.5905,-0.8093,5.824
21:06:09:133,1.5362,5.3174,-0.7646,5.587
21:06:09:136,1.6535,4.9534,-0.6522,5.263
21:06:09:144,1.7266,4.4221,-0.6016,4.785
21:06:09:148,1.7699,3.7380,-0.5008,4.166
21:06:09:165,1.7475,2.9684,-0.3957,3.467
21:06:09:166,1.7283,2.1971,-0.3491,2.817
21:06:09:167,1.7042,1.4672,-0.3640,2.278
21:06:09:167,1.6339,0.7549,-0.5059,1.870
21:06:09:171,1.5857,0.0748,-0.6706,1.723
21:06:09:176,1.5590,-0.4848,-0.8541,1.843
21:06:09:181,1.5412,-0.9478,-0.9492,2.043
21:06:09:185,1.5296,-1.3358,-0.9014,2.222
21:06:09:190,1.5885,-1.5700,-0.8425,2.387
21:06:09:196,1.7018,-1.6961,-0.8493,2.548
21:06:09:202,1.8579,-1.7692,-0.8286,2.696
21:06:09:205,2.0626,-1.7966,-0.6924,2.822
21:06:09:212,2.2499,-1.8167,-0.4984,2.934
21:06:09:214,2.4187,-1.7936,-0.2918,3.025
21:06:09:220,2.5246,-1.8304,-0.1203,3.121
21:06:09:226,2.5302,-1.8910,-0.0006,3.159
21:06:09:231,2.4552,-1.9659,0.0628,3.146
21:06:09:237,2.2970,-2.1102,0.0868,3.120
21:06:09:239,2.0792,-2.2136,0.0928,3.038
21:06:09:246,1.7631,-2.2833,0.0902,2.886
21:06:09:248,1.4721,-2.3839,0.0239,2.802
21:06:09:257,1.1360,-2.4149,-0.0321,2.669
21:06:09:258,0.8281,-2.4242,-0.1018,2.564
21:06:09:275,0.5429,-2.4187,-0.1996,2.487
21:06:09:276,0.2749,-2.3724,-0.2373,2.400
21:06:09:277,0.0714,-2.2374,-0.2836,2.256
21:06:09:280,-0.0897,-2.0785,-0.3264,2.106
21:06:09:282,-0.2017,-1.9362,-0.3820,1.984
21:06:09:289,-0.2867,-1.8081,-0.4409,1.883
21:06:09:294,-0.3066,-1.6991,-0.4240,1.778
21:06:09:297,-0.2521,-1.5494,-0.3815,1.615
21:06:09:304,-0.1658,-1.3637,-0.3058,1.407
21:06:09:309,0.0271,-1.1663,-0.0768,1.169
21:06:09:312,0.3081,-0.9930,0.2535,1.070
21:06:09:321,0.5677,-0.8199,0.4775,1.106
21:06:09:323,0.8518,-0.6327,0.6961,1.269
21:06:09:328,1.1371,-0.4437,0.9748,1.562
21:06:09:332,1.3547,-0.2981,1.1107,1.777
21:06:09:336,1.5073,-0.2080,1.1927,1.933
21:06:09:341,1.6696,-0.1781,1.2232,2.077
21:06:09:350,1.7821,-0.1366,1.2308,2.170
21:06:09:352,1.8931,-0.1194,1.2296,2.261
21:06:09:365,1.9479,-0.1384,1.1762,2.280
21:06:09:365,1.9682,-0.1744,1.1280,2.275
21:06:09:366,1.9372,-0.2440,1.0651,2.224
21:06:09:371,1.8476,-0.3234,0.9656,2.110
21:06:09:377,1.7428,-0.3788,0.9221,2.008
21:06:09:382,1.5917,-0.4557,0.8691,1.870
21:06:09:386,1.4112,-0.5468,0.6686,1.655
21:06:09:392,1.2206,-0.5300,0.2713,1.358
21:06:09:396,1.0626,-0.4149,-0.2014,1.158
21:06:09:405,0.8579,-0.2542,-0.5751,1.064
21:06:09:406,0.6535,-0.1029,-0.8185,1.052
21:06:09:411,0.5637,0.0365,-0.8593,1.028
21:06:09:415,0.6145,0.0996,-0.6223,0.880
21:06:09:421,0.7391,0.1817,-0.2096,0.789
21:06:09:425,0.8852,0.2136,0.2101,0.934
21:06:09:430,0.9529,0.2285,0.5560,1.127
21:06:09:435,0.9713,0.2576,0.7453,1.251
21:06:09:440,0.9239,0.3031,0.8381,1.284
21:06:09:446,0.8395,0.2910,0.7890,1.188
21:06:09:451,0.6966,0.2596,0.7153,1.032
21:06:09:468,0.5691,0.2208,0.5977,0.854
21:06:09:469,0.5119,0.1629,0.4572,0.705
21:06:09:469,0.4652,0.1073,0.2858,0.556
21:06:09:470,0.4650,0.0757,0.1188,0.486
21:06:09:475,0.4634,0.0180,-0.0496,0.466
21:06:09:479,0.4556,-0.0181,-0.1434,0.478
21:06:09:484,0.4488,-0.0085,-0.1653,0.478
21:06:09:489,0.4357,-0.0537,-0.1609,0.468
21:06:09:494,0.4474,-0.1082,-0.1733,0.492
21:06:09:497,0.4167,-0.2150,-0.1521,0.493
21:06:09:504,0.3554,-0.3406,-0.0347,0.494
21:06:09:508,0.2993,-0.4611,0.1458,0.569
21:06:09:513,0.3033,-0.5217,0.4069,0.728
21:06:09:518,0.2981,-0.5965,0.6079,0.902
21:06:09:523,0.3269,-0.6808,0.6629,1.005
21:06:09:528,0.3112,-0.8128,0.6152,1.066
21:06:09:533,0.2675,-0.8657,0.5148,1.042
21:06:09:536,0.2148,-0.9735,0.4022,1.075
21:06:09:544,0.2033,-1.0260,0.3395,1.100
21:06:09:550,0.2208,-1.0904,0.2907,1.150
21:06:09:552,0.2886,-1.1403,0.2821,1.210
21:06:09:565,0.2484,-1.2090,0.2778,1.265
21:06:09:566,0.1287,-1.2011,0.2586,1.235
21:06:09:567,0.0079,-1.1715,0.2104,1.190
21:06:09:572,-0.0952,-1.1298,0.1715,1.147
21:06:09:576,-0.1834,-1.0880,0.2066,1.123
21:06:09:581,-0.1996,-1.0295,0.1988,1.067
21:06:09:588,-0.2277,-0.9351,0.1172,0.969
21:06:09:590,-0.1909,-0.8000,0.0240,0.823
21:06:09:596,-0.1679,-0.6532,-0.0114,0.675
21:06:09:602,-0.1132,-0.4922,-0.0292,0.506
21:06:09:606,-0.0430,-0.2860,-0.0895,0.303
21:06:09:611,0.0236,-0.1111,-0.1920,0.223
21:06:09:616,0.1062,0.0874,-0.2410,0.277
21:06:09:623,0.1952,0.2234,-0.2722,0.403
21:06:09:627,0.2386,0.3304,-0.2761,0.492
21:06:09:632,0.2820,0.3822,-0.2354,0.530
21:06:09:635,0.3446,0.4503,-0.1119,0.578
21:06:09:643,0.4625,0.5707,0.0062,0.735
21:06:09:645,0.5332,0.7026,0.0445,0.883
21:06:09:651,0.5712,0.7575,0.0272,0.949
21:06:09:668,0.6317,0.7644,0.0306,0.992
21:06:09:669,0.6407,0.7518,-0.0529,0.989
21:06:09:669,0.5935,0.7318,-0.1087,0.948
21:06:09:672,0.5021,0.6399,-0.1081,0.821
21:06:09:676,0.4262,0.5910,-0.0253,0.729
21:06:09:679,0.2821,0.4702,0.0607,0.552
21:06:09:685,0.1364,0.2896,0.1835,0.369
21:06:09:689,-0.0110,0.1761,0.2904,0.340
21:06:09:695,-0.1148,0.0529,0.3672,0.388
21:06:09:698,-0.2090,-0.1037,0.3683,0.436
21:06:09:707,-0.3178,-0.2697,0.3345,0.534
21:06:09:710,-0.3864,-0.3568,0.2537,0.584
21:06:09:714,-0.4222,-0.4820,0.2237,0.679
21:06:09:719,-0.4347,-0.6071,0.1632,0.764
21:06:09:723,-0.4240,-0.7010,0.0814,0.823
21:06:09:729,-0.4164,-0.7661,-0.0288,0.872
21:06:09:733,-0.3908,-0.8239,-0.0622,0.914
21:06:09:737,-0.3349,-0.8673,-0.0667,0.932
21:06:09:744,-0.3085,-0.9107,-0.0899,0.966
21:06:09:751,-0.2852,-0.9182,-0.0887,0.966
21:06:09:753,-0.2580,-0.9448,-0.0799,0.983
21:06:09:766,-0.2338,-0.9570,-0.0804,0.988
21:06:09:767,-0.1958,-0.9525,-0.0781,0.976
21:06:09:768,-0.1821,-0.9600,-0.0541,0.979
21:06:09:774,-0.1612,-0.9245,-0.0490,0.940
21:06:09:777,-0.1306,-0.9057,0.0133,0.915
21:06:09:782,-0.0683,-0.8869,0.0251,0.890
21:06:09:787,-0.1033,-0.8944,0.0270,0.901
21:06:09:792,-0.1779,-0.8756,0.0335,0.894
21:06:09:797,-0.2133,-0.8711,0.0060,0.897
21:06:09:802,-0.2527,-0.9096,-0.0123,0.944
21:06:09:807,-0.3126,-0.8979,0.0311,0.951
21:06:09:812,-0.3980,-0.9338,0.0379,1.016
21:06:09:815,-0.4733,-0.9912,0.0346,1.099
21:06:09:821,-0.5049,-1.0628,0.0212,1.177
21:06:09:827,-0.5506,-1.1032,0.0410,1.234
21:06:09:831,-0.6032,-1.1650,0.1322,1.319
21:06:09:836,-0.6221,-1.2148,0.2112,1.381
21:06:09:842,-0.6578,-1.2645,0.3260,1.462
21:06:09:853,-0.6932,-1.3094,0.4192,1.540
21:06:09:853,-0.6616,-1.3709,0.4882,1.599
21:06:09:873,-0.6440,-1.4132,0.5044,1.633
21:06:09:875,-0.6405,-1.4626,0.4937,1.671
21:06:09:875,-0.6271,-1.5023,0.4202,1.681
21:06:09:876,-0.6039,-1.4820,0.3435,1.637
21:06:09:876,-0.5685,-1.4784,0.2706,1.607
21:06:09:883,-0.5784,-1.4197,0.2204,1.549
21:06:09:885,-0.5549,-1.3585,0.2121,1.483
21:06:09:890,-0.5290,-1.2877,0.1713,1.403
21:06:09:895,-0.4868,-1.2240,0.1412,1.325
21:06:09:898,-0.4257,-1.1219,0.1168,1.206
21:06:09:905,-0.3482,-1.0270,0.0744,1.087
21:06:09:909,-0.2493,-0.8770,0.0211,0.912
21:06:09:915,-0.1288,-0.6960,-0.0121,0.708
21:06:09:919,-0.0127,-0.4625,0.0131,0.463
21:06:09:924,0.1205,-0.2291,0.0705,0.268
21:06:09:929,0.2304,0.0112,0.1197,0.260
21:06:09:934,0.3147,0.2538,0.1658,0.437
21:06:09:938,0.3518,0.4626,0.2402,0.629
21:06:09:944,0.3700,0.6592,0.3550,0.835
21:06:09:952,0.2798,0.8509,0.5941,1.075
21:06:09:953,0.2000,1.0494,0.7954,1.332
21:06:09:967,0.1438,1.3168,1.0410,1.685
21:06:09:968,0.3377,1.6601,1.2815,2.124
21:06:09:968,0.7194,2.0075,1.4628,2.586
21:06:09:973,1.1194,2.3086,1.6092,3.029
21:06:09:976,1.3875,2.5563,1.5848,3.312
21:06:09:983,1.5314,2.7890,1.3628,3.461
21:06:09:988,1.6328,3.0115,0.9334,3.551
21:06:09:991,1.6994,3.2241,0.4414,3.671
21:06:09:997,1.7510,3.4316,0.0129,3.853
21:06:10:003,1.7956,3.6317,-0.2761,4.061
21:06:10:007,1.8699,3.7909,-0.4859,4.255
21:06:10:012,1.9316,3.9164,-0.5329,4.399
21:06:10:016,1.9815,4.0536,-0.4864,4.538
21:06:10:022,1.9936,4.0424,-0.4228,4.527
21:06:10:027,1.9422,3.9832,-0.2628,4.439
21:06:10:032,1.8682,3.8187,-0.2141,4.257
21:06:10:037,1.8314,3.6278,-0.0994,4.065
21:06:10:042,1.7839,3.4250,0.0362,3.862
21:06:10:048,1.6963,3.1241,0.0759,3.556
21:06:10:054,1.5176,2.7827,0.1229,3.172
21:06:10:058,1.3089,2.4247,0.1991,2.763
21:06:10:073,1.1508,2.0168,0.2402,2.334
21:06:10:074,1.0398,1.6569,0.2153,1.968
21:06:10:074,0.9205,1.3022,0.1340,1.600
21:06:10:075,0.8354,0.9693,0.0034,1.280
21:06:10:083,0.7554,0.6487,-0.1387,1.005
21:06:10:085,0.6401,0.3286,-0.3024,0.780
21:06:10:092,0.5491,0.0449,-0.6057,0.819
21:06:10:094,0.4589,-0.2000,-1.0091,1.126
21:06:10:101,0.4561,-0.3940,-1.3893,1.514
21:06:10:105,0.4381,-0.5731,-1.7091,1.855
21:06:10:110,0.4343,-0.7779,-1.9192,2.116
21:06:10:116,0.4903,-0.9511,-1.9770,2.248
21:06:10:120,0.5156,-1.0640,-1.9351,2.268
21:06:10:125,0.5535,-1.1478,-1.8365,2.235
21:06:10:130,0.6136,-1.2481,-1.6618,2.167
21:06:10:134,0.6696,-1.3767,-1.4655,2.119
21:06:10:139,0.7289,-1.4692,-1.2545,2.065
21:06:10:145,0.7603,-1.6022,-1.0496,2.061
21:06:10:154,0.7590,-1.6752,-0.8244,2.015
21:06:10:155,0.7103,-1.7599,-0.6646,2.011
21:06:10:172,0.6261,-1.8278,-0.5962,2.022
21:06:10:173,0.5347,-1.8860,-0.5281,2.030
21:06:10:173,0.5100,-1.9201,-0.3074,2.010
21:06:10:174,0.4775,-1.9135,-0.2572,1.989
21:06:10:178,0.4249,-1.8973,-0.2747,1.964
21:06:10:183,0.4405,-1.8786,-0.3076,1.954
21:06:10:188,0.4333,-1.8289,-0.3272,1.908
21:06:10:193,0.4725,-1.7934,-0.3335,1.884
21:06:10:198,0.5102,-1.7221,-0.3576,1.831
21:06:10:203,0.5393,-1.5983,-0.3900,1.731
21:06:10:208,0.5478,-1.4555,-0.4333,1.614
21:06:10:213,0.5642,-1.3796,-0.4826,1.567
21:06:10:217,0.6029,-1.2991,-0.5332,1.528
21:06:10:222,0.6735,-1.1660,-0.5588,1.458
21:06:10:227,0.7282,-1.0737,-0.5521,1.410
21:06:10:232,0.7524,-0.9456,-0.5561,1.330
21:06:10:237,0.8086,-0.8008,-0.5896,1.282
21:06:10:241,0.8226,-0.6562,-0.6169,1.220
21:06:10:246,0.8711,-0.4305,-0.6664,1.178
21:06:10:252,0.9233,-0.1667,-0.6857,1.162
21:06:10:256,0.9914,0.0633,-0.7032,1.217
21:06:10:262,1.1022,0.2883,-0.6783,1.326
21:06:10:265,1.1843,0.4963,-0.6369,1.433
21:06:10:275,1.2882,0.6706,-0.5763,1.562
21:06:10:276,1.3475,0.8447,-0.4915,1.665
21:06:10:282,1.3913,0.9875,-0.4803,1.772
21:06:10:286,1.4150,1.0321,-0.4444,1.807
21:06:10:291,1.3973,1.0718,-0.4102,1.808
21:06:10:296,1.3431,1.0803,-0.4205,1.774
21:06:10:301,1.2833,1.0099,-0.4154,1.685
21:06:10:306,1.2061,0.9467,-0.3902,1.582
21:06:10:310,1.1017,0.8119,-0.3283,1.407
21:06:10:316,1.0010,0.6007,-0.2538,1.195
21:06:10:321,0.8297,0.3562,-0.1359,0.913
21:06:10:326,0.6185,0.0906,-0.0058,0.625
21:06:10:330,0.4292,-0.1294,0.0356,0.450
21:06:10:335,0.2615,-0.2940,0.0121,0.394
21:06:10:339,0.1270,-0.4608,-0.0238,0.479
21:06:10:345,0.0519,-0.5462,-0.0223,0.549
21:06:10:350,0.0288,-0.5931,-0.0357,0.595
21:06:10:355,0.0314,-0.6496,-0.0547,0.653
21:06:10:368,0.0766,-0.6461,-0.0097,0.651
21:06:10:369,0.1427,-0.6188,-0.0058,0.635
21:06:10:369,0.1341,-0.5962,-0.0331,0.612
21:06:10:374,0.1704,-0.6072,-0.0842,0.636
21:06:10:378,0.2182,-0.5893,-0.1303,0.642
21:06:10:384,0.2274,-0.6098,-0.1859,0.677
21:06:10:389,0.2340,-0.6039,-0.2176,0.683
21:06:10:394,0.2165,-0.6266,-0.2232,0.700
21:06:10:398,0.1581,-0.6446,-0.2315,0.703
21:06:10:403,0.1115,-0.6649,-0.2404,0.716
21:06:10:408,0.0359,-0.6612,-0.2285,0.700
21:06:10:414,-0.0471,-0.6766,-0.2246,0.714
21:06:10:417,-0.1569,-0.6729,-0.2430,0.732
21:06:10:423,-0.2456,-0.6381,-0.2408,0.725
21:06:10:428,-0.3301,-0.5985,-0.2419,0.725
21:06:10:433,-0.4271,-0.5230,-0.1986,0.704
21:06:10:438,-0.4673,-0.4548,-0.1800,0.676
21:06:10:443,-0.5584,-0.3388,-0.1573,0.672
21:06:10:447,-0.5903,-0.2037,-0.1327,0.638
21:06:10:453,-0.6131,-0.1238,-0.1130,0.636
21:06:10:456,-0.6221,-0.0415,-0.1030,0.632
21:06:10:464,-0.5982,0.0145,-0.0951,0.606
21:06:10:481,-0.6009,0.0561,-0.1060,0.613
21:06:10:482,-0.5777,0.1240,-0.1522,0.610
21:06:10:482,-0.5477,0.1440,-0.1931,0.598
21:06:10:482,-0.5011,0.1736,-0.1926,0.564
21:06:10:486,-0.4712,0.1722,-0.1986,0.540
21:06:10:490,-0.4436,0.1970,-0.1775,0.517
21:06:10:495,-0.4060,0.1740,-0.1770,0.476
21:06:10:502,-0.3465,0.1821,-0.2091,0.444
21:06:10:506,-0.3104,0.1686,-0.2595,0.438
21:06:10:511,-0.3478,0.1480,-0.2876,0.475
21:06:10:516,-0.3871,0.0844,-0.3176,0.508
21:06:10:522,-0.5192,-0.0055,-0.3330,0.617
21:06:10:526,-0.6486,-0.0641,-0.3555,0.742
21:06:10:534,-0.8115,-0.1131,-0.3542,0.893
21:06:10:535,-0.9506,-0.1429,-0.3221,1.014
21:06:10:541,-1.0634,-0.1559,-0.2904,1.113
21:06:10:546,-1.1428,-0.1593,-0.2042,1.172
21:06:10:550,-1.2365,-0.1889,-0.1039,1.255
21:06:10:556,-1.2535,-0.1707,0.0081,1.265
21:06:10:572,-1.3060,-0.1693,0.1392,1.324
21:06:10:572,-1.2933,-0.1774,0.2609,1.331
21:06:10:572,-1.3256,-0.1856,0.3543,1.385
21:06:10:575,-1.3500,-0.2512,0.4172,1.435
21:06:10:578,-1.3762,-0.3191,0.4639,1.487
21:06:10:584,-1.4233,-0.4276,0.4728,1.560
21:06:10:588,-1.4606,-0.5335,0.4894,1.630
21:06:10:594,-1.5287,-0.5964,0.4654,1.706
21:06:10:599,-1.5823,-0.6758,0.3983,1.766
21:06:10:604,-1.5974,-0.7409,0.3260,1.791
