time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
21:06:10:609,-1.6051,-0.8250,0.2843,1.827
21:06:10:614,-1.5981,-0.8803,0.2179,1.837
21:06:10:618,-1.6002,-0.8688,0.2199,1.834
21:06:10:628,-1.6183,-0.8907,0.2424,1.863
21:06:10:629,-1.6452,-0.9342,0.3071,1.917
21:06:10:636,-1.6858,-0.9610,0.3613,1.974
21:06:10:637,-1.7447,-1.0261,0.4054,2.064
21:06:10:643,-1.7577,-1.0458,0.4729,2.099
21:06:10:648,-1.7940,-1.0918,0.5547,2.172
21:06:10:663,-1.8204,-1.1544,0.6462,2.250
21:06:10:664,-1.8633,-1.1860,0.7258,2.325
21:06:10:665,-1.8631,-1.2246,0.7604,2.356
21:06:10:667,-1.8485,-1.1701,0.7860,2.325
21:06:10:671,-1.8101,-1.0773,0.7618,2.240
21:06:10:678,-1.7384,-0.9631,0.7071,2.109
21:06:10:682,-1.6978,-0.8515,0.6383,2.004
21:06:10:687,-1.6596,-0.7639,0.5864,1.919
21:06:10:692,-1.6071,-0.6334,0.5439,1.811
21:06:10:695,-1.5188,-0.4839,0.5655,1.691
21:06:10:701,-1.3536,-0.2057,0.5239,1.466
21:06:10:707,-1.1470,0.0339,0.3254,1.193
21:06:10:711,-0.9222,0.2825,-0.0018,0.965
21:06:10:716,-0.6214,0.5401,-0.3969,0.914
21:06:10:722,-0.2683,0.8640,-0.7364,1.167
21:06:10:725,0.0368,1.2422,-0.9330,1.554
21:06:10:731,0.3126,1.6771,-1.0301,1.993
21:06:10:736,0.4605,2.1878,-0.9415,2.426
21:06:10:745,0.4241,2.7410,-0.7528,2.874
21:06:10:746,0.4079,3.3369,-0.5537,3.407
21:06:10:752,0.3846,3.9324,-0.4073,3.972
21:06:10:756,0.4706,4.5110,-0.3288,4.547
21:06:10:771,0.5868,5.0702,-0.3067,5.113
21:06:10:772,0.7209,5.5335,-0.2770,5.587
21:06:10:772,0.9188,5.8890,-0.2783,5.967
21:06:10:775,1.1523,6.1487,-0.3092,6.263
21:06:10:779,1.3864,6.3387,-0.4326,6.503
21:06:10:785,1.6295,6.4900,-0.6554,6.723
21:06:10:790,1.8875,6.4711,-0.8247,6.791
21:06:10:795,2.1231,6.2367,-0.9100,6.651
21:06:10:799,2.3614,5.7775,-0.9267,6.310
21:06:10:804,2.6103,5.2848,-0.9476,5.970
21:06:10:809,2.7773,4.6726,-1.0166,5.530
21:06:10:814,2.8195,3.9579,-1.1397,4.991
21:06:10:818,2.7917,3.1743,-1.2725,4.415
21:06:10:824,2.6839,2.4178,-1.3708,3.864
21:06:10:829,2.5958,1.7431,-1.4693,3.455
21:06:10:834,2.4523,1.1315,-1.5574,3.118
21:06:10:839,2.3388,0.5851,-1.5234,2.852
21:06:10:846,2.1757,0.1040,-1.5024,2.646
21:06:10:848,2.0821,-0.3238,-1.4401,2.552
21:06:10:855,1.9786,-0.6338,-1.2844,2.443
21:06:10:857,1.8797,-0.9290,-1.1077,2.371
21:06:10:866,1.8114,-1.1950,-0.9102,2.353
21:06:10:868,1.7644,-1.3937,-0.6756,2.348
21:06:10:881,1.6766,-1.5920,-0.4516,2.356
21:06:10:882,1.6104,-1.7469,-0.2526,2.389
21:06:10:883,1.5539,-1.8490,-0.0324,2.415
21:06:10:887,1.4525,-1.9054,0.1332,2.400
21:06:10:892,1.3182,-1.9568,0.3049,2.379
21:06:10:897,1.2346,-1.9603,0.4381,2.358
21:06:10:903,1.1104,-1.9085,0.5097,2.266
21:06:10:907,1.0340,-1.8304,0.6264,2.194
21:06:10:912,0.9977,-1.7212,0.7268,2.118
21:06:10:917,0.8934,-1.6836,0.7905,2.063
21:06:10:922,0.7851,-1.6650,0.7776,1.998
21:06:10:927,0.7128,-1.6223,0.7148,1.911
21:06:10:932,0.6910,-1.5724,0.6599,1.840
21:06:10:935,0.7409,-1.5560,0.7809,1.892
21:06:10:942,0.8196,-1.5061,0.8700,1.923
21:06:10:950,0.9127,-1.4085,0.9082,1.908
21:06:10:952,1.0326,-1.2203,0.9049,1.837
21:06:10:965,1.1462,-1.0706,0.8481,1.783
21:06:10:966,1.2779,-0.9284,0.7875,1.765
21:06:10:966,1.4162,-0.8677,0.6677,1.790
21:06:10:971,1.5351,-0.8479,0.5984,1.853
21:06:10:976,1.5921,-0.8688,0.4594,1.871
21:06:10:982,1.6402,-0.8682,0.2760,1.876
21:06:10:985,1.6032,-0.8892,0.0232,1.833
21:06:10:990,1.5313,-0.9221,-0.2784,1.809
21:06:10:994,1.3814,-0.9430,-0.5675,1.766
21:06:11:003,1.2750,-0.9518,-0.8400,1.799
21:06:11:004,1.1570,-0.9748,-1.0364,1.834
21:06:11:010,1.0773,-1.0144,-1.0993,1.843
21:06:11:015,1.0406,-1.0610,-1.0236,1.804
21:06:11:019,1.0488,-1.0763,-0.8349,1.719
21:06:11:025,1.0805,-1.0580,-0.5974,1.626
21:06:11:030,1.0664,-1.0350,-0.3489,1.526
21:06:11:035,1.0877,-1.0358,-0.1344,1.508
21:06:11:039,1.0392,-0.9768,0.0393,1.427
21:06:11:044,1.0119,-0.8916,0.1653,1.359
21:06:11:049,0.9774,-0.7946,0.2653,1.287
21:06:11:059,0.9000,-0.7120,0.3300,1.194
21:06:11:060,0.7892,-0.6272,0.4046,1.086
21:06:11:074,0.6833,-0.5210,0.4816,0.985
21:06:11:075,0.5897,-0.4149,0.5465,0.905
21:06:11:076,0.4699,-0.3424,0.6303,0.858
21:06:11:078,0.3527,-0.3058,0.7283,0.865
21:06:11:085,0.2571,-0.2955,0.8426,0.929
21:06:11:088,0.1592,-0.2565,0.9640,1.010
21:06:11:093,0.1139,-0.2511,1.0687,1.104
21:06:11:097,0.0808,-0.2552,1.1712,1.201
21:06:11:101,0.0405,-0.2641,1.2263,1.255
21:06:11:108,-0.0116,-0.2969,1.2436,1.279
21:06:11:113,-0.0949,-0.3298,1.2161,1.264
21:06:11:118,-0.1520,-0.3554,1.1127,1.178
21:06:11:123,-0.1231,-0.3547,0.9788,1.048
21:06:11:127,-0.1661,-0.3803,0.8430,0.940
21:06:11:133,-0.1878,-0.4202,0.6740,0.816
21:06:11:136,-0.1835,-0.4242,0.5482,0.717
21:06:11:142,-0.1200,-0.4090,0.3842,0.574
21:06:11:151,-0.0832,-0.3556,0.2368,0.435
21:06:11:152,-0.0347,-0.2974,0.1396,0.330
21:06:11:166,0.0110,-0.2823,0.0446,0.286
21:06:11:167,0.0636,-0.2050,0.0644,0.224
21:06:11:168,0.1807,-0.0872,-0.0400,0.205
21:06:11:173,0.3003,0.0042,-0.1658,0.343
21:06:11:176,0.3937,0.0644,-0.1866,0.440
21:06:11:181,0.5066,0.0958,-0.1957,0.551
21:06:11:186,0.5437,0.0698,-0.2050,0.585
21:06:11:191,0.5483,0.0462,-0.2143,0.590
21:06:11:196,0.5205,0.0321,-0.1761,0.550
21:06:11:202,0.4866,-0.0011,-0.1070,0.498
21:06:11:206,0.3771,-0.0414,-0.0694,0.386
21:06:11:211,0.2636,-0.0674,-0.0249,0.273
21:06:11:214,0.1290,-0.1101,-0.0024,0.170
21:06:11:222,0.0333,-0.1669,-0.0354,0.174
21:06:11:225,-0.0356,-0.1736,-0.0785,0.194
21:06:11:230,-0.0513,-0.1873,-0.0769,0.209
21:06:11:235,-0.0641,-0.2200,-0.0449,0.234
21:06:11:240,-0.0954,-0.3220,0.0009,0.336
21:06:11:248,-0.1167,-0.3522,0.0415,0.373
21:06:11:251,-0.1352,-0.3608,0.0724,0.392
21:06:11:256,-0.1416,-0.3932,0.0773,0.425
21:06:11:260,-0.1335,-0.4472,0.1016,0.478
21:06:11:263,-0.1063,-0.4677,0.1096,0.492
21:06:11:269,-0.0673,-0.4762,0.0872,0.489
21:06:11:284,-0.0738,-0.5158,0.0559,0.524
21:06:11:285,-0.0590,-0.4789,0.0543,0.486
21:06:11:286,-0.0686,-0.4637,0.0249,0.469
21:06:11:289,-0.0763,-0.4437,0.0301,0.451
21:06:11:294,-0.0702,-0.4525,0.0075,0.458
21:06:11:297,-0.0217,-0.4661,0.0075,0.467
21:06:11:304,0.0361,-0.4654,0.0344,0.468
21:06:11:309,0.0939,-0.4529,-0.0144,0.463
21:06:11:315,0.1207,-0.4547,-0.0888,0.479
21:06:11:317,0.1024,-0.4279,-0.1248,0.457
21:06:11:324,0.1036,-0.3796,-0.1322,0.415
21:06:11:328,0.0908,-0.3027,-0.1136,0.336
21:06:11:333,0.0711,-0.3095,-0.0620,0.324
21:06:11:336,0.0783,-0.3043,0.0108,0.314
21:06:11:341,0.0381,-0.3373,0.1072,0.356
21:06:11:349,-0.0017,-0.3750,0.1985,0.424
21:06:11:352,-0.0915,-0.4103,0.2417,0.485
21:06:11:361,-0.1790,-0.4001,0.2511,0.505
21:06:11:362,-0.2452,-0.3707,0.2915,0.532
21:06:11:375,-0.2811,-0.3652,0.3367,0.571
21:06:11:375,-0.2938,-0.3455,0.4205,0.618
21:06:11:375,-0.2619,-0.3114,0.4621,0.616
21:06:11:382,-0.2115,-0.2704,0.4856,0.595
21:06:11:388,-0.1640,-0.2319,0.4722,0.551
21:06:11:392,-0.0859,-0.2198,0.4529,0.511
21:06:11:396,-0.0224,-0.1816,0.4374,0.474
21:06:11:402,0.0052,-0.1819,0.4019,0.441
21:06:11:406,0.0566,-0.2300,0.3942,0.460
21:06:11:411,0.0484,-0.2879,0.3760,0.476
21:06:11:416,0.0595,-0.3816,0.3355,0.512
21:06:11:421,0.0204,-0.4801,0.2866,0.560
21:06:11:425,-0.0403,-0.5714,0.2363,0.620
21:06:11:431,-0.0677,-0.6101,0.1508,0.632
21:06:11:435,-0.0739,-0.6272,0.1111,0.641
21:06:11:441,-0.0994,-0.6825,0.0811,0.694
21:06:11:445,-0.1277,-0.7449,0.0775,0.760
21:06:11:450,-0.1514,-0.8406,0.0906,0.859
21:06:11:460,-0.1801,-0.9481,0.1178,0.972
21:06:11:461,-0.2737,-1.0244,0.1065,1.066
21:06:11:477,-0.3126,-1.1054,0.0972,1.153
21:06:11:478,-0.3973,-1.1814,0.0635,1.248
21:06:11:479,-0.4225,-1.2237,0.0244,1.295
21:06:11:480,-0.4721,-1.2229,-0.0273,1.311
21:06:11:484,-0.5076,-1.2053,-0.0343,1.308
21:06:11:488,-0.5205,-1.1793,0.0034,1.289
21:06:11:494,-0.5194,-1.1391,0.0593,1.253
21:06:11:498,-0.5279,-1.0708,0.1385,1.202
21:06:11:504,-0.5651,-1.0316,0.1839,1.191
21:06:11:509,-0.6330,-0.9548,0.2508,1.173
21:06:11:514,-0.5960,-0.9214,0.3132,1.141
21:06:11:519,-0.5901,-0.8693,0.3284,1.101
21:06:11:524,-0.5888,-0.8012,0.3280,1.047
21:06:11:528,-0.5493,-0.7313,0.2786,0.956
21:06:11:533,-0.4645,-0.6644,0.1994,0.835
21:06:11:537,-0.4226,-0.6337,0.0881,0.767
21:06:11:544,-0.4187,-0.6222,-0.0222,0.750
21:06:11:554,-0.4049,-0.6393,-0.1008,0.763
21:06:11:555,-0.3863,-0.6633,-0.1789,0.788
21:06:11:557,-0.3652,-0.6990,-0.2637,0.832
21:06:11:573,-0.3441,-0.6655,-0.2984,0.806
21:06:11:573,-0.3586,-0.6701,-0.2787,0.810
21:06:11:574,-0.3517,-0.6273,-0.2481,0.761
21:06:11:576,-0.3278,-0.5705,-0.2090,0.690
21:06:11:581,-0.2753,-0.4856,-0.1283,0.573
21:06:11:587,-0.2631,-0.3800,-0.0348,0.463
21:06:11:592,-0.2385,-0.3345,0.1308,0.431
21:06:11:597,-0.2538,-0.2776,0.2709,0.463
21:06:11:602,-0.2588,-0.2210,0.3954,0.522
21:06:11:607,-0.3395,-0.1650,0.5284,0.649
21:06:11:611,-0.3770,-0.0548,0.6557,0.758
21:06:11:615,-0.4576,0.0592,0.7702,0.898
21:06:11:623,-0.5105,0.2077,0.9270,1.079
21:06:11:626,-0.5839,0.3099,1.0928,1.277
21:06:11:631,-0.5145,0.5417,1.2702,1.474
21:06:11:636,-0.1728,0.9352,1.3427,1.645
21:06:11:642,0.3495,1.4226,1.2111,1.901
21:06:11:646,0.7951,1.8229,0.9241,2.193
21:06:11:651,1.1006,2.2270,0.5061,2.535
21:06:11:656,1.2883,2.6395,0.0410,2.937
21:06:11:660,1.4436,2.9798,-0.3365,3.328
21:06:11:665,1.6481,3.2171,-0.6841,3.679
21:06:11:671,1.8115,3.4207,-0.9752,3.992
21:06:11:686,1.9537,3.5428,-1.2359,4.230
21:06:11:687,2.1232,3.6315,-1.4326,4.444
21:06:11:687,2.2873,3.6865,-1.5003,4.591
21:06:11:691,2.4488,3.6388,-1.4698,4.626
21:06:11:697,2.5197,3.5480,-1.3264,4.549
21:06:11:698,2.4974,3.3832,-1.0937,4.345
21:06:11:705,2.2452,3.1325,-0.8912,3.956
21:06:11:709,1.5874,2.6167,-0.7327,3.147
21:06:11:716,1.1754,2.1302,-0.5607,2.497
21:06:11:718,0.9916,1.7852,-0.3249,2.068
21:06:11:723,0.9873,1.5337,-0.1066,1.827
21:06:11:729,1.0188,1.3422,0.0682,1.686
21:06:11:734,1.0671,1.1843,0.1159,1.598
21:06:11:737,1.1825,1.1102,0.0725,1.624
21:06:11:744,1.2072,1.0409,-0.0454,1.595
21:06:11:748,1.2659,0.9622,-0.1878,1.601
21:06:11:753,1.3275,0.8692,-0.3072,1.616
21:06:11:763,1.4689,0.6927,-0.3632,1.664
21:06:11:764,1.6454,0.5046,-0.4879,1.789
21:06:11:779,1.7405,0.3527,-0.6773,1.901
21:06:11:780,1.8001,0.2178,-0.9154,2.031
21:06:11:781,1.8058,0.0497,-1.0875,2.109
21:06:11:783,1.7889,-0.1467,-1.1726,2.144
21:06:11:788,1.7282,-0.2687,-1.3003,2.179
21:06:11:792,1.5305,-0.3571,-1.3893,2.098
21:06:11:797,1.2672,-0.4667,-1.3418,1.904
21:06:11:802,1.0290,-0.5571,-1.2864,1.739
21:06:11:807,0.8464,-0.7166,-1.1725,1.614
21:06:11:812,0.6475,-0.8209,-1.0285,1.467
21:06:11:815,0.4988,-0.8725,-0.9162,1.360
21:06:11:821,0.3501,-0.8810,-0.8331,1.262
21:06:11:827,0.2489,-0.8583,-0.8387,1.226
21:06:11:832,0.1570,-0.8094,-0.8492,1.184
21:06:11:836,0.1388,-0.7390,-0.8575,1.140
21:06:11:842,0.1777,-0.6256,-0.8444,1.066
21:06:11:846,0.2595,-0.5243,-0.8049,0.995
21:06:11:855,0.3629,-0.4398,-0.7198,0.918
21:06:11:856,0.4665,-0.3937,-0.5696,0.835
21:06:11:871,0.5994,-0.3572,-0.4309,0.820
21:06:11:872,0.7164,-0.3591,-0.3968,0.894
21:06:11:872,0.7431,-0.3872,-0.4052,0.931
21:06:11:875,0.7083,-0.4033,-0.4470,0.930
21:06:11:881,0.6761,-0.4265,-0.5437,0.967
21:06:11:885,0.6824,-0.4306,-0.6214,1.018
21:06:11:890,0.6862,-0.4514,-0.6685,1.059
21:06:11:896,0.6802,-0.4578,-0.7209,1.092
21:06:11:900,0.6522,-0.4666,-0.7454,1.095
21:06:11:905,0.5949,-0.4610,-0.7732,1.079
21:06:11:910,0.5222,-0.4218,-0.7757,1.026
21:06:11:915,0.3863,-0.3898,-0.7864,0.959
21:06:11:919,0.2898,-0.3507,-0.7716,0.896
21:06:11:925,0.2660,-0.2828,-0.7625,0.856
21:06:11:929,0.2410,-0.2054,-0.7467,0.811
21:06:11:937,0.2963,-0.0898,-0.7314,0.794
21:06:11:938,0.3507,0.0138,-0.7093,0.791
21:06:11:944,0.4478,0.1364,-0.6779,0.824
21:06:11:949,0.4732,0.2708,-0.6560,0.853
21:06:11:954,0.5252,0.3836,-0.6030,0.887
21:06:11:959,0.5418,0.4436,-0.5569,0.895
21:06:11:965,0.5927,0.5107,-0.4842,0.920
21:06:11:984,0.5754,0.5706,-0.4469,0.925
21:06:11:985,0.5113,0.5275,-0.4212,0.847
21:06:11:986,0.4747,0.4271,-0.3641,0.735
21:06:11:986,0.4441,0.3292,-0.3141,0.636
21:06:11:988,0.3883,0.2122,-0.2593,0.513
21:06:11:991,0.2714,0.1121,-0.2381,0.378
21:06:11:998,0.2033,-0.0095,-0.2291,0.306
21:06:12:003,0.1074,-0.1191,-0.2108,0.265
21:06:12:007,0.0505,-0.1616,-0.2407,0.294
21:06:12:013,-0.0153,-0.1706,-0.2759,0.325
21:06:12:017,-0.0613,-0.1486,-0.3258,0.363
21:06:12:022,-0.1521,-0.1291,-0.3810,0.430
21:06:12:028,-0.1774,-0.1120,-0.4149,0.465
21:06:12:032,-0.2092,-0.1094,-0.4229,0.484
21:06:12:037,-0.2284,-0.1689,-0.4002,0.491
21:06:12:042,-0.2517,-0.2045,-0.3872,0.505
21:06:12:047,-0.2958,-0.2257,-0.3789,0.531
21:06:12:052,-0.2845,-0.2637,-0.3607,0.530
21:06:12:057,-0.3136,-0.3040,-0.3301,0.547
21:06:12:072,-0.3113,-0.3777,-0.2942,0.571
21:06:12:072,-0.2827,-0.4490,-0.2720,0.596
21:06:12:073,-0.2805,-0.5296,-0.2634,0.655
21:06:12:077,-0.3169,-0.6126,-0.2516,0.734
21:06:12:083,-0.3658,-0.7288,-0.2510,0.853
21:06:12:085,-0.3962,-0.8352,-0.2496,0.958
21:06:12:091,-0.3630,-0.9151,-0.2644,1.019
21:06:12:097,-0.3690,-0.9734,-0.3292,1.092
21:06:12:102,-0.3616,-0.9766,-0.3943,1.114
21:06:12:105,-0.3837,-0.9653,-0.4912,1.149
21:06:12:110,-0.4450,-0.9756,-0.5364,1.199
21:06:12:115,-0.5049,-0.9237,-0.5280,1.178
21:06:12:121,-0.5037,-0.8623,-0.4924,1.113
21:06:12:125,-0.5202,-0.8033,-0.4248,1.047
21:06:12:130,-0.5329,-0.7156,-0.3444,0.956
21:06:12:135,-0.5440,-0.6114,-0.2124,0.846
21:06:12:139,-0.5944,-0.4809,-0.0766,0.768
21:06:12:145,-0.7222,-0.3457,0.0348,0.801
21:06:12:150,-0.7650,-0.2345,0.1581,0.816
21:06:12:155,-0.7800,-0.1879,0.2698,0.846
21:06:12:163,-0.7145,-0.1412,0.3633,0.814
21:06:12:163,-0.6709,-0.0706,0.3742,0.771
21:06:12:170,-0.6445,-0.0478,0.3770,0.748
21:06:12:174,-0.6184,-0.0440,0.3549,0.714
21:06:12:187,-0.6306,-0.0474,0.3030,0.701
21:06:12:188,-0.6523,-0.0865,0.1685,0.679
21:06:12:189,-0.6621,-0.1303,0.0468,0.676
21:06:12:196,-0.7340,-0.2218,-0.0192,0.767
21:06:12:199,-0.7556,-0.3012,-0.0492,0.815
21:06:12:204,-0.7890,-0.3351,-0.0623,0.860
21:06:12:208,-0.8079,-0.3618,-0.0685,0.888
21:06:12:214,-0.8839,-0.3741,-0.0796,0.963
21:06:12:217,-0.9433,-0.4216,-0.1094,1.039
21:06:12:222,-0.9976,-0.4378,-0.1344,1.098
21:06:12:228,-1.0848,-0.4539,-0.1286,1.183
21:06:12:231,-1.1407,-0.4959,-0.1086,1.249
21:06:12:238,-1.1916,-0.5209,-0.0840,1.303
21:06:12:243,-1.2211,-0.5528,-0.0262,1.341
21:06:12:247,-1.2053,-0.5654,0.0573,1.333
21:06:12:255,-1.2083,-0.5542,0.1566,1.339
21:06:12:260,-1.1871,-0.5478,0.3145,1.345
21:06:12:263,-1.2008,-0.5416,0.4616,1.396
21:06:12:268,-1.2255,-0.5734,0.5813,1.473
21:06:12:276,-1.2369,-0.5861,0.7142,1.544
21:06:12:277,-1.3015,-0.5775,0.8483,1.657
21:06:12:282,-1.3976,-0.5667,0.9172,1.765
21:06:12:287,-1.4681,-0.5727,0.9712,1.851
21:06:12:292,-1.4917,-0.5788,0.9771,1.875
21:06:12:296,-1.4878,-0.5612,0.9802,1.868
21:06:12:302,-1.4611,-0.5701,0.9801,1.849
21:06:12:306,-1.4665,-0.5363,0.9337,1.819
21:06:12:311,-1.4893,-0.5078,0.8717,1.799
21:06:12:316,-1.4990,-0.4703,0.7940,1.760
21:06:12:322,-1.5221,-0.4308,0.6961,1.728
21:06:12:325,-1.5186,-0.3942,0.6233,1.688
21:06:12:330,-1.4322,-0.3555,0.6111,1.597
21:06:12:336,-1.2680,-0.2437,0.6025,1.425
21:06:12:342,-1.1432,-0.0854,0.6332,1.310
21:06:12:345,-1.1097,0.0645,0.6298,1.278
21:06:12:350,-1.0316,0.2772,0.6261,1.238
21:06:12:358,-0.8427,0.4360,0.5459,1.095
21:06:12:360,-0.6215,0.6099,0.3922,0.955
21:06:12:373,-0.2365,0.8867,-0.1249,0.926
21:06:12:374,0.2215,1.1892,-0.7982,1.449
21:06:12:374,0.4731,1.6071,-1.4154,2.193
21:06:12:378,0.5501,1.9643,-1.9072,2.793
21:06:12:384,0.5591,2.2850,-2.1308,3.174
21:06:12:390,0.5157,2.5552,-2.0546,3.319
21:06:12:394,0.4524,2.7749,-1.7689,3.322
21:06:12:399,0.3366,3.0067,-1.4516,3.356
21:06:12:405,0.2988,3.3248,-1.1036,3.516
21:06:12:409,0.4122,3.8127,-0.8309,3.924
21:06:12:414,0.5688,4.2647,-0.5907,4.343
21:06:12:417,0.6822,4.5949,-0.4888,4.671
21:06:12:424,0.8842,5.0112,-0.4535,5.109
21:06:12:428,1.2326,5.3366,-0.4593,5.496
21:06:12:434,1.6131,5.6499,-0.3879,5.888
21:06:12:437,2.0146,5.8314,-0.4250,6.184
21:06:12:446,2.4767,5.7570,-0.6012,6.296
21:06:12:448,2.8904,5.4603,-0.7489,6.223
21:06:12:456,3.1517,4.9772,-0.9261,5.964
21:06:12:457,3.3190,4.3942,-1.0981,5.615
21:06:12:462,3.4001,3.7733,-1.2929,5.241
21:06:12:469,3.3953,3.1578,-1.5579,4.891
21:06:12:482,3.4030,2.5284,-1.9073,4.649
21:06:12:484,3.3273,1.9475,-2.2902,4.484
21:06:12:484,3.1944,1.4914,-2.6610,4.417
21:06:12:487,3.0927,1.1744,-3.0000,4.466
21:06:12:490,3.0724,0.9126,-3.2802,4.586
21:06:12:495,3.0642,0.7585,-3.3429,4.598
21:06:12:502,3.0588,0.7142,-3.2029,4.486
21:06:12:505,2.9462,0.6841,-2.9074,4.195
21:06:12:512,2.7811,0.5798,-2.3646,3.696
21:06:12:516,2.6685,0.4301,-1.6281,3.155
21:06:12:523,2.5888,0.2064,-0.8568,2.735
21:06:12:529,2.5611,0.0259,-0.0872,2.563
21:06:12:533,2.5210,-0.1354,0.8091,2.651
21:06:12:535,2.3803,-0.2728,1.7239,2.952
21:06:12:541,2.1411,-0.4197,2.2922,3.165
21:06:12:549,1.7529,-0.6096,2.6414,3.228
21:06:12:550,1.2674,-0.8925,2.7959,3.197
21:06:12:560,0.7411,-1.2491,2.8396,3.189
21:06:12:563,0.2375,-1.6004,2.7555,3.195
21:06:12:577,-0.1078,-1.9200,2.5213,3.171
21:06:12:577,-0.2932,-2.1601,2.1742,3.079
21:06:12:577,-0.2928,-2.2849,1.7926,2.919
21:06:12:578,-0.0584,-2.3640,1.3997,2.748
21:06:12:584,0.2714,-2.4093,1.0408,2.638
21:06:12:589,0.6017,-2.4640,0.7608,2.648
21:06:12:595,0.8997,-2.4445,0.5020,2.653
21:06:12:599,1.1251,-2.4488,0.1900,2.702
21:06:12:603,1.2734,-2.3598,-0.0707,2.682
21:06:12:611,1.3860,-2.2040,-0.3139,2.622
21:06:12:618,1.4895,-2.0794,-0.5640,2.619
21:06:12:619,1.5745,-1.9789,-0.7111,2.627
21:06:12:623,1.6483,-1.8690,-0.8606,2.636
21:06:12:629,1.6990,-1.7066,-0.9816,2.601
21:06:12:633,1.7147,-1.5109,-0.9756,2.485
21:06:12:639,1.6884,-1.3490,-0.9142,2.346
21:06:12:644,1.6557,-1.2326,-0.8447,2.230
21:06:12:648,1.5782,-1.1163,-0.7379,2.069
21:06:12:654,1.4844,-1.0169,-0.5791,1.890
21:06:12:660,1.3861,-0.9558,-0.3895,1.728
21:06:12:665,1.2853,-0.9187,-0.2141,1.594
21:06:12:671,1.1699,-0.8816,-0.0454,1.466
21:06:12:674,1.0736,-0.8014,0.1289,1.346
21:06:12:678,0.9582,-0.6856,0.2419,1.203
21:06:12:683,0.8453,-0.6344,0.3418,1.111
21:06:12:687,0.7850,-0.6766,0.3064,1.081
21:06:12:692,0.8133,-0.6876,0.1647,1.078
21:06:12:696,0.8248,-0.7154,-0.0333,1.092
21:06:12:701,0.7933,-0.7599,-0.2138,1.119
21:06:12:707,0.7782,-0.7948,-0.3125,1.155
21:06:12:712,0.8010,-0.8271,-0.4466,1.235
21:06:12:717,0.8594,-0.8141,-0.6045,1.329
21:06:12:723,0.9004,-0.7460,-0.7577,1.393
21:06:12:727,0.9099,-0.6779,-0.8492,1.417
21:06:12:732,0.9762,-0.5452,-0.8864,1.427
21:06:12:735,0.9774,-0.3553,-0.8764,1.360
21:06:12:744,0.9445,-0.1990,-0.8671,1.298
21:06:12:746,0.8631,-0.0213,-0.7990,1.176
21:06:12:752,0.7927,0.2161,-0.6647,1.057
21:06:12:758,0.7862,0.4223,-0.4664,1.007
21:06:12:764,0.8298,0.5756,-0.2470,1.040
21:06:12:766,0.8303,0.6762,0.0104,1.071
21:06:12:772,0.8026,0.8077,0.2825,1.173
21:06:12:777,0.7660,0.8983,0.6221,1.334
21:06:12:781,0.6656,0.9217,0.8794,1.437
21:06:12:787,0.5710,0.9187,0.9924,1.468
21:06:12:791,0.4393,0.9106,1.0832,1.482
21:06:12:794,0.3084,0.7805,1.1114,1.393
21:06:12:801,0.1855,0.6719,1.0794,1.285
21:06:12:807,0.1182,0.5227,0.9875,1.123
21:06:12:811,0.0870,0.3662,0.8379,0.919
21:06:12:817,0.0895,0.2433,0.6184,0.671
21:06:12:819,0.0872,0.1587,0.4121,0.450
21:06:12:825,0.1444,0.1173,0.1565,0.243
21:06:12:830,0.1896,0.0376,-0.1011,0.218
21:06:12:834,0.2610,-0.0659,-0.3155,0.415
21:06:12:839,0.3348,-0.0735,-0.4680,0.580
21:06:12:844,0.4230,-0.0883,-0.6165,0.753
21:06:12:849,0.4541,-0.1269,-0.6797,0.827
21:06:12:854,0.4830,-0.1535,-0.6673,0.838
21:06:12:858,0.4665,-0.2038,-0.6459,0.822
21:06:12:867,0.4453,-0.2445,-0.5701,0.764
21:06:12:873,0.4410,-0.2445,-0.5117,0.718
21:06:12:875,0.4228,-0.2469,-0.3845,0.622
21:06:12:878,0.3498,-0.2922,-0.2505,0.520
21:06:12:891,0.2103,-0.3184,-0.1168,0.399
21:06:12:892,0.0111,-0.2752,0.0170,0.276
21:06:12:894,-0.1355,-0.3253,0.1705,0.391
21:06:12:897,-0.2635,-0.3659,0.2793,0.530
21:06:12:903,-0.3539,-0.4088,0.3366,0.637
21:06:12:908,-0.4162,-0.4255,0.3043,0.668
21:06:12:912,-0.5104,-0.3943,0.2804,0.703
21:06:12:917,-0.5790,-0.4182,0.2337,0.752
21:06:12:923,-0.5813,-0.3968,0.1666,0.723
21:06:12:927,-0.5771,-0.3897,0.0906,0.702
21:06:12:932,-0.5303,-0.3802,0.0198,0.653
21:06:12:936,-0.4647,-0.3564,-0.0006,0.586
21:06:12:941,-0.3874,-0.3732,-0.0304,0.539
21:06:12:947,-0.3412,-0.4020,-0.0747,0.533
21:06:12:951,-0.3069,-0.4307,-0.0976,0.538
21:06:12:957,-0.2747,-0.3900,-0.1327,0.495
21:06:12:962,-0.2042,-0.3829,-0.1968,0.476
21:06:12:981,-0.1764,-0.3112,-0.2613,0.443
21:06:12:982,-0.1844,-0.3184,-0.2952,0.472
21:06:12:982,-0.1949,-0.3542,-0.3006,0.504
21:06:12:982,-0.2246,-0.3040,-0.2561,0.457
